original_title,count
Franskedansk Ordbog,1
Prof. Wendts Portrait,1
Sendebrev til Grev F. A. Holstein i Anledning af hans Skrift,1
Gedikes Græsk Læsebog for de første Begyndere,1
Menneskets moralske Selvstændighed,1
Offentlig Regnskab,1
christelige Prædikener,1
Almanaker for 1830,1
"Etuibibliothek for Damer, No. 5",1
"Wiens Beleiring, historisk Roman",1
"Sidonia, en Roman",1
"P. F. Suhms Tidsregning, fortsat til Udgangen af Aar 1828",1
Nordisk Tidsskrift,1
Efterskrift,1
Troen alle Rædflers Seiervinder,1
Marie Moulin,1
Frant de la Mothe fra Vayer,1
Ceilon,1
Notister,1
Ti Stemmer fra Udlandet om Herr Siboni,1
"Bogstavskriftens høist simple Oprindelse og første Anvendelse samt Anviisning til i faa Timer at lære ""Uvidende den Kunst at læse",1
Hoftieneste,1
Trine fra Heilbronn,1
Pigen fra Orleans,1
Mester Chrenfried og hans Familie,1
Horatses Breve,1
Tale i Anledning af et Asyls Aabning for smaae Børn i Nykjøbing d. 6 Juni 1838,1
"Om de Grundsætninger, hvorefter Danmarks Hesteavlbør ledes og fremmes",1
Det smukke Kjons allernyeste Drømmebog,1
Attrostiche paa Bonaparte,1
Erik den 7de,1
Barbereren i Sevilla,1
Penia eller Blade for Skole=Jndustrie=Medicinal- og Forsørgelses=Væsen,1
de første Grundtræk til en almindelig Plantegeographie,1
biographisk Lommebog,1
Skrive- og Reise=Calender for 1820,1
Kiærlighedderklæringen ved Tærninger med Giensvar,1
Versels Veiledning til at lære det Danske Sprog,1
Meyers romerske Oldsager,1
Fornøielige Selskabs=Timer i Ensomhed,1
Speccii Praxis Declinationum,1
Prahls Agerdyrknings-Catechismus,1
Lunds Valg af de bekiendteste virksomme Lægemidler,1
Smiths Medicinske Haandbog for Landmanden,1
Sanders Pædagogik,1
Fridings Engelske Læsebog,1
Berquins Franske Læsebog,1
Stochholms Veiledning til en fordeelagtig Høravl,1
Regner Lodbrog og hans Sønner,1
Robert af Normandiet,1
Oehlenschlægers Tragoedier,1
Seer Jer i Speil,1
De to Sedler,1
Familien Riqvebourg,1
Grundig Anviisning til at omtrykke KobberstikSteentryk og Guldfigurer paa Træ,1
"Tids til Veiledning ved Takkelagens og Seilenes Indholdberegning, samt ved Stevning",1
Noveller af Forfatteren til en Overdags-Historie,1
Munkene i Bradenhall,1
"Det simple, men dog paalidelige Huusapothek",1
Maigildet,1
"Frideli fra Haslidalen, eller søsterlig Kjærlighed",1
"Kunstnerliv, eller: den Ene Arbeidet, den Anden Lønnen",1
den velmenende Raadgiver for Borgere og Landmænd,1
"Kunstnerliv, eller: Een Arbeidet, den Anden Lønnen",1
"Biana, et Tidsskrift for Jagtelskere",1
Grev Danneskjold Samsøes Biographi,1
Beskrivelse over Ærø,1
Smaae Skildringer. af forførte. unge Pigers sørgelige Historie,1
Den gamle Feltherre,1
Manden med 4 Koner,1
Den Forældreløse og Morderen,1
"De to Pædagoger, eller: Asinus asinum fricat",1
Allernyeste Here- og Konstbog,1
Beretning om Odense Fattigvæsen,1
Damernes nye Pottehatte,1
"Rose: ""die Königinn von Dännemark""",1
Bronikowski's samlede historiske Romaner,1
Casual-Taler,1
"Livog Levnet, Hændelser og Drømmerier, helliget den nogne Sandhed, den retskafne Regjering og det upartiske danske Folk",1
Læge-Stat,1
Praktisk Landmaaler,1
Hvedebrødsdagene,1
Tragoedie i 3 Acter,1
Leonore,1
Resolunghi's Fald,1
Uglspil,1
"Reisen til Danzig, eller: den storpralende Soldat",1
Krigs-Cancellie-Secretair T. Mørchs Levnet,1
Land- og Søemagt med nærmest Hensyn paa Danmark,1
To Maaneder efter Brylluppet,1
de Blod af Professor Jens Møllers ældre thelogiske Bibliothek,1
Frimodige Yttringer over Danmarts Landboeforfatning,1
Latinsk Gramatik,1
Dehlenschlagers Tragoedier,1
Blomstersproget. eller: Blomsternes Betydning,1
Musæus's Volcksmährchen,1
"Brudgommen fra Mexike, eller de upillede Kartofler",1
Cæsarie eller: Tanten med Trompeten,1
"2det Bind af Ludvig Holberg, udvalgte Skrivter",1
Taschenbücher for 1833,1
Regnedog med tilhørende Facitiste for Landsbyeskolernes øverste Klasse,1
Bibliothek for underholdende Æmner,1
Sproglæreren,1
Schillers og Gothes udvalgte Skrivter,1
Danske Ridderborge,1
Handele- og Finantsvæsenet,1
Den Frimodige,1
Nytaarsgave for 1832,1
"Kjærligheds Almanat for smukke Piger og unge Koner, Mænd, Ynglinger og - Matroner",1
"Kjærligheds Almanak for smukke Piger og unKoner, Mand, Ynglinger og - Matroner",1
Nye Forgylder og Lakeerbog,1
Tordenskjold,1
Opstanden i Litteraturstaden,1
Æsthetil og Philosophie,1
Vignetter til danske Digtere,1
Amors Geniesteeger,1
Den frække Tyv,1
"Kunsten at spaae af Kort og Caffegruus, samt Linierne i Haanden",1
Tarif for Consumtions=Afgivterne i de danske Kjøbstæder udenfor Kjøbenhavn,1
det danske Conversations=Lexicon,1
Den Gjærrige og hans Datter,1
Pariserdrengen,1
Havfruen eller Søeskummeren,1
Fader og Datter,1
Badens Bidrag til en dansk Ordbog,1
E. Beers kleiner Atlas,1
"Der angehende Botaniker, oder kurze und leichtfastlige Anleitung, die Pflanzen kennen und bestimmen zu lernen",1
Causend und eine Nacht,1
Sandfærdig Historie om Jesper Hansen,1
Therkildsens Regnebog,1
Visebog 1837,1
Ny Euterpe,1
Julegave for Børn 1836,1
Neuester Schul=Atlas,1
Haandlexicon,1
"Lithographier af Thorvaldsens Mesterværker, Christus og hans tolv Apostler",1
Glückstadts Beleiring,1
Porteffenillen,1
Anmærkninger til Skoleanordningen,1
Digt af Worm,1
Beckers Verdenshistorie,1
"Anmærkninger, med Tillæg og Register, til Skoleanordningen",1
Conversationslexicon,1
Om Dampmaskinen,1
Tante Anna,1
Høreren og Taterpigen,1
Haandbog i den specielle Sygdoms= og Helbredelseslære,1
Favorit-Sange af Operaen Fiorella,1
Udvalgte Sange af Operaen Ambassadricen,1
Fuldstændig Formularbog,1
"Kortfattet Conversations-Lexicon, for Danske og Norske",1
En Læsebog sammenskreven for Almueskolernes 2den Klasse,1
Aistige Paarund af Smuglere,1
Professor David og hans Fædreland,1
Udenadstavning og Dictatskrivning,1
"Skatten, eller: Staae ikke paa Luur",1
Et Maaltid i Dyrehaugen,1
"Discipelstreger, eller: de smaae Vildttyve",1
Nytaarsgave for 1837,1
Sarcastine Sandhed,1
Euphrosyne,1
"Den Døve, eller: Værtshuset fuldt af Gjæster",1
Kunstnerlivet,1
"Forevig, eller: Medicin mod en Elskovsruus",1
Vingersproget,1
Udvalg af Criminalsager,1
Caspar Hausers udførlige Levnetsbeskrivelse,1
Den forlorne Søn,1
Nautisk Haandlexicon og Dialogbog i 8 Sprog,1
Djævelsbroen ved Wienerbjerget,1
Læsning for Almuen,1
"Fridolin, eller: Gangen til Jernværket",1
"Napoleon den Anden, eller den diplomatiske Skræder",1
"Kapelmesteren fra Venedig, eller: Skinnet bedrager",1
Amors Hjælp,1
Trillingerne,1
Taschenbuch f. 1836,1
"nantisk Haandlexicon for Søfarende, Handlende, Reisende",1
"Kage-, Budding- og Sylte Bog",1
Konsten at forbedre svagelig Legemsbeskaffenhed,1
"Reformationsfesten 1836, eller Dr. Morten Luthers Levnet",1
Høeghs Anviisning til et velindrettet Jordbrug,1
Original Roman i 2 Dele,1
Herr Sans-Facon,1
Frauenlob,1
Visebog for Damer og Herrer,1
Journal for Politik,1
Natur- og Menneskundskab,1
Schous Udtog af Forordninger for 1825,1
Kongel. Reskripter og Resolutioner for 1815,1
Tegn. Latinsk Grammatik,1
Dobbeltpapaen,1
"Den reisende Student, eller: Djævelen i Meelkassen",1
Alfabetisk Haandbog til Kundskab om de fleste og nyeste Frembringelser i den Danske Literatur,1
Marmorkiste,1
Elvpigen,1
Havfruen eller Kjerligheds Seir,1
samlede Værker,1
Flugten fra Klosteret,1
Dr. Rudelbachs kristelig Huus- og Reise-Skat,1
Danmarks Lovgivning vedkommende offentlige Actstykker for Aaret 1816,1
"Hamborger Magasin, eller samlede Skrif",1
Salmetogen,1
Luthers Katechismus,1
ThonAldes Bibelhistorie,1
Dictionaire Royal,1
Fiksdu Pæren Zacharias,1
Marsch af Oheran,1
Rondo Polacco,1
Rondo,1
Schous Udtog af Forordningerne indisk 1824 incl.,1
Dito indtil 1808 imel.,1
Fogtmanns Reog monistricter,1
Brorsons Lovfortolkning,1
Nørregaards juridiske Collegium,1
Hurtigkarle,1
Cramers Piano-Forte-Skole,1
Ny Testament,1
Lehrbuch der Taktik,1
Veiledning i Krigen,1
om den lille Krig,1
Gram. lat,1
Birchsbibelske Historie,1
Catekismusser,1
ABeter,1
Evangelisk christelig Pfalmebog,1
Digterliv,1
Praktikens Provesteen for den sande Land=Oeconomie,1
Digter=Krands,1
Sneeklokken,1
de skjønneste Udsigter i Sjælland,1
"Den 28de Januar, eller de tre Musicanter incognito",1
Af Kong Salomon,1
Archiv for Historie og Geographie,1
Lafontaines Romaner,1
Walter Scotts Romaner,1
Fordanskningen af den berømte Englænders Hugh Blair's Taler,1
Mindetaler over trende af Nibe Menigheds i Aaret 1826 dyrebare Hensovede,1
Dito til det Nye Testamente,1
Veiledning til en andægtig og forstandig Læsning af det Gamle Testamente,1
Dannerkirken paa Tusindaars=Festen,1
Frøken Hambleton,1
Niels Klimsunderjordiske Reise,1
den hidtil utrykte ældste Danske Lægebog,1
udvalgte digteriske Arbeidet,1
romantisk Skuespil,1
Vaudeville,1
Justs Haandbog for den læsende Ungdom,1
Den døende Svane,1
Fader Gutmann og hans Søn,1
Bidrag til Declameerkunsten,1
den 11te Junii,1
Blomsternes Betydning,1
Kjærlighed kan Alt,1
"Discipel Streger, eller De smaa Vildttyve",1
"Erindringer af min politiske, selskabelige og litteraire Vandel i Frankrige, en Rhapsodie",1
Archiv for Historie og Geograf,1
Amors Geniestreger,1
"Colegialtidenden, 3die Deel",1
Astronomi med Stjernekort og Afbildning af Solsystemmet,1
"Kongelige Reskripter og Resolutioner, Reglementer, Jndstruxer og Fundatser",1
"Die Augsburgische Confession 1530, histor. Darstellung aus undnach den Quellen",1
Dyssels Lære om Haandværksredskaber og Haandværktøi,1
Supplement til Haandbog for Præster,1
Memosyne eller Samling af Fædrenelandske Minder og Skildringer,1
Ved Statsraad og Prof. K. L. Rabbeks Jordefærd,1
Romance af Preciosa,1
"Erik Eiegod, eller Væringen i Miklagaard",1
En Kogebog paa Vers,1
Sang=Kogebog,1
Tydskprimitiv Lexikon,1
Beskrivelsen over hans ifjor fuldendte techniskrocconomiske Reise gjennem Tydskland og Schweitz,1
En kort Afhandling over Hesteracens Forædling i Danmark,1
Fred i Skolegaden,1
Mirabeau,1
Anecdote,1
Er Dr. Prof. Clausen en ærlig Lærer i den christne Kirke,1
Odin Wolsbekjendte Journal for Politik o. s. v.,1
"Tagebuch, geführt auf einer Reise nach Færs",1
"Puds og Penge, eller Den lille Løgn",1
Hertugen af Monmouth,1
"Røverne paa Maria Culm, eller Troens Kraft",1
Om Been Gjødning,1
Sonnes Forskrifter,1
Gliemanns Atlas complet,1
Rapoleons Levnet,1
Ouverture (et Eventyr i Rosenborg Hauge),1
Kuhlaus Quartet-Sonat,1
Kuhlaus Ouverture af Huge af Adelheid,1
"Ouverture und Gesange auf ""Die Wiener in Berlin""",1
"Mindetale over Vor Frelser Jesus Christus, udført i Prædikener paa alle Søn- og Helligdage fra 1ste Advent til Himmelfartsdagen i den danske Kirkes Jubelaar 1826",1
Don Ranudo de Colibrados,1
"Nordlyset, Et Maanedsskrift",1
Andagts Timer,1
"Om Christendommens Forsvar i Danmark mod falske Lærere, og falske Lærdomme",1
Advarsel og Raadmod Ukydskheds Synder,1
Afskedsvræken,1
Tale og Prædiken ved Deres Kongelige Høiheders Prindsesse Wilhelmine Marias og Prinds Frederik Carl Christians Formæling,1
Erasmus Montanus,1
Holbergs Gallerie,1
Søyltegjæsten,1
Myndling,1
Formynder,1
Den fortredelige Formiddag,1
"Danmarks nærværende Tilstand &c., i Anledning af den 1ste November 1828",1
Fodreise til Østpynten af Jylland,1
Reislers Tysk-Dansk og Dansk Tysk Lexicon,1
VAAra Ble MaVigte,1
Efteraarsblomster,1
Vaarblomster,1
Sommerblomster,1
Aalborgsk Lommebog,1
Nytaarsgaver,1
Underviisning i det dobbelte Bogholderie,1
det er Nytaarsdag imorgen,1
Justis Naturhistorie,1
Beckers Taschenbuch zum geselligen Vergnugen,1
Taschenbuch für das Jahr 1823. Der Liebe und Freundschaft,1
Danske Folkesange,1
Skjebnens Bog,1
historisk Efterretning om den frie adelige Skole i Herlufsholm,1
Dr. Møllers Livius,1
Reinhards kristelige Moral,1
Pigen fra Valenciennes,1
Paradisfuglen,1
Reisen til Erfurt,1
Serailovet eller Det græske Bryllup,1
Forsøg til at besvare det Spørgsmaal: Gives der Midlertil at afhielpe den nærværende Nød blandt Jordbrugere?,1
Entwurf zu einen Kollegium ub. d. Privat und Kammeral Staatsrechnungen,1
"Brev til en Ven i Kjøbenhavn, om Litteratur=Nyheder",1
Garricks Enke,1
"Fortolkning over Lovens 1ste, 3die og 5te Bog",1
Religiøse Poesier,1
Et Aars Ophold i London,1
Andagtstimer til sand Christendoms og huuslig Opbyggelses Befordring,1
Mathilde,1
"Aonius Palearius, en Sandhedens Martyr",1
"Kommer til mig, siger Herren",1
Om den hellige Skrift,1
Camilla,1
Violin-Concert,1
Anmærkninger til Personretten,1
Flaccit opera ed Porph,1
Dansk og Tydsk Lexicon,1
Oversigt af den Danske Retskrivningslære,1
Slægtskabet eller: De tre Brødre,1
"Slavin, den i Surinam",1
"Nordiske Kjæmpehistorier, 2den Deel, 2det Hefte",1
"Danske Markblomster, Nytaarsgave for Skuespilyndere",1
klygtige og spidssindige Sententser i Rettergang,1
upartiske Domslutninger,1
klygtige og spidsfindige S. tenser i Rettergang,1
upartiske Domslutnin,1
Hagbarth og Signe,1
Camper v. d. Kenmeichen d. Lebens u. Tødes bey neugebohrnen Kindern,1
"Rose, Taschenbuch f. gerichtliche Aerste bey Leichense, nungen",1
En nyttig og nødvendig Anviisning til velanstænSager,1
Kant om Opdragelse,1
Om den indbyrdes Underviisning,1
"Alvin og Theodor, en Lommebog for Børn",1
Robinsons Colonie,1
Campes Robiaf Hildebrand,1
Wollis nyttige Kundskab for Ungdommen,1
Andachtsbuch einer christlichen Familie,1
Urverdenen eller Beviis for ældre Verdeners Tilvæog Undergang,1
Til min Aster,1
Rosalba. En ficiliansk Novelle,1
Tyrkisk Harem i Engelland,1
Brudstykker af en Reise gjennem Skandinavien,1
"Giaffar, den sidste Barmecide",1
Arved Gyllenstjerna,1
Lepetit magazin des ensaus,1
Eusebia og Sophersyne eller Andagts- og Viisdomsbog for unge Mennesker af begge Kiøn,1
Grue Kirkes sørgelige Brand i Norge,1
Er Rapsædsdyrkning gavnlig eller skadelig for det danske Agerbrug?,1
Molboen i Kiøbenhavn,1
En Reise fortalt i Breve til mit Hiem,1
Fanegyricus c. Mori,1
Jllade 3die og 4de Sang,1
Kiærbye,1
Ægypterinden og den franske Officeer,1
"Portraitet, eller: Misforstaaelserne",1
"Den glade Bonde, eller: Festen i Provence",1
Erindringer fra Afrikas Kyst til mit Hjem,1
Brud og Brudgom i een Person,1
"Geert Westphaler, eller: Den meget talende Barbeer",1
Harald i Graafelds Jagt,1
Blanketter,1
Naturens Datter,1
Den geistl. Stand bør afskaffes,1
Ueb. d. Fichteschen u. Forbergschen Atheisme,1
Brauneiser ub. d. Mysticismen,1
Chauffoer in Betreff d. Juden,1
Wolff ub. d. Widerherstellung d. Jesuiten,1
Dr. M. Luther v. Niemmeyer,1
Den Augsb. Troesbekjendelse,1
Vaabenbrødrene Riddersørgespil fra Korstogenes Tid,1
Forsøg til Kundsk. om Jlluminaterne,1
Bruchstucke ans d. Begebenheiten er hoh. Jlluminat,1
Augustin u. Ruma,1
Haymans allg. jurist. Lexicon,1
Code civi des Francais,1
Rosenvinge Kolderups danske Lovhistorie,1
"Fortællinger, og Eventyr",1
Markos Bognies,1
Sagn,1
Lord Byron i Grækenland,1
Stefsen og Anne,1
Løse Rosenblade,1
Bestormelsen mod Smolensk,1
Schous Udtog af Forordningerne fra 1670 til 1821 incl.,1
Polacca for Violoncell,1
Eichenland auf Luthers Grab,1
"Penelope, Taschenbuch for das Jahr 1824",1
Bechers Taschenbuch zum geselligen Vergnigen,1
Almanach Dramatischer Spiele,1
"Skuespillerinden paa Prøve, eller: Den Sidstkomne",1
Millots Verdenshistorie,1
Kammerherre P. F. Suhms Samlede Smaaskrifter,1
J. Evalds Skrifter,1
Wessels Skrifter,1
Coots Voyage,1
Danske Mænds og Qvinders Eftermæle,1
De to Klingsberger,1
Praems Selvlevnets Beskrivelse,1
Rahbeks Erindringer af sit Liv,1
JutaDronning af Danmark,1
"Veiledning til Kundskab om Fabrik, Manufaktur- og Haandværks-Jndustrien",1
Skuespillerinden paa Prøve,1
"Maleren af Kjerlighed, eller: Svigersønnen",1
Der Liebe und Freundschaft gewidnet,1
"Almanach, Dramatischer Spiele 1825",1
Taschenbuch für das Jahr 1825,1
"Den forherede Ridder, eller Blumauers travesterede Æneide",1
"Grundig Underviisning i, paa en let og hurtig Maade af lære det Engelske, Franske og Tydske Sprog",1
"Grundig Underviisning i, paa en let og hurtig Maade at lære det Engelske, Franske og Tydske Sprog",1
samtlige Gedikte und Schriften,1
"Det daglige Liv, eller: Saaledes gaaer det i Verden",1
Uldmarkedet,1
Trylleklokken,1
Guldkjæden,1
Johanne Gray,1
Svend Grathe,1
Guldharald,1
Om Hundesygen efter franske og tyske Dyrlæger,1
Praktisk Anviisning til at tilberede de meest brugelige chemiske Reagentier,1
Skrift om Skattebevillingsret og Constitution,1
Skrift om Stændernes Forening,1
Hasses Fransk-Dansk- og Dansk IV. B. Franske Lexicon,1
Min Faders Kaarde,1
Biographi,1
Rosen und Vergismeinnicht,1
Sybille,1
la Tempete,1
Rhinsang,1
Napoleons Historie,1
Fortegnelsen over Lorenzens og Satterups Leiebibliothek,1
Sølvmynten,1
Thunfiskeren,1
Holsteen og Holstenerne,1
"En Episode fra Revolutionstiden, 1789-93",1
v. Aphelens større franske Lexicon,1
Scous Udtog af Forordninger,1
Fremstilling af det danske Skatte= og Afgiftsvæsen,1
Togtmanns Rescriptsamling,1
Fariations brillantes pour le Fiolin,1
"Melancholie, Pastorale for Fiolin",1
Variations brillantes pour le Fiolin,1
Fariations brillantes nour le Fiolin,1
"Chorsange for Sopran, Alt, Tenor og Bas",1
"Melancholie, Pastordle for Fiolin",1
Mansas Kort over Nørrejylland,1
Lommebog for Handlende,1
Barfods poetiske Læsebog,1
Holstes prosaiske Læsebog,1
Ursins Arithmetik,1
Valdemar Seier,1
Oehlenschlagers Tragoedier,1
De to Studenter og AmorSkjærmysler,1
Anviisning. til at kjende de danske Foderurter,1
svenske Reise i 1836,1
Anmærkninger med Tillæg og Register til Skoleanordningen,1
Torslev om Overformynderiet,1
mindre Regnebog,1
Lenore,1
"Kalkbrænderen, eller Den falske Virtuos",1
Tre Andragender over Lov og Rets Gjenstande,1
Enhver er sig selv nærmest,1
Den usynlige Hans,1
de tre nordiske Rigers Historie,1
Visbys Dagbog,1
Feiltagelserne,1
Et Forslag til Eierne og Bestederne af demindre Landeiendomme i Danmark,1
Bogtrykkerkunstens Opfindelse og Udvikling i 100 Aar,1
Høiers Geographi,1
Dialoger og Skizer af en Physiognoms efterladte Papirer,1
Optrin fra Thronfølgetvisten i Danmark 1340,1
"flyvende politiske Blade, Nr. 2",1
Gramers Regnebog,1
Drømmebilleder eller min Vandring igjennem Livet,1
det nye Fædreland,1
"Farinelli, nyt Lystspil",1
Roholdt Slægtregistre,1
Turens Slægtregistre,1
Wedeges Slægtregistre,1
Heggelund Slægtregistre,1
Stampeske Slægtregistre,1
Gleerupske Slægtregistre,1
Rostgaardske Stamtavle,1
Beskrivelse over Fremgangsmaaden ved Brugen af hans Lysbilleder,1
Barnholdt Slægtregistre,1
Palatoke,1
Den jydske Borger- og Bondeven,1
Orla Lehmanns Portrait,1
Veiledning i Brændeviinsfabrication,1
Hvad en Herre eller Dame elsker med Lidenskab,1
Huusdyravlen og Huusdyrenes Behandling i sund og syg Tilstand,1
With's Anviisning til Huusdyravlen,1
Patriotens Pen,1
om Frue Kirkes Kapitaler og andet Kirken vedkommende,1
om Frue Kirkes Kavitaler og andet Kirken vedkommende,1
Af Fogtmanns Rescripter 1ste Deel fra 1660 til 1670,1
Collegial-Tidenden Aargangene 1821 og 1825,1
Allens Haandbog i Fædrelandets Historie,1
Anviisning til Huusdyravlen og Huusdyrenes Behandling,1
"De angbaptiske Bevægelser i Danmark, betragtede fra det christelige og kirkelige Standpunct",1
Djorups Haandbog i Pharmacologien,1
Bellmanns valda Skrifter,1
En Hyrdedreng fra den romerske Compagne,1
Jndseilingen til Mølleleie paa Kullen,1
Lærebog i Regnekuust og Landmaaling for Bonden og andre Jordbrugere,1
Olger Danskes Krønike,1
En Stemme om Skatteligning efter Formue og Vilkaar,1
Om Realunderviisning,1
"En Lænke, ny Comedie i 5 Acter",1
Goodwin Castle,1
Udvalgte Eventyr og Fortællinger for den darnlige Verden,1
Scheicken af Alexandrien,1
Om Tunnekræft og Krovinge,1
Pistorius's Veiledning til Brændeviinsbrænden,1
Frolunds og Flinchs Almanak eller Huuskalender for 1843,1
En Arithemetisk Haandbog,1
Praktisk Veiledning i Maaltegning og Tilskjæring ved Skrædderhaandværket,1
Nyt juridisk Tidsskrift,1
Geistlig Stat,1
Pharmacopoen Danica,1
Neues Taschen-Worterbuch der danischen und dentschen Sprache,1
Humoristiske Noveller,1
Offentlig Maskerade,1
Arithmetik,1
Praktisk Brevbog for Kjøbmænd,1
Handels-Ordbog,1
Lumbyes Valie,1
Oblers Zaubergalopp,1
Sange af Robert af Normandiet,1
Mynsters Betragtninger,1
Frøllunds og Flinchs Huskalender,1
Souvenir de la Hollande,1
"Hagbart, og Signe",1
Langbarderne,1
J. Baldur hiin Gode,1
"Mittel und Anweisung, Elexir zum langen Leben",1
Das Recht der Actiengesellschaften mit besønderer Rücksicht af Eisenbahngesellschafden,1
Sonatinen als Vebungstücke für Anfanger des Pianoforte,1
Haandbog for Sogneforstanderskaber,1
"Badet i Dieppe, eller: Bagtalelse",1
6 Caprices de Concert,1
Cæsar de bellogallico,1
Phædrus,1
Instructions pour le Pianoforte,1
Romance für Cello & Piano,1
"Seene hampetre, Variat. brill.",1
Fansaisie uber ital. Melodien,1
Nocturne,1
Adien,1
Conversations- og Noterings-Calender,1
Sange af Elskovsdrikken,1
Anden Samling af Danse,1
6 Romancer for Pft. og Guitarre,1
dramatiske Arbeider,1
fjerde Deel af Thaers Grundsætninger for Landoeconomie,1
Efterretninger og geistlige Embeders Jndtægter i Danmark,1
Den fortræffelige practiske Handels=Brevbog,1
"Hønsegaarden, eller Kunsten, at drage den meest mulige Nytte af Fiærkræet",1
Venligt Raad til unge Piger ved deres Jndtrædelse i det borgerlige Samfund,1
Tjenestekarlen som han bør være eller Veiledning for hunge Bønderkarle til troligen at opfylde deres Pligter og forskaffe sig deres Huusbonders Agtelse og Tillid,1
Kateketisk Magazin,1
"Tjenestekarlen, som han bor være, eller Veiledning for unge Bønderkarle til troligen at opfylde deres Pligter og forskaffe sig deres Husbonders Agtelse 84 Tillid",1
"Hvilken er den Rette, eller: De to Lærker",1
Romisches Leden,1
Molbecks danske Ordbog,1
Præciosa,1
Bojsens Andagtsbog,1
Vennernes Fest eller: Testamentet,1
"Prædikener, holdne i Viborg Domkirke, i Aaren 1831 og 1832",1
"Prædikener, holdne i Viborg Domkirke, i Aarene 1831 og 1832",1
G. Bertrands samtlige romantiske Værker,1
Grev Maltori eller Bandit=Forbundet i Carastor,1
Om den homsopathiske Lægemethode og dens Udøvelse,1
Hoffmanns Fundatser,1
"Den lykkeligste Dag i Livet, eller: Brylluppet paa Moden",1
"Natten, et musikalsk Maleri",1
Haandbog i den almindelige Pathologie,1
"Prøveforelæsninger, holdte for Ansættelse i det theologiske Facultet ved Kbhvns Universitet",1
Etudes Litteraires,1
Forskrifter,1
Dito,1
Et kjærligt Farvel fra trofast Lærer,1
Et nyt Lystspil 2 Aar efter Brylluppet,1
Binden,1
Maanedsskrift for Christendom og Historie,1
Om Magnettens Forhold til sine Poler,1
Reise- og Skrivecalender,1
Almanaker for 1831,1
Smaatting om den nydanske Retskrivning,1
Smaaling om den nydanske Retskridning,1
Polens Skjæbne fra 1763 indtil Øieblikket,1
Levnetsbeskrivelse,1
Molbechs Forelæsninger,1
Land= og Sømagt,1
Tidende for Hesteelskere og Landmænd,1
Nogle Trostensord,1
Veiledning til Kogekunsten,1
Sange af Bruden fra Lammermodr,1
Potpouri af Bruden fra Lammermoor,1
Den lille Landvæsensskole,1
Gardes Efterretninger om den Danske og Norske Søemagt,1
Schuberts Lærebog i Naturhistorien,1
Thaarups Haandbog,1
Muemosyne eller Samling af fædrelandske Minder og Skildringer,1
"Muldvarpejægeren eller Kunsten at fange Muldvarpepaa en tilforladelig, ganske sikker og morende Maade i haver og paa Enge",1
"Muldvarpejægeren, eller Kunsten at fange Muldvarpepaa en tilforladelig, ganske sikker og morende Maade i haver og paa Enge",1
"Anviisning for Landmanden til at lære at kjendeog behandle Hesten, Oxen, Faaret og Svinet",1
Almeennyttig Lommebog for 1832,1
Om Underviisning og Opdragelse ved Sorøe Academie,1
Om Underviisning og Opdragelse ved Sorø=Academie,1
Om Slesvigs og Holstens Uadskillelighed efter Forsikkringsacten af Aar 1466,1
"Sange, i 1 Act",1
Gymnastikens Fremgang i Danmark,1
Nyt Vibliothen for Pianoforte=Spillere,1
Fortegnelse over Underrets- og Prøve=Procuratorerne i det egentlige Danmark til Udgangen af 1831,1
Listige Paafund af Smuglere,1
Om de offentlige Indretninger paa Landet i Danmark,1
"Catechismus, eller Grundregler for nyttige Haveværters Dyrkning",1
"Materialien zur Geschichte, des Casper Hauser",1
Familien Walseth og Leity,1
Familien Walseth og Leith,1
Dronning Margrethe et historisk Digt i 10 Sange,1
"Livsbilleder, første Hæfte",1
Boisens Et kjærligt Farvel,1
Historie om Reformationens Indførelse i Danmark,1
Ordbog over fremmede Ord,1
Læsefrugter for Ungdommen,1
Smeden i Neumark,1
Min aandige Skjærv og mit Farvel,1
"Hemmelig Hexebog, almindelig kaldet, Gamle Marens Spaabog",1
de almindeligt yndede Noveller,1
Koefoeds Conversations=Lexicon,1
Tarif for Consumtions=Afgiften i de danske Kjøbstæder udenfor Kjøbenhavn,1
Lærebog i Didactik og Pædagogik,1
Skolelærer Nielsens Replik i hans Sag med Provst Bentzon,1
"Et Menneskes Omvendelse til Gud, som er en Hemmelighed",1
"Efteraarserindringer fra en Sommerreise i Sverrig, i Aaret 1836",1
Træsnit,1
Elise og Claudio,1
Par Ord om Thorvaldsens Museumll,1
Øs. Aragos Tale,1
Blomsterfro,1
Tydsk-Dansk og Dansk-Tydsk Haand=Ordbog,1
Ny Samling af Prædikener,1
"Retssagen: ""Districtsprovst og Ridder Benzon i Ringsted contra entlediget Skolelærer og Kirkesanger, Brodersen i Nordrup""",1
Cendrillon,1
Donna del Lago,1
"Oversigt over alle de Skatter, Byrder og Paalæg",1
Reise=Calender for 1834,1
Reisen over Havet,1
Deconomisk Skildring af Hou i Hals Sogn,1
Den Leilighed som fortiden hos mig beboes,1
Oeconomisk Skildring af Hou i Hals Sogn,1
Betragtninger over de christlige Troeslærdomme,1
Badens Lat=Lexicon,1
Blomstergave paa Venners og Veninders Altar,1
"Hvad er Solen, Og hvorledes er der at være",1
Vivel-Concordang,1
Kirkeforfatning,1
Worms Lexicon over lærde Mænd,1
Dyrhistorie,1
Magazin,1
Danske Tilskuer,1
