;article_id;date;predicted_category_tf_idf;evaluation_tf_idf;predicted_category_embs;evaluation_embs;category;true_label;bog_teater;text
535508;vib_104710;1829-06-16;Udenlandsk;t;Udenlandsk;t;Blandet;;;"Blandet. Keiseren af Ruslands Ankomst til Berlin opvalte stor Glæde sammesteds; Staden var om Aftenen smagfuldt illumineret. Den 9de var i Anledning af Hs. Keiserl. Majestæts Nærværelse stor Militairparade i Potsdam. - En forhenværende Berider, Benzi, nu ansat ved Finantsdepartementet, har villet myrde Kongen af Neapel; han ansees for afsindig. - Det hedder, at Hr. de Chateaubriand, istedetfor at blive ansat i Ministeriet, vil erholde Hertugtitelen som Belønning for fine ved Pavevalge, udviste Tjenester. - Man modsiger nu i Paris Rygterne og Fyrst Polignaes nærforestaaende Ankomst. - Fra Brest meldes, at den kgl. Fregat Belle Gabrikle uventet har ved Telegraphen modtaget Ordre til at afseile; man troer den bestemt til Lissaboni Stedet for Thetis. - En Referendar, Hr. Belliard, forhen Eier af ""Drapeau blan, har skudt sig. - Erkehertug Carl vil i Aar besøge sine ungarske Godser. - Hertugen af Orleans har ved sin Nærværelse i England foræret den berømte Captain Parry en kostbar Gulddaase. - Courter Frangeis fortæller, at den russiske og østerrigske Gesandt, Fyrsterne Liemen og Efterhazi, ikke have ladet sig see ved nogen af de i London til Hertugen af Orleans's Ære anstillede Feste, da det vilde stride mod Hofetiquetten at give en Bourbon Forrangen."
480058;vib_049260;1819-06-21;Udenlandsk;t;Udenlandsk;t;Blandede Efterretninger;;;"Om Sand er det stille; af Breve fra Mannhein, veed man allene at denne Ulykkelige endnu lever. Desuagtet er allerede i Leipzig udkommet en Samtale mellem ham og v. Kobedue i de Dødes Rige."
496408;vib_065610;1822-05-11;Udenlandsk;t;Udenlandsk;t;Blandede Efterretninger;;;Den Hurtighed, hvormed Moskau igjen er opstaaer af sin Aske, opvækker Forhavselse. Omtrent 9158 Huse og Gaarde indbefattede denne Stad førend de Franske rykkede derind og dens Befolkning udgjorde 3 til 400,000 Jndbyggere, og allerede i Aaret 1817 fandtes her igjen 6318 Huse med en Befolkning af 312,000 Jndb. og 21,000 Soldater. De Stores Palladser vare 1817. 18 kun tildeels igjenopførte, deels formedelst den medgaaende store Bekostning, deels fordi mange ikke vilde forlade deres Godser. Blandt de nye Anlæg er, foruden det hurtigen igjen opførte Kreml, det ny Exerceerhuus, ganske af Grundmuur 650 Fod langt og 168 Fod. bredt, for 2000 Mand Infanterie og 1000 Cavallerister, der kan betragtes som een af de største Sahl. i Verden og endelig det til Erindring om Stadens Befrielse fra Bonaparte bestemte Mindemærke for Kozina Minin og Pojarski.
434371;vib_003573;1809-12-25;Udenlandsk;t;Udenlandsk;t;Første rubrik;;;"Fra Madrid skrives den 24de Novbr. ""at der daglig indbringes flere Fanger, man mener i alt 30000, og det lader som den store Jnsurgentarmeaf la Mancha ikke har beholdt en Bataillon tilbage, som kan slaaes. Det første Korps som ved Villamauriqve gik over Tajus, gjorde strax 1000 Mk. til Fanger. General Kellermann har naaet Jnsurg. ved Alba-Tormez, hvor de vare forskandsede og, uagtet han kun havde sit eget og det 6te Kavallerikorps hos sig, har han dræbt 1000 Mand, og fanget en stor Deel og taget 12 Kanon og 6 Fahner. Man forsikrer, at Kejseren omtrent den 20de Januar reiser til Spanien og at de afgiørende Operationer skal begynde den 1ste Februar."
506364;vib_075566;1824-02-25;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"Det ordentlige Storthing blev den 9de dennes aabnet ved en Kongelig Tale, hvori anbefales fuldkommen Enighed imellem Nationens Udkaarede og Statens Overhoved, hvorved de velgiørende Virkninger af den konstitutionelle Forfatning enkunne, nydes Efter at have omtalt Agerdyrkningens Fremskridt, Finantsernes heldige Tilstand og Opfyldelsen af den med Danmark sluttede Konvention, optegnes endeel Stats-Maximer, saasom: ""Samdrægtighed er en Hovedbetingelse for sand Lykke"" - ""Maae end Feldtherrernes befalinger paa Valpladsen uopholdeligen og ubetinget efterkommes, da forholder det sig anderledes, naar der handles om at give Nationer Statsforfatninger. - ""Et LandsStatsforfatning bør fastsætte en fuldkommen Ligevægt imellem Kongen og den lovgivende Forsamling"" og mindes om hvad Kongen allerede har sagt ved Storthingets Opløsning i Aaret 1821: ""Først efter moden Overveielse af mine Pligter og Folkets Tarv, har jeg ladet Eder forelægge Propositioner til adskillige Forandringer i Rigets Grundlov."" Derefter opfordrer Kongen sine gode Herrer og Nørske Mænd til, i Særdeleshed at bringe Grundlovens 79 5 i Overeensstemmelse med dens 1ste og 3die 8, og ved at lade ædle Tanker hæve deres Siel og styre deres Raadslagninger, erkjende: at Retfærdighed og Maadehold ere Grundpiller for konstitutionelle Forfatningers Styrke. Omsider anmeldes Kronprindsens Formæling, hvorpaa sluttes med denne Forsikring: ""Vore Forhold til alle Magter ere venskabelige, og Vi vedblive at nyde Neutralitetens og Fredens herlige Frugter."
576647;vib_145849;1838-06-26;Jndenlandsk;t;Jndenlandsk;t;Jndenlandske Efterretninger;;;Dampskibet Union, Capt. Böttcher, der i Sommer skulde begynde en ugentlig Fart imellem Flensborg, Kjøbenhavn, a. har paa Reisen til Flensborg, faaet Skade paa Maskineriet og er kommet ind til Svinøer i Norge.
545731;vib_114933;1831-09-22;Jndenlandsk;f;Bekjendtgjørelser;t;Bekjendtgjørelser;;;"J Sagen No. 168. Actor, Ldsoppltr. Bastrup, contra: F. Lykke, som Defensor for Hedevig Berthelsdatter i Colding Arrest. (Der er tiltalt og dømt for anden Gang begaaet Tyverie. Dom: ""Herredstingsdommen bør ved Magt at stande; dog saaledes, at Straffen nedsættes til 4 Aars Forbedringshuusarbeide. Til Actor ved Overretten, Prokurator Bastrup, betaler Arrestantinden Hedevig Berthelsdatter, i Salarium 5 Rbd. Sølv. At efterkommes under Adfærd efter Loven."" Ved Aanst, Slaugs og Jerlev med underlagte Sogne af Brusk Herreders Extraret, er af Justitsraad Estrup som constitueret, den 28de Juni 1831 dømt saaledes: ""Arrestantinden Hedevig Berthelsdatter bor hensættes til Arbeide i Viborg Tugt- og Forbedringshuus som Forbedringshuusfange i 5 Aar. Hvorhos hun bør udrede alle af denne Sag lovlig flydende Omkostninger, hvorunder i Salarium til Prokurator Kralund 4 Rbd. og Prokurator Schwennsen 3 Rbd. Sølv hvilke Omkostninger i Tilfælde af Uformuenhed bliver at udrede af det Offentlige efter Øvrighedens nærmere Foranstaltning. Den idømte Strafuldbyrdes inden 15 Dage efter denne Doms lovlige Forkyndelse under Adfærd efter Loven."""
566975;vib_136177;1836-06-17;Jndenlandsk;t;Jndenlandsk;t;Jndenlandske Efterretninger;;;"Heiberg er bleven frikiendt, og Processens Omkostninger hævede. (Dagen.) Af Kbhvns flyvende Post No. 100. Det forekommer mig, at en betydelig politisk Reaction er indtraadt her i Byen. Jeg troer, at Stænderforsamlingen og dens Forhandlinger har bragt de Fleste til den Erkjendelse, som naturligviis kan være meer eller mindre klar, at det ikke er saa let at regjere eller reformere, som Mange indbildte sig, fordi Nogle saa heftigt paastode det. Denne Erkjendlse har iøvrigt altid været min, men alligevel vilde jeg ikke ansee det for gavnligt, om Redactionen igjen gik meget videre. Dog Bevægelsens Tid kommer nokigjen, men den vil blive uskadelig for Staten, og knap engang ubehagelig for Regjeringen, hvis blot denne vil benytte de Vink, den har faaet fra Roeskilde. Thi der ere saasandt Danmark hedder Danmark, virkelige Raad i Stændernes Jndstillinger, hvoraf flere i ædleste Betydning fortjene at kaldes Vink. Jsær vilde jeg inderlig ønske, at der maatte blive gjort noget ret Ordentligt ved Finantssagen; Regjeringen vil da vinde en Fasthed, Agtelse og Stykke, som den maaskee aldrig i saadan Grad, har havt."" Med de sidste 3 Dages vestlige Vind er en Masse af Skibe nordfra passeret Sundet."
482451;vib_051653;1819-11-22;Udenlandsk;f;Udenlandsk;f;(Jndsendt.);Jndenlandsk ;;"Den Mistænkelige foruroliges ved enhver LydNaar To discurere, gjør han strax lange Øren; thi han troer at de stikke Hovederne sammen c: lægge Raad op imod ham. Det maa altsaa nødvendigviis staae sig maadeligt med hans Samvittighed. Hans største Lyst er at høre Sladder og den lille Pilt, som kan raportere Alt paa hans Kammer, at hans Huus vorder han, som man siger en VenHans første Spørgsmaal til Enhver er: ""Nu, hvad Nyt 23."
498652;vib_067854;1822-10-05;Udenlandsk;t;Jndenlandsk;f;Blandede Efterretninger;;;Norge. Vandflod har og i Septbr. gjort megen Skade i Grevskabet Laurvig, Byen af samme Navn, Sognet Laurdal og Tellemarken, da Floden, Lougen har stegen 5 til 5 1/2 Alen høiere end sædvanlig - En stor Deel Tømmer, Brædder og Kuler derved dreven bort og foruden at Hammerværke, og Saugmøller have taget megen Skade, ere mange Jordstykker overlagte med Gruus og Smaasteen - Man troer et Skyebrud høiere oppe i Landet maae have voldet denne Vandflod.
465642;vib_034844;1816-12-12;Jndenlandsk;t;Jndenlandsk;t;Blandede Efterretninger;;;Hamborgerbladet Børsenhalle angiver i en Sk. velse fra Kjøbenhavn, at den Fordeel som Demark har draget af dette Aars vestindiske HandeProvision, Fragt a. udgjør den betydelige Sum13- 15 Millioner Mk. Banco, der kan betragsom reen Gevinst, da den er forbleven i selve Land¬
480214;vib_049416;1819-07-03;Udenlandsk;t;Udenlandsk;t;Titelblad;;;Udenlandske Efterretninger. London den 22de Junii. Man ster at Ministrenes Modstandere have grebet det Middel for at sige dem deres Mening om politiske Ting, at lade det, i Brevform, indføre i franske Aviser.
473045;vib_042247;1818-04-13;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekiendtgjørelser;;;Formedelst Fraflyttelse og anden Bestemmelse, lade undertegnede ved offentlig Auction som holdes her paa Gaarden Torsdagen den 23de April førstkommende om Formiddagen Kl. 9, bortsælge endeel overflødig Ind- og Udboe bestaaende af Borde, Stole Skabe, nogle FolkeSengeklæder og Sengesteder, Kakkelovne, hvoriblandt. tvende 3 Etage Vindovne og tvende Bieleggere, 2 Kobber Grue Kiedeler, Vogn, Plouge, Harver og andet : Avis Redskab m. m. samt Besætning af 2de gode Arbeids Heste, 8 a 10 Kiør og nogle Kalve, omtrent 4 Faar med Lam, 2de Sviin og andet mere. De Lysthavende indbydes derfor til Møde bemeldte Tiid og Sted. Liseborg ved Viborg, den 3de April 1818. R. Ban.
593417;vib_162619;1841-09-04;Udenlandsk;f;Udenlandsk;f;Jndenlandske Efterretninger;;;Ogsaa Lieutenant Dahl er nu vendt tilbage fra den franske Krigstjeneste i Algier.
595062;vib_164264;1841-12-24;Udenlandsk;t;Udenlandsk;t;Nyeste Postefterretninger;;;Nyeste Postefterretninger. Frankerig. Paris, d. 16de Decbr. Debatterne for Pairsretten ere sluttede. Generalprocureur Heber, har fundet sig beføiet til at vedblive ved sin tidligere nedlagte Paastand imod de Anklagede Quenisset, BoucheronColombier, Brazier, Petit, Jarrasse, Launois, BoggioMallet og Dufour, ligesom og med Hensyn til Anklager om Complot imod Dupoty, Fougeray, Considere, Bouzer, Martin og Bazin, dog med Anerkjendelse af at Formildelsesgrunde tale for Bougeron, Boggio, Fougeray og Martin. Dupoty er, som bekjendt, Redacteur af Journat du Peuple. – Dufour har iøvrigt i afvigte Nat gjort et Forsøg paa at tage sig selv af Dage ved at nedslage en stor Dosis Snuustobak, betimelig Hielp reddede hans Liv, dog er han overordentlig lidende. Dufour ansees for at være Sjælen og Jntelligentsen hvad Attentatet angaaer, og Debatterne have lagt for Dagen, at han veel meget mere end hvad han hidtil har fundet for godt at meddele. Endnu mærer man det Haab at erholde af ham vigtige Oplysninger om de egentlige Ophavsmænd til Complottet, og endnu igaar Aftes holdt Cantslerer og Generalprocureuren et Forhør over ham i hans Fængsel. Efter den stenographiske Correspondents tiltager Cabinettets Uro og Frygt i samme Forhold, som Sessionen, rykker nærmere. Jndtil den 15de Decbr. havde kun 50 ministerielle Deputerede indfundet sig i Paris. Man uddrager heraf den Slutning, at de Deputerede ville undgaae foreløbigen at erklære sig for Ministeriet, og at, naar Adressen voteres, stærke Desertioner muligviis ville finde Sted i den ministerielle Leir. Ministerconseilet har, efter Rygtet, allerede været forsamlet for at discutere Throntalen ved Sessionens Aabning. Cabinettets Venner frygte for, at de forskjellige Meninger, der saa hyppig have fundet Sted imellem Cabinettets Medlemmer, ville ved denne Leilighed yttre sig heftigere end nogensinde for og foranledige en fuldkommen Desorganisation. Navnligen vil Paragraphens Affattelse og Reductionen af de franske Stridskræfter være forbunden med store Vanskeligheder, da man paa den ene Side gjerne vil gjøre den Aand gieldende, der har dicteret hiin Forholdsregel, og man paa den anden Side mastaane Dufaure og Passy, der have udtalt sig imod Reductionen.
503088;vib_072290;1823-07-26;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Hammerum Herreds Justitskontoir paa Høyriis den 8de Julii 1823. Møller. - Mølle af Hartkorn Jortskyld 2 Tdr. 1 Skpr. 1 Fkr., og Mølleskyld 3 Tdr. 1 Skpr. 2 Fkr., i Kragelund Sogn, Hids Herred, Viborg Amt, med Kroeholdsprevilegium, samt Ret til at hæve Broepenge af Reisende, og de Fæedrifter, som til Udførsel af Landet passere over den ved Møllen værende Broe, stilles til 6te Auction som holdes paa Lysgaard og Hids Herreders Contoir, Fredagen den 1ste August om Formiddagen Kl. 10.
500196;vib_069398;1823-01-20;Bekjendtgjørelser;t;Jndenlandsk;f;Bekjendtgjørelser;;;En Kane til 2 Heste, er indsat og tilkjøbs hos Gjæstgiver Brøndum i Vibeog En losenkræmmersvend, der nogle Aar for han kom i Issenkræmmerlære har været hos en Kjöbmand i Provindser. ne, skriver en rask og smuk Haand. taler og skriver tydsk, og forstaaer sig iøvrigt paa flere Contoirforretninger, ön, sker sig en Condition til 1ste May 1 een af Jyllands Kjöbstæder hos en Kjöbmand, Han kan forevise de bedste Attester for sin Duelighed. Vedkommende, som maatte önske hans Tjeneste, behage des, angaaende at henvende sig til Boghandler Dons i Viborg der giver nærmere
490930;vib_060132;1821-06-04;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"De Sammensoernes Proces fortsættes - 60 Vidner ere afhørte; men nogle hundrede ere tilbage. Hovedmanden Nantil er borte. Christiania, den 21de Mai."
570820;vib_140022;1837-04-28;Udenlandsk;t;Udenlandsk;t;Blandet;;;J Berlin arresterede man for nogle Dage siden en Mand, som udgav falske Penge, han hørte til de høiere Klasser og var endog ansat Embedsmand. Han vovede at sige, at han havde faaet Pengene af Ministrene. Undersøgelsen af denne Sag, meente man, vilde lede til Opdagelsen af flere Medhielpere.
574500;vib_143702;1838-01-16;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;"Konge til Danmark, de Venders og Gothers, Hertug til Slesvig, Holsteen, Stormarn, Ditmarsken, Lauenborg og Oldenborg Gjøre vitterligt: at, da det for Osallerunderdanigst er andraget, at Forpagteren af Granslev Garveri under Viborg Amt udi Vort Land NørreJylland M. G. Buxlund, som i April Maaned d. A. bortreiste fra sit Hjem, ikke senere har ladet høre fra sig eller har været at opspørge, hvorfor hans Bo i Overeensstemmelse med Forordningen 28de October 1702 er taget under Skiftebehandling, saa ville Vi, efter derom allerunderdanigst gjort Ansøgning og Begjæring samt den af Vor Amtmand over Viborg Amt derover afgivne Erklæring allernaadigst have bevilget og tilladt, saa og hermed bevilge og tillade, at Herredsfoged og Skriver i Middelsom og Sønderlyng Herreder Os elskelig Landvæsenscommissair Mads Rod som Skifteforvalter i fornævnte Buxlunds Fallitbo, maa ved Proclama sub poena præclusi & perpetui silentii med Aar og Dags Varsel udi den berlingske politiske og Avertissementstidende, Viborg Stiftsavis og den altonaiske Mercur 3 Gange efter hinanden indkalde saavel oftnævnte Burlund, som dem, der formene sig at have Noget at fordre hos ham, til med deres Paastand at fremkomme, og saadant deres havende Krav inden foreskrevne TidsForløb at anmelde og beviisliggjøre, og skal saadan Jndkaldelse i Aviserne ansees at være ligesaa gyldig, som om den var skeet ved Proclama efter Loven. – Dog skal denne Vor allernaadigste Bevilling Ord til andet indrykkes i fornævnte offentlige Tidender, samt læses for vedkommende Værneting, samt ved den Overret, hvorunder samme henhører. Hvorefter de Vedkommende sig allerunderdanigst have at rette og for Skadeat tage vare."" indkaldes herved sub poena præclusi et perpetui silentii med Aar og Dags Varsel, saavel bortreiste Forpagter af Granslev Garveri, M. G. Buxlund, som Alle og Enhver, der maatte have Noget hos ham at fordre, til for mig at anmelde og bevise Saadant. Middelsom og Sønderlyng Herredsfogderi."
519195;vib_088397;1826-03-27;Udenlandsk;t;Udenlandsk;t;Titelblad;;;Dhrr. Gesandte fra Danmark og Bayern have nylig konfereret med Minister Canning.
567249;vib_136451;1836-07-12;Jndenlandsk;f;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Horsens, den 20de Juni 1836.) C. Juel Nysensteen.
531910;vib_101112;1828-08-26;Bekjendtgjørelser;t;Bekjendtgjørelser;t;Bekjendtgjørelser;;;Auction. Tirsdagen den 2den September førstkommende, Formiddag Kl. 10, bliver efter Begjæring af vedkommende Pante= og Udlægshaver, foretaget Auction paa Viborg Raadhuus over et Kjøbmand J. Hagemann ber i Byen tilhørende Tørveskifte i Katmose af Areal 49,906 Alen.
596174;vib_165376;1842-03-10;Udenlandsk;t;Udenlandsk;t;Udenlandske Efterretninger;;;"Frankerig. Den 28de Febr. reiste Manguin sig de Deputeredes Kammer for at angribe Ministeriet i Anledning af den bekjendte Gjennemsøgningstractat. ""Ministeriet, sagde M., har rettet sig efter Kammerets Politik, derved har Ministeriet sat sig i en eiendommelig Stilling. Efter Kammerets afgivne Votum kunde det opløse Kammeret; men det tør ikke haabe, at de fremmede Magter atter ville indlade sig med et Ministeriumder har været troløst nok til at svigte sit Ord. Vel har man kunnet trøste Udlandet med Kammerets Opløsning og Resultatet af de nye Valg; men det er ikke troligat Cabinettet har kunnet føre et saadant Sprog, thi det vilde være at sætte en af de store Statsmagter i Miscredit hos Udlandet. Hovedspørgsmaalet dreier sig om frønske Jnteresser skulle vige for engelske Jnteresser, og dette Spørgsmaal vilde i de næste Valgforhandlinger kunne fremsættes saaledes: Skulle vi vælge franske eller engelske Deputerede, (Bevægelse) – At England skulde være tilbøieligt til at tilstaae Modificationen, er ei at vente, og det nuværende Ministerium vil aldeles ikke kunne vente samme. Denne Tractat er langt vigtigere for England end Tractaten af 15de Juli, denne Tractat giver det Herredømmet og Dommerembedet paa alle Have!"" - Guizot søgte at retfærdiggjøre sig. Han erklærede, at nye Modificationer vare foreslaaede; men hvilke disse Modificationer vare, kunde han i dette Øieblik ikke sige; dog kunde Kammeret være forvisset om, at Regjeringen Jntet vilde forsømme for at betrygge det franske Flags Uafhængighed og Handelsikkerheden. Ogsaa Jolangreb Ministeriet og erklærede, at han, saafremt Tractaten skulde vorde ratificeret i Sessionernes Mellemtid, vilde forlange, at de Ministre skulde sættes under Anklage, hvilke maatte have tilraadet Ratificationen. Sverrig. Paa adskillige Steder i Calmar Lehn saavel paa Fastlandet som paa Oland har der yttret sig en ond, ariet Sygdom blandt Creaturene, hvoraf i Hogby og Boda Sogne er død en Mængde Faar, i sidste Sogn saaledes 221 Faar. J Thorsaas Sogn i Søndra More Herred hersker Sygdom blandt Qvæghøvederne og mangen Bonde har mistet 6–8 Stykker. Slet indhøstet Foder ansees som den vigtigste Aarsag til Sygdommen,"
470232;vib_039434;1817-10-06;Udenlandsk;t;Udenlandsk;t;Blandede Efterretninger;;;Den spanske Prinds Francesko de Paula, har nu forladt Frankfurt og drager til Wien.
599124;vib_168326;1842-09-10;Udenlandsk;t;Udenlandsk;t;Nyeste Postefterretninger;;;Storbritannien og Jrland. London, d. 2den Septbr. Efter de nyeste Beretninger fra Edinburgh var Dronningen den 31de Aug. om Aftenen landet ved Granton Pier, 2 Mile fra Edinburgh, og vilde tilbringe Natten ombord paa Royal George. Glædesblus paa alle i Nærheden af Edinburgh liggende Bjerghøie forkyndte den kgl. Escadres Ankomst. Den 1ste Septbr. vilde Dronningen holde sit høitidelige Jndtog i Staden. Spanien. Madrid, d. 24de Aug. Endnu troer man temmelig almindeligt, at alvorlige Forviklinger finde Sted imellem det herværende og Lissabonercabinettet. Journalen Patriota forsikkrer derimod, at der bestandig har hersket, og at der endnu hersker et godt Forhold imellem de tvende Regjeringer paa den pyrenæiske Halvøe. Jøvrigt bekræfter Journalen Efterretningen om Sammentrækningen af spanske Tropper ved den portugisiske Grændse. Fra Barcelona meldes under 22de Aug., at Fyrsten af Lichnowsky, tidligere carlistisk Officier, var ombord paa et Dampskib ankommen til Staden fra Lissabon. Paa Reisen havde Fyrsten spyttet en Spanier, der læste i en liberal Journal, i Ansigtet. Flere Reisende ilede Spanieren til Hielp, og Fyrsten var nær ved at blive kastet overbord. Rese politico i Barcelona har ladet Fyrsten arrestere, fordi han hørte til den carlistiske Faction, og hans Papirer ikke vare i Orden. Ogsaa hans Secretair er arresteret.
546204;vib_115406;1831-10-29;Jndenlandsk;t;Jndenlandsk;t;Jndenlandske Efterretninger;;;Døde. Slagelse: Kammerraad Peter Qvistgaard : Marie Cathr. Miallerup, 67 Aar. - Schjørring paa Falster: Kammerherre Carl Adolph Stampe. - Førslevgaard, Jomfru A. M. Neergaard, 8 Aar. - Engestofte, Frøken Anna v. Wichfeld, 73 Aar. - Odense. M. C. Faaborg, f. Christensen. Paa 22de Søndag efter Trinitatis prædiker i Domkirken Hr. Pastor Ursin. J Søndresogn Hr. Pastor Friis. forhanherre overververedeværernes nye -
594517;vib_163719;1841-11-22;Jndenlandsk;t;Jndenlandsk;t;(Jndsendt.);;;"(Jndsendt.) Jblandt det Meget, der, især i vore Dage, løber om i Folkets Munde, hører jeg og en og anden spørge: Kommer der Militaire til Viborg, Jeg siger: Ja! fordi jeg ønsker det. - Jeg formener, at Nørre-Jylland, den største Provinds i Landet, har samlet de fleste Forbrydere i Viborg, og at det altsaa var tænkeligt, at iblandt en saadan Samling af flere Hundrede kunde og Tanken om den gyldne Frihed vaagne, især naar endog kun en enkelt Begavet, der ikke havde Noget at miste, men meget at haabe, vidste at stemme nogle af sine Kammerater til en Revolution; Mængden kunde og torde da ikke andet, end følge med, hvorhen de bleve ledede. Vel veed jeg, at der er klogeligt sørget for deres Bevogtning, for saavidt Alt har sin almindelig vante Gang, vel veed jeg og, at Fangerne nyde en god Pleie og Føde, og drives aldrig ved Arbeide over deres Evner og Kræfter, men jeg veed og, at Friheden er kiær, og at de indgroede Lyster og Vaner ulme i deres Barm. See da nu, i Nattens Mulm staaer Tugthuset paa flere Stederi lys Lue, og de have da alle deres Frihed. – Borgerne overfaldes i deres rolige Søvn, der røves og plyndres overalt, Jngen er, ved mindste Modværge, sikker paa Livet, og Jngen veed at forene sig, for samlet at afværge disse Onder, førend det er for sildigt. – Exempler paa saadanne Revolutioner have vi ligesaa vel hos os, som i andre Lande at fremvise; og i saa Fald blev det ikke Kjøbstedmanden alene, men og Landmanden, der maatte føle disse Onder, og hvor lang Tid vilde ikke medgaae med at bringe saa mange Forbrydere i Forvaring, og bringe Alt igjen i sin Orden. Forat forekomme et saa stort Onde, veed jeg intet bedre Middel, end et Regiment, der i en paakommende Krig kunde blive afløst af Borgervæbningen. Men her vaagner nu det store Spørgsmaal: Hvorfra skal Pengene komme til Casernen, Vagten, Munderings=Kammer, Tøihuus, Sygestue o. s. v., Have Viborgenserne ikke Byrder nok at bære, og maaskee flere, end Søestæderne, der søeverts faae deres Vahre, tilsendte, Efter mine individuelle Anskuelser vil denne Sag bedst blive ordnet, naar Landets Fader, hvis Hjerte slaaer saa varmt for sine Børns Vel, nedsatte i denne Hensigt en Commite, der ordnede det Hele og havde Fuldmagt til ligelig at fordeele denne Byrde, ikke paa Viborgenserne alene, men paa hele Nørrejyllands Beboere, saavel Kjøbstædmanden, som Landmanden, efter en Maalestok, som nærmere bestemmes, naar Udgivterne vare regulerede og ratihaberede. Jmod denne Udgivt kunde ingen Jndvendinger finde Sted, eftersom enhver Egn i Provindsen sender sine Forbrydere til Viborg, og altsaa fordrer billighed og, at hele Jylland, uden nogen Undtagelse, maa deeltage i Ud. . . . . givterne."
537232;vib_106434;1829-11-16;Udenlandsk;t;Udenlandsk;t;Titelblad;;;"J. du Com. har sat de ministerielle Blade i Forlegenhed ved at opstøve et vigtigt Document som Beviisfor Nationens Ret til at nægte Betalingen af lovstridigen paalagte Slatter. Dette er nemlig den i Aaret 1780 Kong Ludvig den 16de af Prindserne af Blodet i Adelens Navn overrakte Memoire, hvori de protestere mod den tredie Stands dobbelte Repræsentation ved de almindelige Stænder, den er undertegnet af Greven af Artois (Carl den 10de), Prindsen af Conds, Hertugen af Bourbon, Hertugen af Enghien og Greven af Conti. Monsteur (senere Ludvig den 18de), der i Notablernes Forsamling havde understøttet Folkets dobbelte Repræsentation, havde vægret sig ved at undertegne. Dette Actstykke slutter med den Betragtning: ""Hvo kan tvivle paa, at man (hvis denne Forordning gik igjennem vilde see et stor Antal Adelsmænd at bestride de almindelige Stænders Gyldighed, nedlægge Protester, lade dem indregistrere hos Parlamenterne, ja fremlægge dem i Stændernes Forsamling? Saasnart dette skeede, vilde det, som besluttedes i Forsamlingen, i en Deel af Nationens Øine ikke meere beholde et Nationalønskes Kraft, og hvad Tillid vilde ikke hos Folket Protester erholde, som vilde fritage det for at udrede de af Stænderne paalagte Afgivter."" Altsaa har Hs. nuværende Majestæt selv officiel paastaaer Retmæssigheden af at nægte Betalingen af forfatningsstridigen paalagte Afgivter. Dette Factum er dog vel vanskelig at faae Bugt med, ligesom ogsaa de Udtryk i benævnte Protest, at enhver Konge, hvis saadanne Indgreb i Monarchiets gamle Grundlove, fandt Sted, maatte, eftersom hans Anskuelser eller Tilbøieligheder forandredes, kunne forandre Nationens Rettigheder; at enhver Stand, efter Tidernes Medfør, maatte komme til at staae som Undertrykker eller som Undertrykt, Forfatningen vorde fordærvet og vaklende, Nationen stedse uenig og, som en Følge deraf, stedse svag og ulykkelig."""
594081;vib_163283;1841-10-21;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;En blaa Cambringe Paraplui, med et sort Baand om, er bortkommet. Den bedes behagl. afleveret paa Bogtrykkeriet, Tirsdagen den 2den November næstkommende, om Formiddagen Kl. 10, afholdes offentlig Auction paa SkiveRaadhuus over de Viborg Cathedralskole tilkommende Tiendeafgifter for Afgrøden 1811 af Lunde, Feldingberg, Brigsted, Kobberup, Dommerbye, Flye, Jeberg, Lybye og Grønning Sogne, hvilke Tiendeafgifter, der udgjøre circa 210 Tdr. Rug og 318 Tdr. Byg, sælges efter de Conditioner, som paa Auctionsstedet bekjendtgjøres.
594273;vib_163475;1841-11-04;Jndenlandsk;f;Bekjendtgjørelser;t;AVERTISSEMENTS;;;Fiends-Nørlyng Herreders Contoir i Viborg, den 29de F. Eberlin.
589802;vib_159004;1841-01-08;Bekjendtgjørelser;t;Bekjendtgjørelser;t;AVERTISSEMENTS;;;AVERTISSEMENTS. For deeltagende Slægt og Venner maae vi med sørgende Hjerter bekjendtgjøre, at det har behaget Gud, ved Døden at bortkalde fra os til et bedre Liv vor kjære lille Datter Emma Severina Elisa, 3/4 Aar gammel, Søndagen den 3die Januar. Laastrup Præstegaard, den 6te Januar 1811.
433530;vib_002732;1809-10-16;Udenlandsk;t;Udenlandsk;t;Blandede Efterretninger;;;Fra Cette i Frankrig klages over slet Viinhøst og maadelig Kornhøst.
572110;vib_141312;1837-07-28;Jndenlandsk;t;Jndenlandsk;t;Jndenlandske Efterretninger;;;Kjøbenhavns Børs=Cours, den 25de Juli. Hamborg 2 M. - a vista 202 1/2. Species 202. Obligationer (uden Renter) 91. Nationalbank=Obligationer (af Laanet den 4de Febr. 1820) 102 1/2 a 103 Rbd. r. S. Disconto 4 pCent.
