input,output,parsed
"AVERTISSEMENTS. Fra Pressen er udkommen: Nye Kogebog, for store og smaae Huusholdninger Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette o. s. v., af C. Jacobsen, forhen Kokhos Hs. Excell. Hr. Generallieutenant Ahlefeldt Laurvig til Grevskabet Langeland, Femte Oplag.","original_title: Nye Kogebog, for store og smaae Huusholdninger Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette o. s. v.
translated_title: New Cookbook, for Large and Small Households Instructions for Cooking, Baking, Roasting, Preserving, Storing, Curing, Serving, etc.
author: C. Jacobsen","[('nye kogebog, for store og smaae huusholdninger anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette o. s. v.', 'c. jacobsen')]"
"AVERTISSEMENTS. Nylig er udkommen: Et Par Ord. Ove Høegh Guldberg. Helliget Sandhed og Retfærdighed af Christian HøeghGuldberg, hans Søn. 21 s. heftet i couleurt Omslag. Tidsskrift for Almueskolevæsenet. Udgivet af Catechet S. C. N. Borch, Student og Skolelærer C. Brohm og Skoleforstander S. Sørensen. Supplementhefte. 18 s. Disse Skrifter erholdes i de fleste Boghandlinger, og i S. Hempel. Odense hos Forlæggeren.","""original_title: Et Par Ord""
""translated_title: A Few Words""
""author: Ove Høegh Guldberg""

""original_title: Helliget Sandhed og Retfærdighed""
""translated_title: Dedicated to Truth and Justice""
""author: Christian HøeghGuldberg""

""original_title: Tidsskrift for Almueskolevæsenet""
""translated_title: Journal for Common School Affairs""
""author: S. C. N. Borch, C. Brohm, S. Sørensen""",[]
"Mit Lager, som i denne Tid er bleven betydeligt foroget med nye Varer og navnlig i disse Dage er bleven forsynet med et smukt Udvalg af moderne til Jule- og Nytaarsgaver passende Sager, holder jeg et æret Publikum anbefalet. Heinr. Schmidt.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"En Jomfrue, som i 5 Aar har conditioneret som Lærerinde, ønsker sig anbragt i samme Fag. Hun giver Underviisning i Dansk, Tydsk, Fransk, Tegning, Regning, Skrivning, samt alle brugelige Haandarbeider. Den bedste Rekommendation fra det Sted, hvor hun har været, forevises. De herpaa Reflecterende vilde henvende sig paa Adressecontoiret med en Billet, mærket S. A.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Theatret i Odense. Fredagen den 11 Novbr.: Fabrikanten, Skuespil i 3 Acter af Emile Souvestre, oversat af Jfr. Beyer; derefter: Under Laas og Lukke, Vaudeville i 1 Act, bearbeidet efter det Franske; til Slutning: Mikkels Kjærlighedshistorier i Paris, VaudevilleMonolog af H. C. Andersen. Næste Forestilling gives paa Søndag. - NB. De, som ønske at abonnere faste Loge= eller Balconpladser, ville behageligen henvende sig til Hr. KæmJ. Müller. nercasserer Haugsted.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
Directionen for Fyens Stifts Bibelselskab d. 14 Juni 1843. N. Faber. Svitzer. Wegener. S. Hempel. Hald. Skolelærersangfest.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Da flere staae i den Formening, at denne Bog vil udkomme i Hefter a 4 Mk., bekjendtgjøres herved, at det er hele Bogen, der vil koste 4 Mk. Man tegner sig og afhenter Planer i Bogladerne.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"J den Hempelske Boghandling modtages Subskription paa Pariser Moden=Journal Herrnkleidermacher. Hver 14de Dag udgaaer et Hefte, ledsaget med Afbildninger af de nyeste Moder og Beskrivelse over disse, samt Tilskjæringsmønstre m.m. Qvartalet koster 9 Mk. 271.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"AVERTISSEMENTS. Paa undertegnede Boghandels Forlag er udkommet følgende: Confirmationsgaver for begge Kjøn. Den unge Piges hellige Timer, Betragtninger ved Confirmationen og ud overLivets Bane. (Efter Opis's hellige Stunden einer Jungfrau.) oversat af S. N. Albrectsen, Cand. theol. Priis, i stivt Papbind 80 sk.; indb. i Maroquinbind med Saffiansryg 1 Rbd. 32 s. og i Saffian med Guldsnit og Guldforziringer 2 Rbd. 32 s.","original_title: Den unge Piges hellige Timer, Betragtninger ved Confirmationen og ud over Livets Bane
translated_title: The Young Girl's Sacred Hours, Reflections at Confirmation and Beyond Life's Path
author: S. N. Albrectsen","[('den unge piges hellige timer, betragtninger ved confirmationen og ud over livets bane', 's. n. albrectsen')]"
"AVERTISSEMENTS. Efter et kort Sygeleie bortkaldte Gud, Onsdagen den 8 April, under et Besøg paa Christiansdal, min elskede Moder Frue Cancellieraadinde Bolette Schouboe i en Alder af 76 Aar, hvilket sørgeligst bekjendtgjøres for Slægt og Venner, paa egne og fraværende Sødskendes Vegne af hendes dybtsørgende Datter Odense den 9 April 1846. L. Petersdorff. Psalmebøger, Nye Testamenter og Bibler, elegante og simpelt indbundne, faaes til billige Priser i den Hempelske Boghandel.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"AVERTISSEMENTS. 58465297 1/2. St. W. 4 X. 9 1/2. - . - . Nylig har forladt Pressen; Oplysninger og bemærkninger Afbetjening i Bondesagen, med nogle Hentydninger paa Kjøbstadmandens Stilling, af P. Rasmussen, Underrets=Procurator i Rudkjøbing. 40 s. heftet. - Skriftet faaes i de vigtigste Boglader i Danmark og Norge, og i Odense hos Forlæggeren den Hempelske Boghandel.","original_title: Oplysninger og bemærkninger Afbetjening i Bondesagen, med nogle Hentydninger paa Kjøbstadmandens Stilling
translated_title: Information and Remarks on the Service in the Peasant Case, with Some References to the Townsman's Position
author: P. Rasmussen","[('oplysninger og bemærkninger afbetjening i bondesagen, med nogle hentydninger paa kjøbstadmandens stilling', 'p. rasmussen')]"
"Odense den 19 Jan. 1847. Til Almuebibliotheker kan erholdes en betydelig Samling af ældre og nyere Skrifter, i den danske Litteratur, i den Hempelske Boghandel.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"AVERTISSEMENTS. Nylig er udkommen: Kjerlighedens Gierninger. Nogle christelige Overveielser i Talers Form, af S. Kierkegaard, 2 Rbd. 5 Mk. 8 s. Steffens Volks=Kalender fiir 1848. Hempelske Boghandel. 60 s. Faaes i den J alle Boglader faaes: Pastor J. C. Jensens Anviisning til et velindrettet Landbrug for Bondestanden. Et Priisskrift. Andet forbedrede Oplag. Jndb. 1 Rbd. 48 s.","original_title: Kjerlighedens Gierninger
translated_title: Works of Love
author: S. Kierkegaard

original_title: Steffens Volks=Kalender fiir 1848
translated_title: Steffen's People's Calendar for 1848
author: NO_AUTHOR

original_title: Anviisning til et velindrettet Landbrug for Bondestanden
translated_title: Guide to a Well-Organized Agriculture for the Peasantry
author: J. C. Jensen","[('kjerlighedens gierninger', 's. kierkegaard'), ('steffens volks=kalender fiir 1848', 'no_author'), ('anviisning til et velindrettet landbrug for bondestanden', 'j. c. jensen')]"
AVERTISSEMENTS. J den Hempelske Boghandel faaes: Sørgetaler. over Hans Majestæt Kong Christian den Ottende. Høilovlig Jhukommelse.,"original_title: Sørgetaler over Hans Majestæt Kong Christian den Ottende
translated_title: Funeral Orations over His Majesty King Christian the Eighth
author: NO_AUTHOR","[('sørgetaler over hans majestæt kong christian den ottende', 'no_author')]"
"Fr. Nicolai i hans tydske Reises 1ste Deels VI Afsnit fortæller følgende om Nürnbergerne: Til ethvert Gjestebud indbydes tre Gange, thi den nirnbergske Høflighed fordrer, at Jndbudne førstegang skal undskylde sig, andengang ei love for vist, og først trediegang, efterat have ladet sig nøde forskrækkelig, tage imod Indbydelsen, og den vilde blive anseet for et Menneske uden Levemaade, som strax havde sagt ja. Med Rette kaldet Pollnitz i hans lettres et memoires Tom. 1.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Den lille Gjættemester Et Spil, hvorved i Tal, kan udfindes en Persons Alder, hvormange Kjærester En har havt, hvormange Børn o. s. v. hvorlænge man har været gift eller forlovet, hvormange Penge En har hos sig &c. &c., faaes for 1 Mk. hos Mühlendorff. Boghandler og Bogbinder.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Da et historisk bibelsk Stykke, forestillende. Joseph, fortællende sin Drøm til sin Fader, er nylig bleven færdigt fra Penselen, saa anbefaler Undertegnede sig herved til Konstyndere; samt til Maling og Dekorering af Værelser og Møbler, og til timeviis Jnformation i Tegning. Thisted, den 13de April 1826. C. A. F. Neve, Maler og Tegnelærer fra Kjøbenhavn.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Under Overskrivt: Theelisant (Læse=Theevand) tilbyder sig i Kbhavns Adresseavis en, som Skribent i Tydskland ikke ubekjendt Lærd, til Forelæser, i ledige Aftentimmer, enten af den tydske, franske, engelske eller italienske Literatur.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hr. Justitsraad Werlauffs historisk-antiqvafrisk Beskrivelse af Monumentet over Kong Hans og Dronning Christiane i St. Knuds Kirke i Odense, findes anmeldt i Litteraturtidenden No. 26. Den chalkographiske og typographiske Elegants, hvormed Skriftet er udstyret, skyldes Hs. Excell. Geheimeconferentsraad J. v. Bülows høimodige","original_title: historisk-antiqvafrisk Beskrivelse af Monumentet over Kong Hans og Dronning Christiane i St. Knuds Kirke i Odense
translated_title: Historical-Antiquarian Description of the Monument over King Hans and Queen Christiane in St. Knud's Church in Odense
author: Justitsraad Werlauff","[('historisk-antiqvafrisk beskrivelse af monumentet over kong hans og dronning christiane i st. knuds kirke i odense', 'justitsraad werlauff')]"
"Vor udmærkede unge Kunstner Hr. Lüders vil den 25de Novbr give en Concert paa Hof=Theatret. Oehlenschlagers Væringer skulde den 15de gives for første Gang. 399 En Datter af vor udmærkede almeentyndede Skuespillerinde Mad. Heger, siges at ville gaae til Skuepladsen i Kbhavn, og første Gang at fremtræde som Emilie Galotti; hendes Moder spiller selv Moderens Rolle.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Professor, Ridder Rahbek agter nu at udgiveet nyt Maanedsskrivt, under Navn af Tritagenia. I Kbhavns Adresseavis læstes nylig: ""Jmod at tage Varer hos en Kræmmer kan erholdes 2 Retter veltillavet Middagspise fra et Familiebord. Manbehager at melde sig paa Adressekontoiret i en Billet Mk. A. F. 345."" Sidestykke hertil er et Skomagerskilt i en Gade ved Holmens Kirke, hvorpaa der læses: ""Her syes Skoe og Støvler paa Credit eller Afbetaling.","original_title: Tritagenia
translated_title: Tritagenia
author: Ridder Rahbek","[('tritagenia', 'ridder rahbek')]"
"Hr. Fr. Schaldemose, bekjendt ved fortrinlige originale og oversatte Arbeider, saavel i Poeste som 60 Prosa, indbyder til Subscription paa en nye Oversættelse af Cerwantes berømte Roman: Don Quixote. Subscriptionsprisen bliver 8 s. Arket, og trykkes kun 300 Expl.","""original_title: Don Quixote""  
""translated_title: Don Quixote""  
""author: Cerwantes""",[]
"Frantz Vogelius Steenstrup. Andreas Cortnum Steenstrup. Kirstine Marie Ballebye, Steenstrup","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Ved Landsoverretten i Viborg er en Skiftedecision bleven stadfæstet, hvorved Klubselskabet, Polyhymnia"" i Aarhuus, for en Fordring, stor 837 Rbd., i dets afdøde Casserer H. P. Rohrs Stervboe, er bleven tilsidesat for chirographiske Creditorer. Selskabet til de skjønne Videnskabers Forfremmelse udsætter iaar et Honorar af 100 Rbd. r. S. for de bedste fire Romanzer, hvortil Emnerne ere tagne af Fædrelandets Historie. Den 1ste Jan. 1832 er fastsat som Termin for Digtenes Jndlevering.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hos Undertegnede faaes tilkjøbs: 1) Udvikling af den christelige Religions Troeslærdomme, af Consistorialraad Tage Christian Müller. 2) Har Troesbekjendelse Eneret til at bestemme hvad der er sand Christendom, af Dr. N. Faber. 3) Materialier til de umiddelbare ForstandsØvelser, til Brug for Skolerne, af Jørgensen. 4) Kunsten at formere Have- og Potteværter. 5 Jacobsens Kogebog. 6) Til lægsblad til Anmærkninger til Sportel=Reglementet af 22de Marts 1814. Joh. S. Lund.","""original_title: Udvikling af den christelige Religions Troeslærdomme""
""translated_title: Development of the Christian Religion's Doctrines""
""author: Consistorialraad Tage Christian Müller""

""original_title: Har Troesbekjendelse Eneret til at bestemme hvad der er sand Christendom""
""translated_title: Does the Creed Have the Exclusive Right to Determine What is True Christianity""
""author: Dr. N. Faber""

""original_title: Materialier til de umiddelbare ForstandsØvelser, til Brug for Skolerne""
""translated_title: Materials for Immediate Mental Exercises, for Use in Schools""
""author: Jørgensen""

""original_title: Kunsten at formere Have- og Potteværter""
""translated_title: The Art of Cultivating Garden and Pot Hosts""
""author: NO_AUTHOR""

""original_title: Jacobsens Kogebog""
""translated_title: Jacobsen's Cookbook""
""author: NO_AUTHOR""

""original_title: Til lægsblad til Anmærkninger til Sportel=Reglementet af 22de Marts 1814""
""translated_title: Supplement to Notes on the Fee Regulations of March 22, 1814""
""author: Joh. S. Lund""",[]
"Af Christen Philipsen i Wang er atter udkommen: ""en ny Krigs-Arie, angaaende Forfatterens Reise i Militairstand i Aarene 1813 og 1814;"" sælges hos Forfatteren og herpaa Bogtrykkeriet for 6 s. pr. Stykke.","original_title: en ny Krigs-Arie, angaaende Forfatterens Reise i Militairstand i Aarene 1813 og 1814
translated_title: a new War Aria, concerning the Author's Journey in Military Service in the Years 1813 and 1814
author: Christen Philipsen i Wang","[('en ny krigs-arie, angaaende forfatterens reise i militairstand i aarene 1813 og 1814', 'christen philipsen i wang')]"
"Hos Undertegnede haves til Forhandling: Anviisning til Bibelens Brug i Almueskoler af Dr. Dinter; Bjørns Arithmetik; Bjørne Geometrie; Skildring af Hovedbegivenhederne i Historien for Ungdommen af U. C. Mule; Lehnes theoretiske Pædagogik, fuldstændig dansk Sproglære af Dr. Bloch; Samling af Forordninger, Rescripter, Resolutioner. Cancellie-Circulairer og Promemorier, Geistligheden vedkommende, af Procurator Scheel, juridiske Afhandlinger af T. Algreen-Ussing og Svane. Joh. G. Lund.","""original_title: Anviisning til Bibelens Brug i Almueskoler""
""translated_title: Guide to the Use of the Bible in Public Schools""
""author: Dr. Dinter""

""original_title: Bjørns Arithmetik""
""translated_title: Bjørn's Arithmetic""
""author: NO_AUTHOR""

""original_title: Bjørne Geometrie""
""translated_title: Bjørn's Geometry""
""author: NO_AUTHOR""

""original_title: Skildring af Hovedbegivenhederne i Historien for Ungdommen""
""translated_title: Depiction of the Main Events in History for the Youth""
""author: U. C. Mule""

""original_title: Lehnes theoretiske Pædagogik, fuldstændig dansk Sproglære""
""translated_title: Lehne's Theoretical Pedagogy, Complete Danish Grammar""
""author: Dr. Bloch""

""original_title: Samling af Forordninger, Rescripter, Resolutioner. Cancellie-Circulairer og Promemorier, Geistligheden vedkommende""
""translated_title: Collection of Ordinances, Rescripts, Resolutions, Chancellery Circulars and Memorandums Concerning the Clergy""
""author: Procurator Scheel""

""original_title: Juridiske Afhandlinger""
""translated_title: Legal Treatises""
""author: T. Algreen-Ussing and Svane""",[]
"Foruden den evangeliske, kan ogsaa smukke nye Exemplarer, af Biskop Ringos Psalmebog faaes her paa Bogtrykkerier.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"AVERTISSEMENT. Theatret i Thisted. 4de Abonnements=Forestilling, Fredagen den 24de Mai 1833, opføres (første Gang) De Danske i Paris, ny Vaudeville i 2 Akter af J. L. Heiberg. 5te Abonnem. Forest., Mandagen den 27de Mai 1833, opføres (første Gang) Frierens Besøg, Lystspil i 1 Akt af Seribe og Melesville, overs. af Frederik Pritzlau, jun. Derefter (første Gang) Hofnarren imod sin Villie, Lystspil i 2 Acter af Melesville, oversat af Th. Overskou. J. Müller.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Justes Haandbog, Holvte Oplag, faaes indbunden for 3 Mk. 8 s. Stykket; tages 6 og derover af Gangen for 3 Mk. 4 s. Tegn, hos Postmester Carstensen.","original_title: Justes Haandbog
translated_title: Juste's Handbook
author: NO_AUTHOR","[('justes haandbog', 'no_author')]"
"AVERTISSEMENTS. Hos Undertegnede er som sædvanlig Wilstrups anden Læsebog, og Eftertrykket af de 80 indbyrdes Underviisnings=Tabeller at faae til Kjøbs i Dusin og Stykkeviis, til den gjængse Priis; ligeledes kan erholdes de befalede Kirke Ministerialbøger. Joh. S. Lund.","original_title: Wilstrups anden Læsebog
translated_title: Wilstrup's Second Reader
author: NO_AUTHOR","[('wilstrups anden læsebog', 'no_author')]"
"Til de Herrer Præster der maatte ønske de evangeliske Psalmebøger indført, anbefaler Undertegnede sig med et vel forsynet Oplag. Ligeledes anbefaler jeg mig saavel til disse, som de Handlende med alle de til Almueskolerne henhørende Skolebøger, saavelsom jeg ligeledes er forsynet med Protokoller og Skriverbøger i alle Formater, endvidere Kingos Psalmebøger og Almanakken for 1835, Alt til de mulig billigste Priser. Dyhr.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"AVERTISSEMENTS. Hos Undertegnede faaes tilkjøbs: Kortpropheten eller den Kunst at spaae i Kort; Provincial Lexicon over Danmark af Catechet Jensen, Udvikling af den christelige Religions Troeslærdomme af Consistorialraad T. Müller, Nye Kogebog af Jacobsen. Joh. G. Lund. Paa Mandag udkommer en Entra Avis.","""original_title: Kortpropheten eller den Kunst at spaae i Kort""
""translated_title: The Card Prophet or The Art of Fortune-Telling with Cards""
""author: NO_AUTHOR""

""original_title: Provincial Lexicon over Danmark""
""translated_title: Provincial Lexicon of Denmark""
""author: Catechet Jensen""

""original_title: Udvikling af den christelige Religions Troeslærdomme""
""translated_title: Development of the Doctrines of the Christian Religion""
""author: Consistorialraad T. Müller""

""original_title: Nye Kogebog""
""translated_title: New Cookbook""
""author: Jacobsen""",[]
Blanqvetter til Ministerial=Kirkebøger i Bøger og Arketal faaes tilkjøbs paa Bogtrykkeriet.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"AVERTISSEMENTS. Paa Bogtrykkeriet faaes tilkjøbs: Wilstrups Læsebog for Almueskoler, Eftertryk af de indbyrdes Underviisnings=Tabeller, samt af Additions=, Subtractions=, Multiplications= og Divisions=Tabeller.","original_title: Wilstrups Læsebog for Almueskoler
translated_title: Wilstrup's Reader for Public Schools
author: Wilstrup","[('wilstrups læsebog for almueskoler', 'wilstrup')]"
"Additions=, Subtractions=, Multiplications- og Divsions=Taheller, faaes tilkjøbs for 2 s. paa Bogtrykkeriet,","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Til en Deel af de ærede Subscribentere paa Landsoverretsprocurator Høsts fuldstændig Dansk Huusret, for Hvermand, er første Hefte indløben, ligesom ogsaa Undertegnede har faaet til Udsalg en Deel smukke Billedbøger for Børn, en Deel selskabelige Moerskabs=Spilfor Voxne og Børn m.m. Joh. G. Lund. Fiin Kjöbenhavnsk Chocolade, udarbeidet ved Dampkraft i P. C. Deichmann & Comp. Fabrik, sælges i alle Sorter til Fabrikpriser hos A. Lund i Thisted,","original_title: fuldstændig Dansk Huusret, for Hvermand
translated_title: Complete Danish House Law, for Everyone
author: Landsoverretsprocurator Høst","[('fuldstændig dansk huusret, for hvermand', 'landsoverretsprocurator høst')]"
"AVERTISSEMENTS. Hvor en duelig Snedkersvend strax kan erholde Arbeide, og det maaskee for hele Sommeren, anvises fra Redactionen. Prof. J. M. Thiele om den danske Villedhugger Bertel Thorvaldsen"" og en Fortegnelse over hans Arbeidet, ligge til behagelig Eftersyn hos Redactionen.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Befordringer og Afgang. Under Directionen for Universitetet og de lærde Skoler: Den 28 f. M. ere hidtilværende constitueret Lærer, ved Sorøe Academies Skole Cand. theol. S. C. Hagen, samt Cand. philos. F. C. Birch beskikkede til Adjuncter ved bemeldte Skole.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Auction paa Snedsted Seminarium over endeel Meubler, Sengeklæder og Bøger. Lysthavende P. K. Algreen. indbydes.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Hos Undertegnede faaes tilkjøbs: Nelsons Levnet et biographisk Malerie af Southen, oversat af Schaldemose, Læreborg i et fornuftigt Landbrug af Faber. America især i den nyeste Tid, en historiskestatistisk Haandbog af F. Klee. Musikkens Jndflydelse paa Mennesket af Kofod. Anviisning for unge Mennesker til en anstændig Levemaade og Kiendskab til Verden; Bort med Snørlivet, eller Fremstilling af den store Skade at bære Snørlv, af Riedel. Joh. G. Lund.","""original_title: Nelsons Levnet; translated_title: Nelson's Life; author: Southen, translated by Schaldemose

""original_title: Læreborg i et fornuftigt Landbrug; translated_title: Textbook in Rational Agriculture; author: Faber

""original_title: America især i den nyeste Tid; translated_title: America Especially in Recent Times; author: F. Klee

""original_title: Musikkens Jndflydelse paa Mennesket; translated_title: The Influence of Music on Humans; author: Kofod

""original_title: Anviisning for unge Mennesker til en anstændig Levemaade og Kiendskab til Verden; translated_title: Guidance for Young People to a Decent Way of Life and Knowledge of the World; author: NO_AUTHOR

""original_title: Bort med Snørlivet, eller Fremstilling af den store Skade at bære Snørlv; translated_title: Away with the Corset, or Presentation of the Great Harm of Wearing a Corset; author: Riedel",[]
"J disse Dage er i Hovedstaden udkommet en trykt Oversigt over det Kjøbenhavnske Fattigvæsens Tilstand med Hensyn til dets Jndtægter og Udgifter i Aaret 1835, hvilket Skrift er bleven ombragt til alle Gaard- og Huuseiere i Kjøbenhavn.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Formiddag Kl. 10, afholdt offentlig Auction i Skolebygningen paa denne Byes Storegade over en Bogsamling bestaaende af 300 Bind i forskjellige Videnskaber og Fag, samt nogle Jnstrumenter og adskillige Haandværks-Redskaber m. m.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Connossemendt-Blanqvetter og Blanqvetter, til Ministerial-Kirkebøger, faaes tilkjøbs paa Bogtrykkeriet.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Den kgl. Direction for Universitetet og de lærde Skoler er af Hs. Maist bleven bemyndiget til at udsættte en Præmie af 1,000 Rbd. r. S. for Udarbeidelsen af en hensigt svarende, Lærebog i den almindelige Verdenshistorie til Brug i de lærde Skoler; dog saaledes, at Forlagsretten ikke tilkommer Forfatteren. Priisskrivterne skulle inden1ste Juli 1843 indsendes til Directionen.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Ledige Embeder. Ordineret Catechet og første Lærer-Embedet i GrenaaLøn 6 Tdr. Rug og 10 Tdr. Byg in natura, 200 Rbd. Sølv, Høitidsoffer af Menigheden, fri Bolig forsig og Familie, 1 1/2 Favne Brænde og 20 Læs Tørv a 30 Snese, frit Græs og Foder til en Ko, samt Brugen af 9 1/2 Td. Land, som forhen havde tilliget det nedlagte residerende Capellani. Catecheten beskikkes med den Forpligtelse, at underkaste sig de Forandringer, som Skolevæsenets senere Organisation maatte medføre.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Anke mod Præster, Sogneforstanderskaber og Sognefogder, udgivet af Landvæsenscommissair C. Grabert, faaes tilkjøbs hos Boghandler Kreyberg i Thisted, og hos d. Bl. Redaction.","original_title: Anke mod Præster, Sogneforstanderskaber og Sognefogder
translated_title: Complaint Against Priests, Parish Councils, and Parish Bailiffs
author: C. Grabert","[('anke mod præster, sogneforstanderskaber og sognefogder', 'c. grabert')]"
Til de Forulykkedes Enker i Orbye have vi endvidere modtaget fra: Fuldmægtig Syberg . . . 1 Rbd. - Mk. - s. J. B. . . . . . . . 1 A. B. . . . . . . . 1 - 3 - . . . . . . . 1 - - - A. B. C. . . . . . . 1 - . A. B. . . . . . . 2 - . - - Tilsammen 6 - 3 - Med det forhen Anmeldte i Alt 14. – 3 De ærede Givere bringe vi paa de Ulykkeliges Vegne vor hjertelige Tak. Jacobsen & Dessauer.,"""original_title: NO_BOOK""
""translated_title: NO_BOOK""
""author: NO_BOOK""",[]
Paa Nordisk Penning-Magazin modtages Subskription hos Boghandler Kreiberg.,"original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Ankomne til Meibergs Bogh. i Thisted, Andresens Lærelog i Regnekonst og Landmaaling for Bønder og andre Jordbrugere til selv at opmaale og optage Kort over deres Jorder, 2det Oplag 7 Mk.; Grens nyttige Hjemraad, eller det lille Huusapothek paa Landet, 24 s.","original_title: Andresens Lærelog i Regnekonst og Landmaaling for Bønder og andre Jordbrugere til selv at opmaale og optage Kort over deres Jorder
translated_title: Andresen's Textbook in Arithmetic and Land Surveying for Farmers and Other Agriculturists to Measure and Map Their Fields
author: NO_AUTHOR

original_title: Grens nyttige Hjemraad, eller det lille Huusapothek paa Landet
translated_title: Gren's Useful Home Advice, or The Little Home Pharmacy in the Countryside
author: NO_AUTHOR","[('andresens lærelog i regnekonst og landmaaling for bønder og andre jordbrugere til selv at opmaale og optage kort over deres jorder', 'no_author'), ('grens nyttige hjemraad, eller det lille huusapothek paa landet', 'no_author')]"
"Blandt de fine Kobberstykker og Litographier derfindes i den immervahrske Kunstudstilling, maae mani ær henvende Tilskuernes Opmærksomhed paa Juliens Litographier, saasom la Reverie, la Devotion o. fl. og Adams Heste-Afbildninger, der fortrinlig udmærke","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"Subskription paa Jesu Liv, fremstillet i ordnet Sammenhæng, af Dr. Franke, oversat apaa Dansk af J. Magnussen, og vil udkomme i 28 a 300 Leveringer, a 1 Mk. Værket blive prydet med 12 store og smukke Staalstik og mange Træsnit, modtages i Kreibergs Boghandel i Thisted.","original_title: Jesu Liv, fremstillet i ordnet Sammenhæng  
translated_title: The Life of Jesus, Presented in an Ordered Context  
author: Dr. Franke","[('jesu liv, fremstillet i ordnet sammenhæng', 'dr. franke')]"
"AVERTISSEMENTS. Søndagen den 1ste Marts agter en Forening af Damer og Herrer at opføre i et veldædigt Oiemeed: Frierens Besøg, Lystspil i 1 Act af Scribe. Derefter. Den Stundesløse, Comedie i 3 Acter af Holberg.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
"J Directionen den 4de November 1846. H. la Cour. J. M. Bud. F. Folsach. const. H. Braft, Secretair. H. Brasch, Secretair. Dandsecursus, For Voxne kunne endnu arrangeres et Dandsecursus hjemme i min Bopæl naar Deeltagere snarest muligt ville behage at henvende sig til Undertegnede. Foruden de nyere Selskabsdandse, gives ogsaa Underviisning i flere forskjellige Polkaer.","original_title: NO_BOOK
translated_title: NO_BOOK
author: NO_BOOK","[('no_book', 'no_book')]"
