,article_id,date,embedding,n_chunks_orig,clean_category,nøgle,text,category,article_length,characters,embedding_shape,newspaper,label_type,book_announce,comment,predicted_book_announce
61686,lol_062035,1830-08-31,"[ 0.01439744  0.00109366 -0.012359   ... -0.0224237  -0.02673293
  0.00997862]",1,Bekjendtgjørelser,1830-08-31_100892,"Tilkjøbs. Dobbelt destilleret Kommen Brændeviin, 28 s. Potten, og gl. fransk Viin-Edike, 20 s. Potten, faaes i Nykjøbing hos R. Sidenius.",Bekjendtgjørelser,21,137,[1024],lol,gold,unknown,,y
37278,lol_037491,1822-10-29,"[ 0.02099838 -0.01097442 -0.01233455 ... -0.02650001 -0.01799514
  0.02132034]",1,Bekjendtgjørelser,1822-10-29_63704,Ved Tallotteriets 1017 Træning i Wandsbeck udkom: No. 90. 54. 4. 21. 70.,Bekjendtgjørelser,13,72,[1024],lol,gold,unknown,,y
1822,lol_001834,1809-12-12,"[ 0.01884314  0.02579251  0.0012215  ... -0.02161685 -0.02262986
  0.00444444]",1,Bekjendtgjørelser,1809-12-12_3367,"Bekjendtgjørelser. Jndbydelse. Da udenlandske Tidender og Tidsskrivter i den senere Tid ere stegne til det dobbelte, er det for nærværende Tid næsten en Umuelighed for enkelt Mand, der har Lyst til at see sig om i Litteraturens, Videnskabernes og Kunsternes Riger, at tilfredsstille sin Videlyst.",Bekjendtgjørelser,45,296,[1024],lol,gold,unknown,,y
15457,lol_015516,1816-02-20,"[ 0.03355226 -0.00701259 -0.01062877 ... -0.02406375 -0.02712881
  0.0262128 ]",1,Bekjendtgjørelser,1816-02-20_27945,"Underviisning i Religionen for Ungdommen, med Hensyn til den anordnede Lærebog i den Evangelisk-Christelige Religion, af Andreas Krag Holm. Andet forøgede Oplag Kbh. 1813. 4 Rbd.",Bekjendtgjørelser,26,178,[1024],lol,gold,unknown,,y
15165,lol_015224,1816-01-19,"[ 0.015821    0.00027916 -0.01678002 ... -0.01406243 -0.0596188
 -0.01500404]",1,Bekjendtgjørelser,1816-01-19_27457,"Paa Addresse-Contoiret faaes: De Franskes Keiser Napoleons Levnet, ved J. K.",Bekjendtgjørelser,11,76,[1024],lol,gold,unknown,,y
6240,lol_006269,1811-06-14,"[ 0.05614178  0.00074148 -0.00893785 ... -0.0171579  -0.04080114
 -0.01166203]",1,Bekjendtgjørelser,1811-06-14_11506,"Kjøbenhavn den 6te Junii 1811. Joh. David Vogel. Paa Addresse-Contoiret i Mariboe bliver med det første ved offentlig Faldbydelse bortsolgt endeel gode og vel conditionerede Bøger i adskillige Sprog og Videnskaber. Saavel Tiden naar, samt hvor trykte Fortegnelser over samme kan bekommes, skal nærmere blive bekjendtgjort.",Bekjendtgjørelser,46,322,[1024],lol,gold,unknown,,y
20568,lol_020651,1817-07-25,"[ 0.03527529  0.0257556  -0.00416095 ... -0.02356412 -0.03428936
 -0.01753146]",1,Bekjendtgjørelser,1817-07-25_36596,"Paa Addresse-Contoiret faaes: De vigtigste indenlandske Tildragelser og de mærkeligste Personers Levnetsbeskrivelser, fra de ældste Tider til vore Dage. En Læse- og Lærebog i Fædrelandets Historie, for Begyndere og Ustuderede, ved E. Munthe. Kbh. 1813. 4 Rbd. indb.",Bekjendtgjørelser,38,265,[1024],lol,gold,unknown,,y
3121,lol_003135,1810-06-05,"[ 0.03199682  0.00117054 -0.01987574 ... -0.01242444 -0.04283864
 -0.03298451]",1,Bekjendtgjørelser,1810-06-05_5778,"Tanker i Anledning af Skrivelsen fra Falster, de dyre Tider angaaende, kunde af Mangel paa Plads ikke blive indrykket i dette. No.",Bekjendtgjørelser,22,130,[1024],lol,gold,unknown,,y
80190,lol_080581,1837-06-13,"[ 0.01720786  0.00594658 -0.02628513 ... -0.0158529  -0.03412251
  0.004319  ]",1,Bekjendtgjørelser,1837-06-13_131923,"Dette Skrift anbefales i Hempels Avis meget fordeelagtigt. ""Skriftet, hedder det der, som er udarbeidet med overordentlig Flid, vil have Jnteresse ikke alene for Mosaiterne, men for enhver Jurist og Geistlig, der vil lære Kirkehistoriens Detail at kjende."" Rulle. Hos Kjøbmand Gram kan en Rulle daglig afbenyttes. For 200 Stokke betales 8 s. og for enkelte Stokke 1/2 s.",Bekjendtgjörelser,59,370,[1024],lol,gold,unknown,,y
6893,lol_006925,1811-08-27,"[ 0.02805468  0.01235986 -0.00979436 ... -0.00968495 -0.05352905
  0.01061379]",1,Bekjendtgjørelser,1811-08-27_12721,Gaver. (Fortsættelse af forrige No. Hans Bøssemager . 3 Rd. Skolelærer Hansen. Niels Møller. 4 Mk. 4 s. Peder Smed = = Knud Michelsen. . . Anders Rasmussen. Summa 116 Rd. 1 Mk. 12 s. Hr. Thorsen til Assestrup. 10 Rd. Sognef. H. Thorsen i Harpelunde 3 Præst Petersen i Sandbye. Kirkesanger Høvinghoff. Erichsen. Sandbye Sogns Beboere 40 3 8 (hvoraf Rasmus Christensen i Taars 5 Rd.) (Sluttet.),Bekjendtgjørelser,68,392,[1024],lol,gold,unknown,,y
17001,lol_017064,1816-07-26,"[ 0.01766483  0.00496611 -0.02347308 ... -0.03134094 -0.03793619
  0.01817827]",1,Bekjendtgjørelser,1816-07-26_30539,"Nye Kogebog, eller Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette, o. s. v. Bogen bestaaer af 31 Capitler, og fortjener især at anbefales for sin Almeenfattelighed og Brugbarhed. Prisen er 5 Rbd. N. V. Ovennævnte Kogebog kan ogsaa faaes hos Hr. Kjøbmand Carlsdorph i Saxkjøbing.",Bekjendtgjørelser,48,307,[1024],lol,gold,unknown,,y
73767,lol_074140,1835-03-06,"[-7.46656951e-05 -5.23252762e-04 -1.36910193e-02 ... -3.39478366e-02
 -4.53676358e-02  4.09735553e-03]",1,Bekjendtgjørelser,1835-03-06_121027,"Literatur. Nyt og billigt Ugeblad. Under Titel af: ""Nyeste Aftenpost, udkommer fra Nytaar et Blad tvende Gange om Ugen, trykt i Qvart, indeholdende Moerskabslæsning m. m. Prisen er kun 26 Skilling om Qvartalet; men enkelte No. sælges ikke. Subskription modtages af Hr. Giegengack i Mariebo.",Bekjendtgjørelser,45,290,[1024],lol,gold,unknown,,y
1382,lol_001393,1809-09-29,"[ 0.05600849  0.01557517 -0.02665625 ... -0.03449626 -0.02331208
 -0.0234183 ]",1,Bekjendtgjørelser,1809-09-29_2574,"Løier Et Brev paa Vers til Joh. Nordahl Bruun, Af Niels Tønder Lund Gunnerus, Kbh. 1807 1 Mk. 4 s. Foraaret, af James Thomson, oversat af PeterFoersom, kongelig Skuespiller, 2 Mk. 12 s.",Bekiendtgiørelser,33,185,[1024],lol,gold,unknown,,y
83663,lol_084058,1838-07-17,"[ 0.01882997  0.0176705  -0.0366497  ... -0.01851684 -0.03646613
  0.01559385]",1,Bekjendtgjørelser,1838-07-17_137916,"Bekjendtgjørelser. Jfølge derom modtaget Beretning, er ved Bøttøe Landpaa Falster i Østersøen funden circa 500 Pd. Blye i store Stykker paa 20 og flere Pd. hvert Stykke forsynet med følgende Mart. I. L. R. V. S. G. H. H.",Bekjendtgjørelser,39,220,[1024],lol,gold,unknown,,y
66624,lol_066984,1832-05-08,"[-3.46288616e-05 -1.51466194e-03 -1.61411688e-02 ... -7.14876689e-03
 -2.43319124e-02  4.64790873e-03]",1,Bekjendtgjørelser,1832-05-08_108937,Med de Herrer Forfatteres Tilladelse besørges de to kronede Afhandlinger udgivne af Selskabet.,Bekjendtgjørelser,13,94,[1024],lol,gold,unknown,,y
50869,lol_051191,1827-01-22,"[ 0.02968475 -0.00718919 -0.03935651 ... -0.02196345 -0.05272336
 -0.00509766]",1,Bekjendtgjørelser,1827-01-22_83974,"Nicolai Kirke i Nakskov paa Nyaarsmorgen 1827, af S. P. Brammer, faaes heftet for 20 s. hos Bogbinder L. Østerriis i Nakskov.",Bekjendtgjørelser,22,125,[1024],lol,gold,unknown,,y
37379,lol_037594,1822-11-08,"[ 0.02261117  0.00989026 -0.01793439 ... -0.01439648 -0.0344532
 -0.03159502]",1,Bekjendtgjørelser,1822-11-08_63851,"De vigtigste indenlandske Tildragelser og de mærkeligste Personers Levnetsbeskrivelser fra de ældste Tider til vore Dage o. s. v. ved E. Munthe. 3die Oplag, med et Tillæg af Dr. G. L. Baden. Kbhvn. 1820. 16 Mk.",Bekjendtgjørelser,36,210,[1024],lol,gold,unknown,,y
15545,lol_015605,1816-03-01,"[ 0.03267878  0.02734881 -0.01081477 ... -0.01392871 -0.02938648
 -0.01401784]",1,Bekjendtgjørelser,1816-03-01_28122,"De vigtigste indenlandske Tildragelser og de mærkeligste Personers Levnetsbeskrivelser, fra de ældste Tider til vore Dage. En Læse- og Lærebog i Fædrelandets Historie, for Begyndere og Ustuderede, ved C. Munthe. Kbh. 1813. 4 Rbd. indb.",Bekjendtgjørelser,35,235,[1024],lol,gold,unknown,,y
30637,lol_030782,1820-10-20,"[ 0.02054415  0.00181854 -0.02343869 ... -0.02459561 -0.04013902
 -0.00458526]",2,Bekjendtgjørelser,1820-10-20_53311,"De Lysthavende ville behage at henvende dem til Bemeldte, hvor Askort afsluttes om samme, Professor Vorters Tugenspiegel, der udgjør tredie Bind af Sagen der Borzeit, har jeg forhen i mine yngte Aar forsøgt paa at oversætte; men jeg har ikke formaaet det da Bogen er forfattet i et Sprog, som fødte Kydskere og dannede Mennesker, have ofte havt Ondt ved at forstaae. Over ættelsen er nu færdig. Den vil udgjøre omtrent 30 Ark, og sælges til dem, der tegne sig derfor, for 3 Rbd. Sedler. Den udkommer i 3 Dele. Den første til Nytaar, og betales med 1 Rbd.; efter 3 Maaneder, den anden Deel, og ligeledes til 1ste Juli den tredie Deel. Hvo der ønsker denne i Foredrag tækkelige og paa Jndhold rige Oldtidsfortælling, hvis danske Titel bliver: Alfsol, vilde behage at subskribere enten paa Postcontoirene i Nakskov, Saxkjøbing, Nykjøbing eller i Kjøbenhavn hos Bogtrykker Bording i lille Kongensgade No. 85 eller hos mig. P. D. Faber.",Bekjendtgjørelser,158,931,[1024],lol,gold,y,,
78991,lol_079382,1837-01-29,"[ 0.02406495  0.01804206 -0.01486222 ... -0.03246071 -0.04430059
 -0.00938252]",1,Bekjendtgjørelser,1837-01-29_129864,"Bekjendtgjörelser. Fra Pressen er udkommen: Visebog for Lolland og Falster, indeholdende: Sange for Kongen og Fædrelandet, Drikkeviser og Selskabssange, og blandede Sange, og faaes hos Dhrr. Giegengack i Maribo, Thierry i Nakskov, og her i Byen hos Dhrr. Procurator Tidemand og Boghandler Berggreen, samt hos Undertegnede. Bogladeprisen er 61 s. Nykjøbing den 24de Januar 1837.",Bekjendtgjörelser,55,377,[1024],lol,gold,unknown,,y
16664,lol_016726,1816-06-21,"[ 0.03470561  0.00919914 -0.00363762 ... -0.01502577 -0.03126153
 -0.00342105]",1,Bekjendtgjørelser,1816-06-21_29954,"De vigtigste indenlandske Tildragelser og de mærkeligste Personers Levnetsbeskrivelser, fra de ældste Tider til vore Dage. En Læse- og Lærebog i Fædrelandets Historie, for Begyndere og Ustuderede, ved F. Munthe. Kbh. 1813. 4 Rbd. indb. De mærkeligste Personers Levnetsbeskrivelse og de vigtigste Tildragelser igjennem alle Tidsaldere, tilgemed et Udtog. En Lærebog i Historien for de første Begyndere, ved F. Munthe, Overlærer, Kbh. 1804. 3 Rbd. 2 Mk.",Bekjendtgjørelser,67,451,[1024],lol,gold,unknown,,y
29270,lol_029405,1820-05-26,"[ 0.02580992 -0.00318851 -0.0279865  ...  0.00295339 -0.06286559
 -0.00940132]",1,Bekjendtgjørelser,1820-05-26_51078,"Tilkjøbs. Efter flere af Dhrr. Lægers Ønske haver jeg forskreven, directe fra Holland de meget berømte hollandske Feberpulver Poudres febrifuges de Fresearode og Ormekager, som nyelig er arriveret; ligeledes kan ægte fransk Gigt Taft, nyt Seltzer, Pyrmonter og Fachinger- Band bekommes. L. Mohr.",Bekjendtgjørelser,43,295,[1024],lol,gold,unknown,,y
7513,lol_007546,1811-11-12,"[ 0.00937066  0.00574579 -0.0208682  ... -0.0257194  -0.05081692
  0.00138663]",1,Bekjendtgjørelser,1811-11-12_13839,"Under denne Titel agtet Procurator Joh. NicHøst paa Undertegnedes Forlag at udgive en - saavidt mueligt kort og fuldstændig Udsigt over det af vore gjeldende Love, der synes fortrinligen at burde kjendes af hver dansk norsk Undersaat i hvilkensomhelst Stilling.",Bekjendtgjørelser,40,261,[1024],lol,gold,unknown,,y
13796,lol_013851,1814-08-19,"[ 0.03558779 -0.00898807 -0.02376644 ... -0.03514329 -0.04996415
  0.00429328]",1,Bekjendtgjørelser,1814-08-19_25247,"Tilkjøbs. Hos Overlærer ved den lærde Skole i Nakskov J. J. Stephansen, kan bekommes tilkjøbs: Latinsk, Læsebog for Begyndere. Kbh. 1812.",Bekjendtgjørelser,21,137,[1024],lol,gold,unknown,,y
47842,lol_048156,1826-03-03,"[ 0.02222497 -0.00427298 -0.01282578 ... -0.01943157 -0.04343255
 -0.01674892]",1,Bekjendtgjørelser,1826-03-03_79607,P. Hansen. Nye Lodsedler til det 77de Lotteries 2den Classekunne bekommes hos Collecteur Christensen i Nødbye for 4 og 6 Rbd. Stykket.,Bekjendtgjørelser,22,134,[1024],lol,gold,unknown,,y
22410,lol_022503,1818-02-20,"[ 0.02154144  0.00395342 -0.01762372 ... -0.01141887 -0.05288804
 -0.0194702 ]",1,Bekjendtgjørelser,1818-02-20_39888,Jntet Folk i Europa er efter det Engelske saa meget bebyrdet med Skatter som det Hollandske.,Bekjendtgjørelser,16,92,[1024],lol,gold,unknown,,y
71671,lol_072041,1834-03-28,"[ 0.01048126  0.02284915 -0.0051448  ... -0.02934074 -0.03985701
  0.00702275]",1,Bekjendtgjørelser,1834-03-28_117260,"Staahl. Koefoed. Hansen. Skuespil i Nykjøbing. (Sidste Forestilling.) Mandagen den 31te Marts opføres: ""Christens Hjemkomst (en Fortsættelse af Christen og Christine,), Lystspil i 1 Act af Scribe, og ""De Danske i Paris"", Vaudeville i 2 Acter af J. L. Heiberg. Til Slutning: Afskeds-Epilog. NB. Musikken til Vaudevillen udføres af Hr. Stadsmusikus Eigler.",Bekjendtgjørelser,52,354,[1024],lol,gold,unknown,,y
1975,lol_001987,1810-01-09,"[ 0.03172351  0.02591745 -0.00467053 ... -0.00669198 -0.02210461
  0.0089621 ]",1,Bekjendtgjørelser,1810-01-09_3675,"Bekjendtgjørelser. Gudstjenesten begynder 2den Søndag efter H. tre R. 14 Jan. dennes Kl. 10 i Mariboe, til Taksigelse for Freden med Sverrig; i Hillested Kl. 12 1/2 s. Dag Provinsial-Bogsamlingen.",Bekjendtgjørelser,30,196,[1024],lol,gold,unknown,,y
14005,lol_014061,1814-09-13,"[ 0.03617209 -0.01252388 -0.0204364  ... -0.02641091 -0.03939011
 -0.01834374]",1,Bekjendtgjørelser,1814-09-13_25610,"Paa Addresse-Contoiret i Mariboe kan bekommes tilkjøbs: Meget godt Conceptpapiir for 3 Mk. Rbd. Navneværdie Bogen; ubeskaaret Postpapiir, Lærebøger i den evangelisk christelige Religion, indrettet til Brug i de danske Skoler; A. B. C. Bøger, Catechismusser; Almanakker for 1815; Afregnings-Bøger for Cavallerister; Følgesedler for Lægdsmænd, Fortegnelse over Provindsialbogsamlingen, 1ste Deels 1ste Hefte og fiint Lak¬",Bekjendtgjørelser,55,419,[1024],lol,gold,unknown,,y
43888,lol_044191,1824-12-21,"[ 0.02013091  0.00268894 -0.01986196 ... -0.02306847 -0.04280167
 -0.01021018]",1,Bekjendtgjørelser,1824-12-21_73851,"Bekjendtgjørelser. Nye Lodsedler til det 75de Lotteries 1ste Classe, kunne bekommes for 2 Rbdlr. Stykket hos Collecteur, Christensen i Rødbye.",Bekjendtgjørelser,20,142,[1024],lol,gold,unknown,,y
15927,lol_015987,1816-04-05,"[ 0.02626348  0.02699318 -0.02040244 ... -0.03220307 -0.02229266
  0.01324751]",1,Bekjendtgjørelser,1816-04-05_28726,"Brevbog for Ungdommen, med Anviisning til tydelig, ordentlig og rigtig Udtryksmaade i Breve og andre skrivtlige Udarbeidelser. Efter der kleinCorrespondent oversat og udarbeidet af K. R. Thoring. Kbh. 1506. 3 Rbd. En Bog, der burde indføres i enhver Skole.) Rasmussens A. B. C. Bog med sorte billeder. .",Bekjendtgjørelser,48,303,[1024],lol,gold,unknown,,y
4942,lol_004964,1811-01-08,"[ 0.01071023 -0.00052101 -0.00915727 ... -0.01405411 -0.02921246
 -0.00563997]",1,Bekjendtgjørelser,1811-01-08_9142,"Disse Gavers Værd er endnu meer forhøiet derved, at vor berømmelige Malling har ved sit Navns Underskrivt i ethvert af disse Værker bevidnet, at de ere Stiftelsen forærede.",Bekjendtgjørelser,28,172,[1024],lol,gold,unknown,,y
20607,lol_020691,1817-07-29,"[ 0.02349763 -0.01073259 -0.00651088 ... -0.03735966 -0.0403034
 -0.00029107]",1,Bekjendtgjørelser,1817-07-29_36665,"Bind. Viborg 1817. Prisen er 1 Rbdlr. N. V. Mariboe, den 28de Julii 1817. J. C. Larsen. Paa Addresse-Contoiret faaes: Lærebog i den Evangelisk-christelige Religion, indrettet til Brug i de danske Skoler, 4 Rbmk.",Bekjendtgjørelser,34,211,[1024],lol,gold,unknown,,y
6848,lol_006880,1811-08-23,"[ 0.02621409  0.00618454 -0.00659078 ... -0.01446419 -0.03596804
  0.01517042]",1,Bekjendtgjørelser,1811-08-23_12645,"C. Kølle. Da jeg hverken kan begynde eller endnu mindre fuldende Provindsialbogsamlingens Revision førend alle de udlaante Bøger ere indleverede til Stiftelsen, saa anmodes nok engang alle og enhver, der ikke endnu have afsendt deres Bøger, at indfinde dem med samme, da de i manglende Fald maae herefter vente, at blive udelukkede fra Deeltagelse i Stiftelsen, som den engang vedtagne og fastsatte OrdenForstyrrere. Mariboe den 22de August 1811. C. F. Schulz.",Bekjendtgjørelser,71,460,[1024],lol,gold,unknown,,y
20367,lol_020450,1817-07-04,"[ 0.03981955  0.02446759 -0.0289224  ... -0.01966887 -0.02531142
  0.00232582]",1,Bekjendtgjørelser,1817-07-04_36288,"Fine røde engelske Blyanter til at tegne med 5 Rbmk. Stkt., Tudsk, af alle Farver, til at tegne med, a 2 Rbd. hvert Stykke. Forgyldt Papiir. 1 Mk. 8 s. Arket. Alle Sorter Couleurt Papir. 1 Rbmk. Arket.",Bekjendtgjørelser,38,201,[1024],lol,gold,unknown,,y
30606,lol_030751,1820-10-17,"[ 0.03107695 -0.00301727 -0.01828533 ... -0.02431241 -0.06189428
 -0.02199024]",1,Bekjendtgjørelser,1820-10-17_53260,"Tilkjøbs. Paa Addresse-Contoiret kan bekommes tilkjøbs, fiin hollandsk Conceptpapiir, 1 Mk. 8 s.; fiint dito Propatria, 3 Mk. 8 s.",Bekjendtgjørelser,20,130,[1024],lol,gold,unknown,,y
6943,lol_006975,1811-09-03,"[ 0.04284349  0.00382884  0.00011164 ... -0.02510958 -0.03355342
  0.00281674]",1,Bekjendtgjørelser,1811-09-03_12823,"Paa Addresse-Contoiret i Mariboe kan bekommes Tilkjøbs: Videnskabelig Fortegnelse over Provindsialbogsamlingen i Mariboe. Ordnet, trykt og forlagt af C. E. Schulz. 1ste Deel, som indeholder Litteraturog Litterair-Historie. Encyclopæder. De skiønne Kunster og Videnskaber, nemlig Romaner og Comoedier.",Bekjendtgjørelser,37,300,[1024],lol,gold,unknown,,y
9786,lol_009826,1812-10-13,"[ 0.04790414  0.00866065 -0.00707321 ... -0.03142336 -0.05202653
 -0.00653649]",1,Bekjendtgjørelser,1812-10-13_17984,"Fra Bogtrykkeriet i Mariboe er nylig udkommen: Om Dyrkningsmaaden af Asparges. Udgivet af Sognepræsten i Nebbelunde Hr. Th. Trojel, som paa Addresse=Contoiret kan bekommes tilkjøbs for 24 s.",Bekjendtgjørelser,28,190,[1024],lol,gold,unknown,,y
60886,lol_061230,1830-06-01,"[ 0.03039489  0.01143621 -0.02356374 ... -0.0101013  -0.03496977
  0.01530616]",1,Bekjendtgjørelser,1830-06-01_99543,"Bekjendtgjørelser. Subscriptionsplan. Om nogen Tid agter Undertegnede at udgive: En Kogebog paa Vers, indeholdende Kager og nogle andre Retter. De fleste Opskrivter ville kunne synges efter bekiendte Melodier. Som Prøve herpaa: Prindsesse-Budding.",Bekjendtgjørelser,32,247,[1024],lol,gold,unknown,,y
79438,lol_079829,1837-03-17,"[ 0.02894102 -0.00450966 -0.02239041 ... -0.02634612 -0.03236391
  0.01177015]",1,Bekjendtgjørelser,1837-03-17_130660,"Bøger. Psalmebøger til forskjellige Priser, og af forskjellig Jndbinding, passende for Confirmanter, samt de anordnede Skudsmaalsbøger, tilligemed de almindelige og meest brugelige Skolebøger, bekommes til enhver Tid billigt hos Bogbinder J. Madsen i Nykjøbing.",Bekjendtgjörelser,34,261,[1024],lol,gold,unknown,,y
16397,lol_016459,1816-05-24,"[ 0.02966475 -0.00048257 -0.01021895 ... -0.02477043 -0.0390088
  0.00062026]",1,Bekjendtgjørelser,1816-05-24_29511,"Nye Kogebog, eller Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette og s. v., af C. Jacobsen, Kok hos Hans Excellence Generallieutenant Ahlefeldt, Laurvig paa Tranekjær Slot, et nyelig udkommet paa Forfatterens Forlag hos S. Hempel i Odense. Prisen er 5 Rbd. N. V. Trykpapir. Hos Hr. Kjøbmand Wachmann i Nakskov er indlagt endeel Exemplater.",Bekiendtgjørelser,57,368,[1024],lol,gold,unknown,,y
63605,lol_063958,1831-04-22,"[ 0.03104041 -0.0053207  -0.00795985 ... -0.03988344 -0.03414467
  0.01439103]",1,Bekjendtgjørelser,1831-04-22_103941,"Schous Register, danske og norske Lov, Nørregaards Naturret og Forelæsninger, samt Mandix's danske Landvæsensret, ere at erholde tilkjøbs, naar Man derom henvender sig til Hr. Adjunct Trøiel i Nykjøbing. Det bemærkes, at Bøgerne ere alle vel conditionerede.",Bekjendtgjørelser,37,257,[1024],lol,gold,unknown,,y
2547,lol_002560,1810-03-22,"[-0.00690638  0.02288655 -0.03385538 ...  0.00540069 -0.01897268
 -0.01604172]",1,Bekjendtgjørelser,1810-03-22_4723,Disse sande skjulte Menneskevenner takkes paa det inderligste af C. F. Schultz.,Bekjendtgjørelser,12,79,[1024],lol,gold,unknown,,y
60466,lol_060810,1830-04-13,"[ 0.01973263 -0.00087002 -0.02305808 ... -0.02390707 -0.05043241
 -0.01860002]",1,Bekjendtgjørelser,1830-04-13_98906,"Følgende nylig udkomne Bøger faaes hos Giegengacki Mariebo: Geistlig Stat, eller Fortegnelse over de Candidater, som have underkastet sig den theologiske Embeds-Exammen ved Kjøbenhavns Universitet efter 7de Mai 1788, med Vedtegninger.",Bekjendtgjørelser,31,234,[1024],lol,gold,unknown,,y
417663,ode_176913,1845-09-25,"[ 0.00977445 -0.00371564 -0.025167   ... -0.02850083 -0.03857962
 -0.01059795]",1,Bekjendtgjørelser,1845-09-25_368743,"AVERTISSEMENTS. Paa undertegnede Boghandels Forlag er udkommet følgende: Confirmationsgaver for begge Kjøn. Den unge Piges hellige Timer, Betragtninger ved Confirmationen og ud overLivets Bane. (Efter Opis's hellige Stunden einer Jungfrau.) oversat af S. N. Albrectsen, Cand. theol. Priis, i stivt Papbind 80 sk.; indb. i Maroquinbind med Saffiansryg 1 Rbd. 32 s. og i Saffian med Guldsnit og Guldforziringer 2 Rbd. 32 s.",AVERTISSEMENTS,63,421,[1024],ode,predicted,unknown,,y
298981,ode_057938,1821-08-09,"[ 0.02393913  0.01071203 -0.02431603 ... -0.02642976 -0.04289617
  0.00899941]",1,Bekjendtgjørelser,1821-08-09_203976,"Bekjendtgjørelse. Paa Adressekontoiret i Odense faaes tilkjøbs en over Dr. M. Luther af Præsten H. Maaløe i Assens i 22 Vers forfattet Minde-Sang, med mange tilføiede Kapitelsteder af Bibelen, og anviste Steder i Luthers Skrifter. Den faaes og tilkjøbs hos Forfatteren. Prisen er 8 s. paa Tryk= og 12 s. paa Skrivpapiir.",Titelblad,52,320,[1024],ode,predicted,unknown,,y
249202,ode_008109,1810-11-12,"[ 0.00722969 -0.00539824 -0.02591925 ... -0.01838039 -0.06791384
  0.02722884]",1,Bekjendtgjørelser,1810-11-12_139002,"J Preussen udgives en Samling af alle Forordninger, som herefter udkomme. Alle Magistrats Personer, høiere Militaire, Superintendenter de ere forbundne til at anskaffe sig samme.",Blandede Efterretninger,25,178,[1024],ode,predicted,unknown,,y
402903,ode_162144,1843-06-17,"[ 0.03933839 -0.00040131 -0.00602125 ... -0.01624788 -0.02113037
  0.03419337]",1,Bekjendtgjørelser,1843-06-17_348459,Directionen for Fyens Stifts Bibelselskab d. 14 Juni 1843. N. Faber. Svitzer. Wegener. S. Hempel. Hald. Skolelærersangfest.,AVERTISSEMENTS,17,123,[1024],ode,predicted,unknown,,y
386802,ode_146033,1840-10-21,"[ 0.03939955  0.01387339 -0.01708362 ... -0.02949988 -0.03254408
 -0.02882257]",1,Bekjendtgjørelser,1840-10-21_326590,"AVERTISSEMENTS. Fra Pressen er udkommen: Nye Kogebog, for store og smaae Huusholdninger Anviisning til at koge, bage, stege, indsylte, henlægge, indslagte, anrette o. s. v., af C. Jacobsen, forhen Kokhos Hs. Excell. Hr. Generallieutenant Ahlefeldt Laurvig til Grevskabet Langeland, Femte Oplag.",AVERTISSEMENTS,41,294,[1024],ode,predicted,unknown,,y
375701,ode_134886,1838-12-25,"[ 0.03551574  0.00038374 -0.02736581 ... -0.00805398 -0.03388143
  0.00811398]",1,Bekjendtgjørelser,1838-12-25_311733,"Eu udvalgt Samling af Kobbere og Lithographier, sorte og colorerede. Stambøger, meget smukke og i nyeste Smag.",AVERTISSEMENTS,17,110,[1024],ode,predicted,unknown,,y
403128,ode_162369,1843-07-01,"[ 0.02695552  0.02048978 -0.023217   ... -0.00547275 -0.02551996
  0.02827264]",1,Bekjendtgjørelser,1843-07-01_348769,"Da flere staae i den Formening, at denne Bog vil udkomme i Hefter a 4 Mk., bekjendtgjøres herved, at det er hele Bogen, der vil koste 4 Mk. Man tegner sig og afhenter Planer i Bogladerne.",Fædrelandet,36,187,[1024],ode,predicted,unknown,,y
435896,ode_195160,1847-12-15,"[ 0.02238988  0.00704784 -0.01844449 ... -0.02828434 -0.04671215
  0.01726198]",3,Bekjendtgjørelser,1847-12-15_393439,"AVERTISSEMENTS. 584712176. M. C. R. J den Hempelske Boghandel modtages Subskription paa Landoeconomisk Maanedsskrift, især for mindre Jordbrugere. Under Medvirkning af flere Landoeconomer, udgivet af N. Schmidt. Hver Maaned udgaaer et Nummer. Subskriptionsprisen er 1 Mk. 2 s. Qvartalet. Forsaavidt complette Exemplarer haves af de tidligere udkomne Nummere, vil disse kunne erholdes. Dansk homletisk Magazin, samlet J. L. Rohmann, 638 Sider, stor Octav, 3 Rbd. 4 Mk. heftet. Dette Værk, som er det første i vor Literatur udkomne originale homiletiske Magazin, indeholder en Samling af henimod 2000 Dispositioner eller Udkast til Prædikener paa alle Aarets Søn= og Helligdage, saavel over Epistel, som Evangelieterterne, samt en Samling af Udkast til Høst- og Festprædikener, uddraget af de bedste danske Prædikanters Arbeider fra 1780 til 1842. Desuden indeholder det en betydelig Samling af bibelske Texter til alleslags Leilighedstaler, ordnede efter de forskjellige Leiligheder, ved hvilke slige Taler pleie at holdes af den Geistlige i vor Kirke. Bogen anbefales derfor som en brugbar Haandbog for enhver geistlig Mand. Den faaes i de fleste Boglader, og i Odense hos Forlæggeren. den Hempelske Boghandel. Fyens Avis.",AVERTISSEMENTS,180,1222,[1024],ode,predicted,y,,
