,article_id,date,embedding,n_chunks_orig,clean_category,nøgle,text,category,article_length,characters,embedding_shape,newspaper,label_type,book_announce,comment,predicted_book_announce
598584,vib_083422,1825-06-08,"[ 0.0137836   0.02976612 -0.03384141 ... -0.01273002 -0.04500857
  0.00277358]",1,Bekjendtgjørelser,1825-06-08_230682,Bapst færdig og den er sat til Skue i nogle Dage - Den vurderes for 18 1/2 Mkll. Fr. - J Myndten præges nu Guld-og Sølvpenge med Carl Xdes billede og Navn og Aarstallet 1824.,Titelblad,35,174,[1024],vib,predicted,unknown,,y
598717,vib_083555,1825-06-15,"[ 0.03630299  0.0032122  -0.03677942 ... -0.02985782 -0.05744325
 -0.00516145]",1,Bekjendtgjørelser,1825-06-15_230868,"Hvor et Flugel-Fortepiano i massiv Mahognikasse kan faaes tilkjøbs, anvises paa Bogtrykkeriet. Kaalrabi og Grønkaalplanter ere nu at faae paa Bogtrykkeriet.",Bekjendtgjørelser,21,156,[1024],vib,predicted,unknown,,y
598782,vib_083620,1825-06-20,"[ 0.04442441 -0.00307924 -0.0307447  ... -0.02891214 -0.04109179
  0.01088812]",1,Bekjendtgjørelser,1825-06-20_230952,"Hvor et Flugel-Forterian i massiv Mahognie kasse kan faaes tilkjøbs anvises paa Bogtrykteriet. Kaalrabi og Gronkaalsplanter samt Safoy- og Hvidkaal og forskjellige Planter af Sommerblomster, ere nu at faae paa Bogtrykkeriet.",Bekjendtgjørelser,31,224,[1024],vib,predicted,unknown,,y
598819,vib_083657,1825-06-22,"[ 0.00855393  0.00714348 -0.03270806 ... -0.03000301 -0.06612027
  0.00243275]",1,Bekjendtgjørelser,1825-06-22_230999,"Voltofte Degnebolig: Kirstine Jensen, f. Borte, Bekjendtgjørelser. Bemærkninger ved en Recension over faaes for 24 s. hos en udgave af Horatius ved N. V. Dorph. Roedsted & Dous.",Jndenlandske Tidender,28,177,[1024],vib,predicted,unknown,,y
598823,vib_083661,1825-06-22,"[ 0.02399165 -0.00670664 -0.02437164 ... -0.0179449  -0.02548645
  0.00499139]",1,Bekjendtgjørelser,1825-06-22_231011,"Kaalrabi og Grønkaalsplanter samt Safoy- og Hvidkaal og forskjellige Planter, af Sommerblomster, ere nu at faae paa Bogtrykkeriet.",Bekjendtgjørelser,18,130,[1024],vib,predicted,unknown,,y
598896,vib_083734,1825-06-27,"[ 0.01260872  0.00323158 -0.00217459 ... -0.0326783  -0.01879126
  0.02540787]",1,Bekjendtgjørelser,1825-06-27_231129,Bekjendtgjørelser. Den sædvanlige aarlige Generalforsamling i Viborg Stifts Hjelpebibelselskab afholdes i Viborg Domkirke den 28de dennes Kl. 4 Eftermiddag.,Bekjendtgjørelser,19,156,[1024],vib,predicted,unknown,,y
598897,vib_083735,1825-06-27,"[ 0.01824061  0.00527778 -0.03124654 ... -0.02480099 -0.06263068
 -0.00358345]",1,Bekjendtgjørelser,1825-06-27_231131,"En Stytte som kan meddringe 2de Støvere og 2de Mynder og forlanges, søger Condition paa en Herregaard. Bogtrykkeriet anviser. bemærkninger ved en Recension over en udgave af Horatius ved N. V. Dorph, faaes for 24 s. hos Roedsted & Dous.",Bekjendtgjørelser,40,236,[1024],vib,predicted,unknown,,y
599052,vib_083891,1825-07-06,"[ 0.0369942   0.01108332 -0.00677928 ... -0.01581166 -0.01986603
 -0.00547893]",1,Bekjendtgjørelser,1825-07-06_231336,"Den i Altona afdøde første Borgemester, Conferenceraad Gühler, har efterladt sig en Bogsamling af mere end 10,000 Bind. Over den første Afdeling, som skal forauctioneres den 17de October d. A. og som meest bestaaer af juridiske Værker, Folianter og Qvartanter, er udkommen en Catalog, bestaaende af 2084 Nummere.",Jndenlandske Tidender,48,312,[1024],vib,predicted,unknown,,y
599055,vib_083894,1825-07-06,"[ 0.02441417  0.00575892 -0.02796642 ... -0.0187816  -0.02740528
 -0.00310247]",1,Bekjendtgjørelser,1825-07-06_231339,"Bekjendtgjørelser. De mange Forsikkringer og Deeltagelse, jeg fra de ædle Familier i Viborg, og paa Morsland har modtaget i min store Sorg, at have mister en elsket Mand, vare Lindring for mit knuste Hjerte, og det er Trang for mig at bevidne Enhver af dem min oprigtige Tak, for deres blide Omgang mod min salig Mand og mig i den svundne Tid, ligesom jeg tillige beder dem være overbeviist om, at deres Deeltagelse skal være mig uforglemmelig under hver Himmelegn.",Bekjendtgjørelser,80,465,[1024],vib,predicted,unknown,,y
599077,vib_083916,1825-07-06,"[ 0.01268374  0.00655169 -0.02561813 ... -0.01311774 -0.02586596
 -0.00250426]",1,Bekjendtgjørelser,1825-07-06_231369,"Kaalrabi og Grønkaalsplanter samt Selleri og forskjellige Planter af Sommerblomster, ere endnu at faae paa Bogtrykkeriet. med",Bekjendtgjørelser,17,125,[1024],vib,predicted,unknown,,y
599193,vib_084033,1825-07-11,"[ 0.01510908  0.00079214 -0.04056615 ... -0.01415549 -0.0283074
  0.01146593]",1,Bekjendtgjørelser,1825-07-11_231551,"Den 12te September skal Dispacheur Lienaus velvalgte Bogsamling sælges i Hamborg, og deriblandt 286 Bind Frimurer=Skrivter.",Blandede Efterretninger,16,123,[1024],vib,predicted,unknown,,y
599272,vib_084112,1825-07-16,"[ 0.03560835  0.00342652  0.00086949 ... -0.01703325 -0.03865327
  0.00844764]",1,Bekjendtgjørelser,1825-07-16_231661,"Entre-Billetter til 3 Mk. Stkt. erholdes i Hr. Overlærer Dorphs Bopæl paa Latinskolen, samt ved Indgangen, som aabnes Kl. 6. Stykket begynder Kl. 7. Lemming.",Bekjendtgjørelser,25,157,[1024],vib,predicted,unknown,,y
599487,vib_084328,1825-07-27,"[ 0.0312481   0.00927071 -0.0234408  ... -0.01968471 -0.02586703
  0.01151861]",1,Bekjendtgjørelser,1825-07-27_231960,"Champagne Rhinsk gammel og rød Viin samt Madera til 5 Rbmk. pr. Flaske med Flaste Bourdeaur Viin-Edike fransk Brændeviin, god Rom og gammel Mød tilligemed nye og gode Urtekram=Vahre faaes til billig Priis hos And. B. Friis.",Bekjendtgjørelser,37,223,[1024],vib,predicted,unknown,,y
599613,vib_084455,1825-08-03,"[ 0.02793176  0.00861517 -0.02140895 ... -0.01608469 -0.03170958
  0.0133404 ]",1,Bekjendtgjørelser,1825-08-03_232125,"Champagne Rhinsk gammel og røViin, samt Madera til 5 Rbmk. pr. Flaske med Flaske, Bourdeaux Viin-Edile fransk Brændeviin, god Rom og gammel Mød tilligemed nye og gode Urtekram=Vahre faaes til billig Priis hos And. B. Friis.",Bekjendtgjørelser,36,223,[1024],vib,predicted,unknown,,y
599809,vib_084652,1825-08-15,"[ 0.01470212  0.00287611 -0.00352785 ... -0.01847657 -0.00243498
 -0.00282187]",1,Bekjendtgjørelser,1825-08-15_232395,"Præsten Esmarch, der nys har gjort sig bekjendt ved et Skrift om Skolevæsenet og et Forsvar for Pastor Grundtvig imod Candidat Schultz's Angreb i Telegraphen, tilbyder, mod en passende Godtgjørelse, at give formuende Folks Børn Underviisning i at stave og læse.",Jndenlandske Tidender,41,261,[1024],vib,predicted,unknown,,y
599885,vib_084728,1825-08-17,"[ 0.0215784   0.00930444 -0.0204494  ... -0.01460203 -0.01169187
  0.0287907 ]",1,Bekjendtgjørelser,1825-08-17_232494,"Forat lempe mig, saavidt muligt efter de forskjellige Læseres Vilkaar, vil jeg lade Oplaget trykke paa tre Slags Papiir, No. 1 betales med 12 s., No. 2 med de s. og No. 3 med 6 s. Arket. Foretagendet selv tør jeg allerede ansee for tilstrækkeligen betrygget, og det er blot forat kunne bestemme Oplagets Størrelse, at jeg udsender denne Jndbydelse der anbefales alle Venner af evangelisk-lutbersk Christendom til velvillig Modtagelse og hastig Tilbagebefordring.",Bekjendtgjørelser,73,462,[1024],vib,predicted,unknown,,y
600046,vib_084889,1825-08-24,"[ 0.02633883  0.00654411 -0.02974173 ... -0.01377468 -0.03491509
 -0.00718048]",1,Bekjendtgjørelser,1825-08-24_232705,"Et komplet Exemplar af nyt juridisk Artiv er indsat til Salg for 30 Rbd. (halv Bogladepriis, hos Roedsted & Dons. Almanakker for Aaret 1826 faaes for 9 Rbd. 4 Mr. 8 s. pr. 100 hos Roedsted & Dous.",Bekjendtgjørelser,38,196,[1024],vib,predicted,unknown,,y
600141,vib_084984,1825-08-29,"[-0.00587473 -0.01669843  0.00093754 ... -0.03587193 -0.07154809
 -0.0043248 ]",1,Bekjendtgjørelser,1825-08-29_232853,"Bogtrykker Tauchnitz, i Leipzig, har udlovet en Ducat for hver Trykfeil, som opdages i hans nu Stercotyp=Udgave af Hommer. To Ducater har han allerede maattet betale.",Blandede Efterretninger,26,166,[1024],vib,predicted,unknown,,y
600450,vib_085294,1825-09-17,"[ 0.03091867  0.01698229 -0.02738516 ... -0.03181259 -0.01520315
 -0.00129585]",1,Bekjendtgjørelser,1825-09-17_233266,"Blandede Efterretninger. J Hamborger Correspondent og flere Blade findes følgende Bekjendtgjørelse af Dr. Goldbeck, practiserende Læge i Altona: ""Døvstumme, Drenge indtil det tolvte Aar og Piger indtil det tiende Aar blive modtagne af mig i min Anstalt for at blive curerede, saa at de faae Hørelse og Taleorganets Brug. De nøiere Betingelser erfarer man hos mig.",Blandede Efterretninger,56,363,[1024],vib,predicted,unknown,,y
600518,vib_085362,1825-09-19,"[ 0.02601315 -0.00688905 -0.01220644 ... -0.03304989 -0.036535
  0.01407603]",1,Bekjendtgjørelser,1825-09-19_233357,"Løgstøer, den 24de August 1825. Scharling. Mandagen den 3die Octbr. og følgende Dage, om Formiddag Kl. 9, bliver i Bisperesidentsen heri Byen bortsolgt afgangne Biskop Ridder Hertzes, efterladte Bogsamling, bestaaende af theologiske, philosophiske og historiske Værker. Catalog over Samlingen blier til Eftersyn paa Stiftsbogtrykkerierne heri Jylland og Fyen. De Lysthavende indbydes. Conditionerne erfares paa Auctionsstedet. Ribe den 13de Septbr. 1825. Stadfeldt.",Bekjendtgjørelser,61,465,[1024],vib,predicted,unknown,,y
601333,vib_086178,1825-11-07,"[ 0.0274208  -0.00914313 -0.02597674 ... -0.01119259 -0.02921542
  0.00493311]",1,Bekjendtgjørelser,1825-11-07_234466,"Almindelig Indledning til Archæologiens Studium. AfDr. og Prof. F. C. Petersen, h. 4 Rbd. faaes hos Roedsted & Dous.",Bekjendtgjørelser,19,116,[1024],vib,predicted,unknown,,y
601414,vib_086259,1825-11-14,"[ 0.02337004  0.0135222  -0.02667142 ... -0.01318431 -0.04161832
 -0.02304744]",1,Bekjendtgjørelser,1825-11-14_234576,"Man venter den ny Toldtaris, der er meere eftergivende end den nuværende, vorder indført i det tilkommende Aar.",Titelblad,18,111,[1024],vib,predicted,unknown,,y
601950,vib_086796,1825-12-17,"[ 0.01377627  0.0127926  -0.01230206 ... -0.0210316  -0.04175407
  0.01836105]",1,Bekjendtgjørelser,1825-12-17_235348,"Forordningen af 3die Junii 1796 ophævede Lavdag. Under mit Navn og Segl. Rinds Gislum Herreders Contoir i Hobroe den 1ste December 1825. Jansen. (L. S.) Den af det Kongelige danske Cancellie til Brug, i Skolerne befalede Exempel- og Sprogsamling, af Pastor H. Bjerregaard faaes uindbunden for 2 Rbd. og indbunden for 2 Rbd. 88 s. hos Roested & Dons.",Bekjendtgjørelser,59,349,[1024],vib,predicted,unknown,,y
602156,vib_087002,1825-12-31,"[-0.00207737  0.02228191 -0.00885005 ... -0.01024063 -0.03228126
  0.02805722]",1,Bekjendtgjørelser,1825-12-31_235643,"Gundelacb. Hvo som maatte have laant eller være i Benddelse af 1ste Deel af Fogtmans Reskripter, ligesom at sammes VI Deels 9 Bind, Undertegnede tilhørende, bedes snarest muligen at aflevere samme. F. v. Bülow.",Bekjendtgjørelser,34,210,[1024],vib,predicted,unknown,,y
602268,vib_087114,1826-01-04,"[ 0.00815888 -0.01182738 -0.02796244 ... -0.0318971  -0.02922683
 -0.00201753]",1,Bekjendtgjørelser,1826-01-04_235808,"At og faa Dage fra Pressen vorder færdig det 10de Oplag af min Haandbog for den læsende Ungdom, skylder jeg at bekjendtgjøre Dhrr. Commissionairer, der i senere Tid have forlangt Exemplarer deraf. Viborg, den 2den Januari 1826. A. F. Just. Justs Naturhistorie med 155 Afbildninger i smukt velsk Bind, 2 Rbd. 32 s. og Sammes billed ABC. illumineret indb. 64 s.; sort indb. 32 s. faaes, som passende Nytaarsgave, i Viborg hos",Bekjendtgjørelser,72,423,[1024],vib,predicted,unknown,,y
602468,vib_087314,1826-01-21,"[ 0.01552543  0.00954298 -0.02607317 ... -0.01626593 -0.01280389
  0.02634911]",1,Bekjendtgjørelser,1826-01-21_236115,"Bal hos Hagemann. Undertegnede agter at undervise Børn i Læsning, de første Grunde af Christendommen, samt Skrivning og Regning. Betalingen skal vorde billig og Pigebørn lunne tillige nyde Underviisning i Linnedsyning og Strikning.",Bekjendtgjørelser,33,231,[1024],vib,predicted,unknown,,y
602600,vib_087446,1826-01-30,"[ 0.01183206  0.00559309 -0.01754931 ... -0.03989043 -0.02829449
 -0.01016017]",1,Bekjendtgjørelser,1826-01-30_236313,"Gammelt og nyt Papiir, saasom Strimler og Lapper af Skriv Tryk, KarduusMaculatur og Pap, gamle Bøger, kort sagt, Papiir af hvad Navn eller Form nævnes kan, skjøbes af undertegnede. Viborg 30te Januar 1826. L. Worre.",Bekjendtgjørelser,35,215,[1024],vib,predicted,unknown,,y
602633,vib_087479,1826-02-01,"[ 0.01213019  0.00795144 -0.02221004 ... -0.04148334 -0.02949853
 -0.01120635]",1,Bekjendtgjørelser,1826-02-01_236361,"Gammelt og nyt Papiir, saasom Strimler og Lapper, af Skriv, Tryk, Karduus, Maculatur og Pap, gamle Bøger, kort sagt, Papiir at hvad Navn eller Form nævnes kan, kjøbes af undertegnede. Viborg 30te Januar 1826. L. Worre.",Bekjendtgjørelser,36,218,[1024],vib,predicted,unknown,,y
602657,vib_087503,1826-02-04,"[ 0.01564874  0.00694317 -0.02235889 ... -0.03897796 -0.03239838
 -0.01051252]",1,Bekjendtgjørelser,1826-02-04_236404,"Gammelt og nyt Papiir, saasom Strimler og Lapper af Skriv, Tryk, KarduusMaculatur og Pap, gamle Bøger, kort sagt, Papiir af hvad Navn eller Form nævnes kan, kjøbes af undertegnede. Viborg 30te Januar 1826. L. Worre. - Placat.",Bekjendtgjørelser,37,225,[1024],vib,predicted,unknown,,y
602996,vib_087843,1826-02-25,"[ 0.00969918  0.00428469 -0.03296391 ... -0.02388046 -0.05156478
  0.0143165 ]",1,Bekjendtgjørelser,1826-02-25_236925,"J Hamborg skal den 13de Marts holdes Auction over en Samling af gamle latinske spanske, italienske og franske Værker, som have tilhørt et spansk Jesuiterkloster.",Blandede Efterretninger,25,161,[1024],vib,predicted,unknown,,y
603202,vib_088049,1826-03-08,"[ 0.00727848  0.01074697 -0.00980388 ... -0.01691542 -0.03917189
 -0.01188254]",1,Bekjendtgjørelser,1826-03-08_237240,"Rettelser. J Tillægget til Samleren No. 27, paa 1ste Colonnes 1ste Svalte 8de Linie fra oven sted; og for sin umættelige Gierrighed læs: som for sin 2 Paa samme Spalte, 22de Linie stod at disse havde saa sine Papirer at producere, læs: at disse havde saafine Papirer &c.",Bekjendtgjørelser,48,270,[1024],vib,predicted,unknown,,y
603365,vib_088213,1826-03-18,"[ 0.00545808  0.024741   -0.02585172 ... -0.02339239 -0.02467779
 -0.00773427]",1,Bekjendtgjørelser,1826-03-18_237454,"Opmuntring til at komme de forrige Dage ihu. Given ved Gudstjenesten i Sæbye Kirke paa Nytaars Aften 1825 af Sognepræsten Dr. C. G. Limtilde, b. paa Skrivpapiir 24 s. paa Trykpapiir 16 sk. (Jndtægten bestemt til Sæbye Kirke.",Jndenlandske Tidender,38,224,[1024],vib,predicted,unknown,,y
603438,vib_088286,1826-03-22,"[ 0.0101345   0.00593605 -0.01378541 ... -0.03074354 -0.03375314
 -0.02404109]",1,Bekjendtgjørelser,1826-03-22_237558,Seidelin. Tillæg.) Beretning om det Stistrupske Legat for fattige Børn af Kirstine Christensdatter Stistrups Afkom.,Bekjendtgjørelser,15,115,[1024],vib,predicted,unknown,,y
604541,vib_089389,1826-05-22,"[ 0.0400169   0.00981666 -0.02442878 ... -0.03714599 -0.02978826
  0.01184542]",1,Bekjendtgjørelser,1826-05-22_239193,"Lysgaard og Hids Herreders Comptoir. Dalsgaard, den 12te Mai 1826. H. H. Holm. Nylig har forladt pressen, Forsøg til en Haandbog for den danske Landmand, indeholdende: Koens Faarets og Svinets hensigtsmæssige Behandling og Pleie, samt de mærkeligste forekommende Sygdomme og de simpleste Midler derimod. Af Krigsraad S.",Bekjendtgjørelser,47,319,[1024],vib,predicted,unknown,,y
604542,vib_089390,1826-05-22,"[ 0.03177659 -0.00508781 -0.02580869 ... -0.01901792 -0.04634537
  0.01283484]",1,Bekjendtgjørelser,1826-05-22_239196,"A. Fjelstrup til Sindinggaard. Bogen er 10 Arstor og faaes got indbunden for 1 Rbd. i Holstebroe hos Krigsassessor Bay, i Thisted hos Postmester Carstensen, i Skive hos Postmester Bechmann og der i Viborg hos Roedsted & Dous.",Bekjendtgjørelser,38,225,[1024],vib,predicted,unknown,,y
604580,vib_089428,1826-05-24,"[ 0.02098259  0.00895235 -0.01803146 ... -0.03208649 -0.04288471
  0.02030481]",1,Bekjendtgjørelser,1826-05-24_239248,"Lysgaard og Hids Herreders Comptoir. Dalsgaard, den 12te Mai 1826. H. H. Holm. Følgende nye Bøger: Hvaddevillerne eller Komedie=Sjouernes Jubilæum. Vaudeville i to Optog af Hendrik Christiansen, heftet 2 Mk.",Bekjendtgjørelser,30,207,[1024],vib,predicted,unknown,,y
604647,vib_089495,1826-05-29,"[ 0.02686985  0.01486573 -0.02072292 ... -0.01032961 -0.04161428
 -0.01309439]",1,Bekjendtgjørelser,1826-05-29_239351,"Af Bomares Naturhistorie har jeg udlaant første Deel; mit Navn er skreven paa Titelbladet. Hvo der har den, anmodes om snarest muligt at levere den tilbage, da ellers hele Værket er defelt. A. F. Just.",Bekjendtgjørelser,35,201,[1024],vib,predicted,unknown,,y
604656,vib_089504,1826-05-29,"[ 0.03007177 -0.00618035 -0.02442233 ... -0.02034617 -0.04465884
  0.0124621 ]",1,Bekjendtgjørelser,1826-05-29_239361,"A. Fjelstrup til Sindinggaard. Bogen er 10 Arstor og faaes got indbunden for 1 Rbd. i Holstebroe hos Krigsassessor Bay i Thisted hos Postmester Carstensen, i Skive hos Postmester Bechmann og her i Viborg hos Roedsted & Dous.",Bekjendtgjørelser,38,224,[1024],vib,predicted,unknown,,y
604671,vib_089519,1826-05-31,"[ 0.03030626  0.01213528 -0.02870297 ... -0.00180861 -0.03020622
 -0.00887613]",1,Bekjendtgjørelser,1826-05-31_239384,"Paa Sødskendes og egne Vegne, I. Friis. NB. Nye moderne Sommerkasketter, er arriveret paa mit Oplag hos Hr. J. Barscht i Viborg, og sælges billigst mueligt. L. Michelsen,",Bekjendtgjørelser,28,170,[1024],vib,predicted,unknown,,y
604726,vib_089574,1826-06-05,"[ 0.03004249  0.01523592 -0.02203425 ... -0.03850816 -0.03548804
  0.03134966]",1,Bekjendtgjørelser,1826-06-05_239461,"Lysgaard og Hids Herreders Contoir. Dalsgaard den 29de Mai 1826. H. H. Holm. Fra Pressen i Viborg er udkommen: Jesu Læres Fortrinlighed en Prædiken holder til Aftensang i Viborg Domtirie til Jubelfesten den 14de Mai 1826 af J. Friis, residerende Capellan, heftet 12 s.",Bekjendtgjørelse,44,268,[1024],vib,predicted,unknown,,y
604727,vib_089575,1826-06-05,"[ 0.01483427  0.02358664  0.00058131 ... -0.03175312 -0.04497623
  0.00733113]",1,Bekjendtgjørelser,1826-06-05_239462,"Prædiken paa første Juledag 1825 over: Terten Luc. 2-1 - 14 af Jens Stochholm Amtsprovst for Viborg Amts østre Deel, Sognepræst for Vammen, Lindum og Bigum Menigheder, R. af D., (2 1/4 Alt), h. 1 Rbmk. faaes hos Roedsted & Dous.",Bekjendtgjørelse,41,228,[1024],vib,predicted,unknown,,y
604756,vib_089604,1826-06-07,"[ 0.02267321  0.00957944 -0.0100193  ... -0.02755568 -0.01512321
  0.00312075]",1,Bekjendtgjørelser,1826-06-07_239500,Auction. Paa Auctionen i Landsoverrets-Assessor Hansens Stervboe den 8de dennes bortsælges endeel Bøger i forskiællige Videnskaber og Sprog; hvilket herved bekjendtgjøres.,Bekjendtgjørelse,21,171,[1024],vib,predicted,unknown,,y
604785,vib_089634,1826-06-10,"[ 0.01301009  0.00413499 -0.01015789 ... -0.01774597 -0.02728446
  0.02192645]",1,Bekjendtgjørelser,1826-06-10_239540,"For at fremme dette Værks Udgivelse og lette dets Anskaffelse for Subskribenterne vil det udkomme hefteviis, saaledes at hvert Hefte af 8 til 10 Arks Størrelse (asamme Format og Tryk som de paa den Gyldendalste Boghandels Forlag udkomne Oversættelser af W. Scotts Romaner, vil blive tilbragt Subskribenterne mod en Betaling af 6 s. Arket paa Trykpapiir og 8 s. Arket paa Postpapiir som erlægges ved Modtagelsen. - Bogladeprisen, vil blive henved en halv Gang mere. Kjøbenhavn, Mai 1826. A. P. Liunge.",Bekjendtgjørelser,81,500,[1024],vib,predicted,unknown,,y
604786,vib_089635,1826-06-10,"[-0.01061527 -0.01230734 -0.0141695  ...  0.00083936 -0.02687667
 -0.01539225]",1,Bekjendtgjørelser,1826-06-10_239541,Paa Ovenstaaende subskriberes i Viborg hos Roedsted & Dous. Napoleon Buonapartes Levnet. Forfatteren af Waverley.,Bekjendtgjørelser,15,113,[1024],vib,predicted,unknown,,y
604938,vib_089787,1826-06-21,"[ 0.00484419  0.00752361 -0.01804343 ... -0.04328588 -0.06684109
 -0.01008237]",1,Bekjendtgjørelser,1826-06-21_239765,"J Sagen No. 55. Ørum for Handelshuset I. C. Schmidhammer sal. Sohn & Comp. i Nürnberg, contra: Mødte skrivtlig. Kbd. Jsaach Nathansen i Randers.",Bekjendtgjørelser,24,144,[1024],vib,predicted,unknown,,y
605118,vib_089967,1826-07-05,"[ 0.04448046  0.01481839 -0.03406898 ... -0.03319605 -0.03393668
 -0.00922028]",1,Bekjendtgjørelser,1826-07-05_240048,"En Boutik=Indretning er underhaanden, at faae tilkjøbs. Lysthavende accorderer derom med Boghandler Dons.",Bekjendtgjørelser,13,105,[1024],vib,predicted,unknown,,y
605307,vib_090157,1826-07-17,"[ 0.03694632  0.01457966 -0.03150905 ... -0.02337729 -0.04932358
 -0.01484229]",1,Bekjendtgjørelser,1826-07-17_240341,"Hvor 2 a 3 Disciple kan faae Kost og Logie saabilligt som muligt anvises paa Bogtrykkeriet. Hvor en anstændig Enke, eller ogsaa 2de Disciple strax eller til Flyttetid kunde erholde Logie, Kost og Opvartning for billig Betaling, erfares i Bogtrytteriet.",Bekjendtgjørelser,40,252,[1024],vib,predicted,unknown,,y
605362,vib_090212,1826-07-22,"[ 0.0301519   0.01029857 -0.02337937 ... -0.02174561 -0.04060126
 -0.00717731]",1,Bekjendtgjørelser,1826-07-22_240411,"Bekiendtgjørelser. For den deeltagende og venskabelige Opmærksomhed, vores ærede Medborgere og Penner have ydet os i Anledning af vores ægteskabelige Forening, aflægges herved den meest Jorbindtlige og hjertelige Tak.",Bekiendtgjørelser,29,217,[1024],vib,predicted,unknown,,y
605473,vib_090323,1826-07-26,"[ 0.02987087 -0.00729925 -0.0268272  ... -0.02193606 -0.03509859
  0.01627425]",1,Bekjendtgjørelser,1826-07-26_240570,"A. Fjelstrup til Sindinggaard. Bogen er 10 Arstor og faaes godt indbunden for 1 Rbd. i Holstebroe, hos Krigsassessor Ban i Thisted hos Postmester Carstensen i Slive hos Postmester Bechmann og her i Viborg hos Roedsted & Dans. Schematisk Papiir til de befalede Overformynderie-Protokoller faaes hos Roedsted & Dous.",Bekjendtgiørelser,49,314,[1024],vib,predicted,unknown,,y
605499,vib_090349,1826-07-29,"[ 0.01508971  0.0106957  -0.03054935 ... -0.03492476 -0.0367293
 -0.00359357]",1,Bekjendtgjørelser,1826-07-29_240606,"Malurt, der er ganske frisk, kan tjobes paa Bogtrytteriet for 28 s. Lispundet.",Bekiendtgjørelser,13,78,[1024],vib,predicted,unknown,,y
605950,vib_090800,1826-08-28,"[ 0.0138956   0.0246591  -0.01049355 ... -0.01606864 -0.01191384
  0.00377314]",1,Bekjendtgjørelser,1826-08-28_241243,"Bekjendtgjørelser. Med Hensyn til Hr. Pastor Blichers Erklæring af 13de August, d. A. offentliggjøres følgende Attest fra Eieren af den gyldendalske Boglade: Efter Begjæring bevidnes at Bekjendtgjørelsen omStormatten et Digt af Hr. Pastor S. S.",Bekjendtgjørelser,35,244,[1024],vib,predicted,unknown,,y
605954,vib_090804,1826-08-28,"[ 0.02380309  0.0098255  -0.00998817 ... -0.03429286 -0.03370219
 -0.03336688]",1,Bekjendtgjørelser,1826-08-28_241249,"Boghandler Dons giver nærmere Underretning. Asia- og Salat-Agurker samt nogle Tusende Grønkaalplanter kunde, naar de snart hentes, endnu faaes paa Bogtrykkeriet i Viborg.",Bekjendtgjørelser,23,170,[1024],vib,predicted,unknown,,y
606060,vib_090910,1826-09-04,"[ 0.05253075 -0.00258893 -0.01330981 ... -0.02895055 -0.0157294
  0.00227694]",1,Bekjendtgjørelser,1826-09-04_241398,"Nye Kogebog eller Anviisning til at loge, bage, stege, indsylte henlægge indslagte, anrette, o. s. v. AfC. Jacobsen h. 1 Rbd.",Bekjendtgjørelser,21,125,[1024],vib,predicted,unknown,,y
606109,vib_090959,1826-09-09,"[-0.00439934  0.00274104 -0.01562468 ...  0.00128797 -0.02991892
  0.00873884]",1,Bekjendtgjørelser,1826-09-09_241478,"Hof=Mechanicus Hr. v. Plat, opfordrer nu i Skilderiet Jndsenderen af dette Stykke af Mad. de Genlis Memoires at uleilige sig til ham, for øiensynligen at overbevise sig om Sandheden af det, som denne Forfatterinde beretter.",Jndenlandske Tidender,35,223,[1024],vib,predicted,unknown,,y
606554,vib_091404,1826-10-07,"[ 0.03207591  0.00840017 -0.02319072 ... -0.02552103 -0.0597554
 -0.00645674]",1,Bekjendtgjørelser,1826-10-07_242111,"Den 17de f. M. blev Schillers Marmorkiste, et Mesterværk af Dannecker med megen Høitidelighed opstillet ligeoverfor Göthes i det storfyrstelige Bibliothek i Weimar. Assessor Ernst v. Schiller fra Cölln, den afdøde Digterfyrstes Søn, forherligede Festen, ved i sin hele Familes Navn at overlevere til Opbevaring som Reliquie i Bibliotheket, sin Faders Hovedskal, der blev nedlagt i PiedestalensJndre.",Blandede Efterretninger,57,399,[1024],vib,predicted,unknown,,y
606579,vib_091429,1826-10-07,"[ 0.01627118  0.00401752 -0.02443368 ... -0.05032688 -0.04895708
 -0.0060558 ]",1,Bekjendtgjørelser,1826-10-07_242144,"De der have laant Bøger af min afdøde Mand ville behage at aflevere disse til B. J. Zahrtmann. Min iboende Gaard med tilliggende Hauge og Tofter underbaanden at faae tilkjøbs. Viborg, 7de Octbr. 1826. B. J. Zahrtmann, Hos Peder Paarup i Levring kan faaes til Leie, 2de Stuer og et Sovekammer for billig Priis og kan tiltrædes strax. Hvor der kan faaes en smuk Landeiendom tilkiøbs, som er af god Bonitet samt gode Bygninger og smukke, Værelser, anvises af Hr. Dons i Viborg.",Bekjendtgiørelser,83,474,[1024],vib,predicted,unknown,,y
606581,vib_091431,1826-10-07,"[ 0.04420336 -0.00604276 -0.00384262 ... -0.00935286 -0.02398225
  0.00220778]",1,Bekjendtgjørelser,1826-10-07_242147,"Lærebøger, Bibelhistorier, Justs Haandbog forklæsende Ungdom, 10de Oplag, indb. og planeret, 4 Mk., samt Almanakker, Psalmebøger og andre Skolebøger, ere at faae hos A. F. Just. rmed illæg.)",Bekjendtgiørelser,28,190,[1024],vib,predicted,unknown,,y
