,article_id,date,text
197969,aal_112983,1836-02-08,"Paa Jægerballet i Torsdags er tabt et Lommetørklæde, i hvis ene Hjørne var indbundet en Brystnaal; tillige, er tabt en Guld=Springring. Det Fundne bedes afleveret paa Stiftsbogtrykkeriet. I Gaarden Nr. 236 i Bispensgade er den Leilighed, som Herr Kjøbmand Koppel sidst beboede, at faae tilleie, enten samlet, eller med Undtagelse af 2de Værelser, som kunne faaes særskilt. Kammerraad Juul er Udleieren."
96291,aal_011200,1819-10-30,"Schous Chronologiske Register over de Kongelige Forordninger, 18 Deels 1ste Stykke, for 1818, heftet 14 Mk. 8 s. De som mangler flere Aargange, ville behagelig opgive mig samme, da de saa kunne completteres, hos Rottbøll Sadolin, Boghandler og Bogbinder. Fiin Drujaner beglet Hamp til Lærred, a Pundet 3 Mk., grovere Dito, a Pd. 2 Mk. 8 Sk., faaes hos M. Garden."
339673,ode_098717,1831-04-14,"En Avlsforvalter, som har lært Landvæsenet i det Holstenske, ønsker sig til førstkommende Mai en Kondition paa en Herregaard i en af Provindserne. Adressekontoiret anviser. En Jomfrue, der kan forestaae en Huusholdning, ønsker sig til 1 Mai en Plads som Huusjomfrue, dog helst der, hvorKonen gaaer med i Huusholdningen. Hvad Lønnen angaaer, gjøres ikke store Fordringer; blot tages Hensyn til en honet Omgang. Billetter, mærket A. C. D., bedes aflagt paa Adressekontoiret. Jmod anordnet Sikkerhed, er strax at erholde 200 Rbdlr. rede Sølv til Laans af undertegnede Herreds Overformynderie Midler. Windinge Herredskontoir, Nyborg den 2 April 1831. G. H. Moltke. Et Apothek, hvorpaa ved Tiltrædelsen kan betales 5 a 6000 Rbd. Sølv, ønskes tilkjøbs. De herpaa Reflecterende bedes at aflægge en Billet, mærket F. B., paa Adressekontoiret."
354658,ode_113773,1834-11-25,"AVERTISSEMENTS. Atter har Skjebnens tunge Slag dybt nedbøiet os. Døden fratog os idag vort eneste og elskede Barn, Christian Michael, 1 Aar gammel. Vort taare opfyldte Blik hviler paa hans afsjællede Støv, vore lidende Hjerter kalde ham forgiæves tilbage til Livet. - Herre, vi fatte ikke dit Raad, dine Veie - Vitie og tilbede - Du styrke og læge vore dybt saarede Hjerter, skjænk os Tillid og Hengivenhed under din Prøvelse. - Herren gav Herren tog, Herrens Navn være lovet, Selleberg den 25 Novbr. 1854. K. Hvenegaard, J. Hvenegaard. fød Langkilde. Paa Adressekontoirets Boglade modtages Subskription paa: Have=Tidende, udgivet af Selskabet for Havekulturens Fremme. Hver anden Uge udkommer et No., som betales med 3 Mk. Qvartalet. Prøve af første No. ligger til behagelig Eftersyn. En duelig Dreielsvæver kan faae et nyt bygget smukt Huusmed Hauge til Leie paa eet Sted, hvor der gives bestandigt Arbeide paa Egnen. Huset kan strax tiltrædes. Adressekontoiret anviser. Græsning til 20 Heste af Exerceerskolen, fra den 12 Juni til 1 August 1835, ønskes af Hindenburg, Ritmester. 3die Escadron fyenske lette Dragoner ønsker Græsning for60 Heste til næste Sommer. Man vilde desangaaende behageligst henvende sig til C. Linstow, Major og Escadrons-Chef. Græsning til 61 Heste ønskes til næste Sommer. Man henvender sig desangaaende til Sohan, Major og Escadrons-Chel. Hvide Voxlys til 5 Mk. 8 s. pr. Pd., gule dito 4 Mk. pr. Pd., Formelys 6, 8 a 10 Stkr. pr. Pd. 21 Mk. 8 s. pr. Lpd., Spedelys 8, 10, 14 a 28 Stkr. pr. Pd. 20 Mk. 8 s. pr. Lpd., bekommes hos Kjøbmand J. C. Rasmussen i Korsgaden. Handlende gives Rabat, imod kontant Betaling. ere S. W. J. Unna JrMode= og Manufactur=Oplag, er nylig bleven forøget med Drap-Jmperials i alle Farver, superfine franske Thibets, couleurte og sorte fine Merinosog Thibets, Coathing og Calmuk, sort svært Satin Ture og Helenienne, Silkevestetøier, Silkekrøller, Florbaand og sorte Lyonner Silketørklæder m.m. Det saakaldte Kjøngs Plaster, som tillaves af Hr. Voelker, i Kjøbenhavn, sælges i Æsker, hvorpaa staaer trykt: Kjøngs Plaster, 1 Lod. 16 Skill. tillavet af Voelker. og bekommes ei andet Sted her i Byen, end hos Undertegnede. Med samme anbefaler jeg mig med nylig hjemkomne Calmukker, Coathinger, fiint og ord. Klæde i forskjellige Couleurer, Fløiels Veste, Silke= og Haar=Krøller, et Partie Silkevarer, bestaaende af Silke=Tørklæder, Silke=Veste og Silke=Forklæder, endeel Nürnberger=Kram og Galanterievarer, samt gode Kjøbenhavnske Vine, gammel fransk Viin, Medde, St. Julien fra 1828 og Champagne, som alt kan erholdes m. m. til meget billige Priser. Reelhed og gode Varer skal stedse være Formaalet, for mine Bestræbelser. Rudkjøbing den 17 Novbr. 1834. J. P. Tidemand. Et godt Bagerie. ønskes til Leie eller tilkjøbs paa billige Vilkaar, til Paaske 1835, i en af Fyens Kjøbstæder. Billet, mærket J., hvori Leien eller Kjøbesummen og Vilkaarene opgives, bedes portofrit tilsendt Adressekontoiret, som anviser den Søgende."
552795,vib_037508,1817-06-07,"Til Lettelse for de som i Terminen have Renter af modtage eller betale, er udkommet en Rente=Tabelsom faaes for 3 Rbmk. paa Skrivpapiir i Viborg hos R. Dons."
373139,ode_132322,1838-07-13,"AVERTISSEMENTS. Fra Pressen er udkommet: Sognepræstens og Bondens gjensidige Forhold. Et lidet Bidrag til Tidshistorien af C. H. Hansen, Stænderdeputeret. - Skriftet, hvoraf Netto-Jndtægten er bestemt til Fordeel for Stiftelsen for gamle værdige og trængende Haandværkere og disses Enker i Odense, faaes paa de fleste Boglader for 12 s. heftet, eller hvad Mere Nogen, i Betragtning af det velgjørende Øiemed, maatte ville give, og i Odense paa Adressekontoirets Boglade."
439182,ode_198447,1848-04-26,"Tirsdagen den 2 Mai, Eftermiddag Kl. 3, bliver i Helteengen udenfor St. Jørgensport afholdt Auction over endeel Græeslodder samt nogle Malkepletter udenfor Vesterport. Odense Auctionscontoir den 26 April 1818. Ch. Estrup. Fyens Stiftsavisredigeres af N. Seedorff, udgives i Odense da af Gange ugentlig. Trykt med Hurtigpresse."
440706,ode_199972,1848-07-08,"J Avertissementet om Auctionen den 19 Juli hos Kjøbmand S. Theill i Svendborg er anført, at samme holdes i Gaarden No. 365 istedetfor paa Raadstuen; hvilket herved berigtiges. Jdag er udkommet: Bidrag til Tidshistorien. Et Ugeblad. e 28."
429749,ode_189010,1847-04-15,"Odense Vestergade Nr. 238. Funsch-Extracter. Fra Dhrr. Cloetta, Mini & Co's Fabrik i Kjøbenhavn har jeg igjen erholdt nyt Oplag af og anbefales disse fordeelagtigt bekjendte Extracter til nedsatte Fabrikpriser, nemlig : Arack-Extract No. 1. 5 Mk. pr. Bouteille. 2. ditto Rom Extract . 1. 4 – . . ditto 2 3 P. H. Petersen, Odense Overgade No. 7. Kjød. af en feed jydsk Stud og Koe kan atter bekommes førstkommende Løverdag den 17 April paa Odense. F. Tange. Torv hos Sengefær, meget gode og i flere Sorter, er igjen at faae hos J. H. C. Wecke. Egetømmer."
584356,vib_069159,1823-01-04,"Da det i Aaret 1803 paa mit Forlag begyndte og 1812 sluttede Tidsskrift, juridisk Arkiv, alt i mange Aar har været udsolgt, men dog stedse søges med Begjærlighed og til høie Priser, saa har jeg formaaet Hr. Statsraad og Cancellie Deputeret Ørsted, som, paa de to første Hefter nær, har udgivet bemeldte Skrift, til at foretage en nye Redaction af samme. J denne vil imidlertid ikke hele hiint Skrift blive aftrykt, thi flere af Statsraadens deri meddeelte Afhandlinger og Bemærkninger ere blevne overflødige ved dennes yngre Skrifter, hvori adskilligt af sammes Jndhold, størstedeels omarbeidet, er blevet indlemmet; enkelte Recensioner og andre Artikler ville nu ei have synderlig offentlig Interesse, og af de i Tidsskriftet indførte Domme ville og kun de, som angaae noget mærkeligt Rets pørgsmaal, efter saa lang Tids Forløb qvalificere sig til fornyet Kundgjørelse. Derimod vil Etatsraaden underkaste alle de af hans Afhandlinger, som ville faae Plads i det nye Skrift, en gjentaget Revision, hvorved adskillige ville erholde betydelig Udvidelse og tildeels Berigtigelse, og de Domme, der optages, vil han ligeledes tilføie en Deel nye bemærkninger, hvorved Hensyn stedse bliver taget til Lovgivningens, Videnskabens og Retspleiene Fremskridt i de senere Tider. Det nye Værk skal forNavn af Arkiv for theoretisk og practisk Lovkyndighed, og er beregnet paa at udgjøre omtrent 6 Bind, hverpaa 30 Ark eller noget over. Det vil efterhaanden udkomme i Aarene 1823 og 24 og overlades Sudskribenterne paa Skrivpapiir for 4 Rbd. og paa Trykpapiir 3 Rbd. 2 Mk. hvert Bind heftet, der tilsammen er 25 Rbd. Sedler for et Exemplar paa Skrivpapiir og 20 Rbd. Sedler for et Trykpapiirs Exemplar. For dem, som ikke have ludskriberet, vil Prilen siden blive forhøiet med en Trediedeel. De paategnede Planer ønskes tilbage snarest muligt. Kjøbenhavn 1822. Andreas Seidelin. der i Viborg udskriveres hes Roedsted & Done."
323055,ode_082080,1827-02-15,"Nylig har forladt Pressen. Nordlyset. Et Maanedsskrift: S. S. Blicher og J. M. Elmenhoff. Januar Heftet for 1827. Jndhold: Nordlyset. - Fruentimmerhaderen. - Aline. - Femten Fangers Flugt af Revolutionsfængslerne i Lyon. - Scener af Bastillen. - Den pavelige Soldat. - Pierre leGrand, den første Flibustier. - En Aftenunderholdning paa Dagbjerg Dos. - Robin Hod. - Baggesen. Hver Maaned udkommer et Hæfte af i det mindste 6 til Ark, som af Subskribenterne betales med 3 Rbmk. paa Trykpapir. 3 Hæfter udgjøre et Bind og for længere Tid er Subskriptionen ikke forpligtende. Enkelte Hæfter sælges ikke. Man tegner sig i Hovedstadens og Provindsernes bekjendte Boglader; aa 3 ressekontoiret. Hvo, som haver en smuk Myndehvalp af ægte Race at sælge, vilde derom henvende sig til Adressekontoiret, der giver nærmere Oplysning. 10."
254908,ode_013821,1812-03-23,"Loger bestilles og Billetter faaes i hans Logis Hr. Kobbersmed Tydsk i Frue Kirkestræde. Da jeg er fløttet fra St. Jørgens Gaden til Vestergade No. 235, lige over for Adressekontoiret, og fortsætter min Guldsmed=Profession som sædvanlig; saa har jeg den Ære at recommendere mig til mine Venner og Belyndere, som forhen at forunde mig deres Arbeide. Ligesom jeg og herved har den Ære at anbefale mig til Dhrr. Apothekere og Kymister, som maatte behøve de af S. T. Hr. Justitsraad Møller opfundne Sølv=Gradestokke med Lodder, jeg ligeledes forfærdiger med samme Accuratesse som Hr. Justitsraadens, hvoraf en Prøve hos mig er til Eftersyn. Ligeledes forfærdiger jeg ogsaa de af Hr. Spenderup i Kjøbenhavn nyere, opfundne Sølv=Gradestokke med indrettede Lodder, forsynet med Termometre, og Hr. Spenderups fuldstændige trykte Udgave til Oplysning er til Eftersyn hos mig. - Da jeg for Dhrr. Farvere Kellinghuusen og Brandt haver graveret KobberPlader til Uldtrykning, saa giver jeg mig den Ære at recommendere mig i alt Foranførte til mine Velyndere der ønsker noget af dette Slags Arbeide forfærdiget, da jeg lover den redeligste og accurateste Behandling og at Enhver skal blive fornøiet med mit Arbeide."
239308,aal_154398,1842-09-26,"Til hosføiede billige Priser kan erholdes: Dictionaire de Academie francaisenyeste Udgave i stor Qvart, 1841. Priis: 8 3/4 Rbd. (Bogladepr. 13 1/2 Rbd.); Thiers, histoire de larevolution franc. 2 Bind i imperial Octav, med 40 Portraiter og 40 Genrebilleder. 1840. Priis: 8 3/4 Rbd. (Bogladepr. 11 Rbd. 4 Mk.); Le Sage, Diable boiteux, 2 Dele, Paris, 1839, med Træfn. Pr.: 2 Mk. 10 s. (Boglpr. 7 Mk. 8 s.); Samme Værk i stor Octav, Paris 1838, 2 Mk. 2 s. (Boglpr. 7 Mk. 8 s.) Moliere, Oeuvres completes, 2 Bind, i Octav, med Portr., 3 Rbd. 6 s. (Boglpr. 8 Rbd. 2 Mk.); Mad. Cottin, Elisabeth on les exiles de Siberie, 24 s.; Byrons Denkmaler, eine Sammlung Charakterportraits des Damen ans Lord Bes poet. Werken. London & Leipzig. 1838. Med 45 fine Kobberstik. Pragtfuld indbundet med Guldsnit. Pr.: 7 Rbd. 5 Mk. 4 s. (Boglpr. 13 Rbd. 3 Mk.); Mignets Geschichte der franz. Revolution. Paris & Leipz., 25 Liefer, med 50 Staalstik, 2 Rbd. (Boglpr. 3 Rbd.) Cornelig, Taschenb. für dentsche Frauen v. Al. Schreiber. Med Kobbere og Staalstik. Indb. i Futteral og Guldn. Aargangene 18331840, a 4 Mk. 4 s. (Bogladepr. 3 Rbd. 2 Mk. Aargangen); Siona, Taschenbuch für religiøse Dichtungen v. H. Waldow. MedKobb. og Staalst. 1842. Eleg, i Futteral 4 Mk. 8 s. (Boglpr. 15 Mk.); Gedenkemein, Taschenb. fun1842. Med 6 Kobb. og Staalst. 4 Mk. 8 s. (Boglpr. 3 Rbd. 2 Mk. 4 s.); Jdeale weiblicher Anmuth. Ein Album für jedes Alter. Med fine Staalst, 9 Hefter a 24 s.; Shakspeares dramatische Werke. Ubers. v. Ernst Ortlepp. 16 Bind med 16 fine Staalstik, 4 1/2 Rbd."
243852,ode_002754,1809-08-24,"Tirsdagen den 29de dennes bliver udi Skoemager Hans Svendsens Enkes Gaard i Klaregaden No. 313 og 314 holdt offentlig Auction over endeel Meubler og Effecter, bestaaende af: Borde, Stole, Sengesteder, Sengeklæder, Gangklæder, Kobber, Messing, Sølv m. v. Auctionen begynder Kl. 9 Formiddag, efter de Konditioner som paa Auctionsstedet oplæses, hvilket herved til Liebhavernes Efterretning bekjendtgjøres. Odense den 24 August 1809. Bendz. 132 Rd. 86 s. Umyndiges Midler, kan imod antagelig Sikkerhed, enten strax, eller til førstkommende 11 December Termin 1809, bekommes til Laans, naar Lysthavende derom henvende sig til Forvalter Kragh paa Harritzlefgaard. Et i Huusholdning og Børns Underviisning øvet honet Fruentimmer ønsker sig en Kondition i et skikkeligt borgerligt Huus til førstkommende Novbr. Underretning faaes i No. 28. paa Overgade i Odense. En Pige med got Skudsmaal søger Kondition til Novbr. enten som Stuepige, Syepige eller Huusholderske paa en liden Gaard; man henvender sig til Adressekomtoiret. Fra Pressen er i Dag udkommet hos Undertegnede: 1) Melydria af Sekretair F. C. Gundelach (13 Ark stor 8vo). Denne Samling af Digte indeholder 44 forskjellige Stykker, hvoraf ingen forhen ere trykte. Prisen er: i smuk Heftning 8 Mk. 8 s. paa Skrivpapiir og 7 Mk. 8 s. Trykpapiir (som Trykfeil, der giver en slemMisklang, bedes rettet S. 90 L. 6. bliver til blier.) 2) Juridisk Arkiv af Assessor Ørsted, No. 20 (16 1/2 Ark). Dette Nummer indeholder: foruden de sædvanlige Retsdomme, med Udgiverens oplysende Anmærkninger, 3 vigtige Afhandlinger. Da Udgiveren stedse har fundet Rummet for indskrænket i de hidtil udkomne 4 Nummere om Aaret, saa er man blevet enig om, istedetfor at udgive flere da for Fremtiden at gjøre Nummerne noget større, af hvilken Aarsag Prisen forhøies til 1 Rd. Trykpapiir og 7 Mk. Skrivpapiir. 3) Universitets= og Skole=Annalerne for 1809, 2det Qvartal(11 Ark), hvis Jndhold og Priis er som de forhen udkomne: Skrivp. 4 Mk. 8 s. og Trykp. 3 Mk. 8 s. 4) Skandinavisk Literaturselskabsskrifter for 1808, 2det Qv(20 Ark). Paa Grund af, at dette Qvartal indeholder saa mange Tabeller, saavelsom og den høie Priis paa Papiret samt andre derved forbundne forhøiede Omkostninger, seer Forlæggeren sig nødsaget at forhøie Prisen til 1 Rd. Trykp. og 7 Mk. 8 s. Skrivp. Andreas Seidelin, Bogtrykker, i store Kannikestræde No. 46."
155137,aal_070062,1829-02-09,"Fra Pressen er udkommen i Kjøbenhavn: Det kongelige danske Cancellies Ordre af 5te November 1822. til General-Fiskal Wiwet, at tiltale Krigsassessor H. Schaffer. Den af General-Fiskal Rottbøll udtagne Stævning til Landsoverretten samt Hof= og Statsretten i Kjøbenhavn af 14de December 1822. Udtog af samme Rets Dom af 27de October 1823. Det kongelige danske Cancellies Ordre af 9de December 1823 til General-Fiskal Rottbøll, fremdeles at forfølge denne Sag til Høiesteret. Som Annoncerne, eller det, hvad det kongelige danske Cancellie har befalet General-Fiskalen at tiltale mig for, der i Aaret 1822-1823 har været brugt i Documenterne i Landsoverretten samt Hof= og Stadsretten i Kjøbenhavn, hvor Dom faldt den 27de October 1823, og som de have været anførte i Documenterne for Høiesteret, hvor Dom faldt den 1ste September 1824. Passeret Domstolene, i 18251826, og sidst paadømte i Høiesteret i 1828. Det erholdes for 1 Mk. i Bogladerne og paa Adressecontoiret."
232434,aal_147512,1841-09-18,"Efter Overeenskomst med vedkommende Auctionsdirecteur afholdes paa Tingstedet i Fiellerad By, Gunderup, Sogn, Aalborg Amt. Torsdagen den 14de Octobernæstkommende, Formiddagen Kl. 11, offentlig Auction over Bortforpagtningen af Grevskabet Lindenborg Hovedgaards Avling i 11 paa hinanden følgende Aar, fra 1ste Mai 1812 til 1ste Mai 1853. Gaarden, med den tillagte Parcelgaard Henriksdahl, er beliggende i Blendstrup Sogn, Aalborg Amt, 2 1/2 Miil fra Aalborg og 3 Miil fra Hadsund, og Landeveien imellem disse Steder gaaer igjennem Gaardens Marker. Gaardene have tilsammen et Areal af omtrent 30 Tdr. meget god Agerjord og omtrent 260 Tdr. Engjord, som tildeels meget letlade sig overrisle med Vand Mergel haves ved begge Gaarde. Conditionerne ville 14 Dage førend Auctionen. blive henlagte til Eftersyn i Kjøbenhavn i det Schimmelmannske Pallais, i Odense hos Udgiveren af Hempels Avis, i Haderslev hos Gjæstgiver Petersen og hos Undertegnede, der efter Forlangende foreviser Eiendommene. Lindenborg, den 7de September 1811. Paa Besidderens Vegne. Kirstein. Auction over Hovedgaarden Gammelvraa."
93854,aal_008763,1819-06-16,"Horatses Breve ere nu af Hofraad Bendix Schorte oversatte i det Hebraiske Tungemaal og udgives hos Boghandler L. Lucius i Brunsvig, der tager i Prænumeration 1 Daler Conventionssmønt, men naar Bogen kommer ud, bliver Prisen 1 Daler 12 Gar."
367863,ode_127023,1837-08-10,"Til Salg haves endnu 20 Tønder særdeles god Ang hos J. H. C. Wecke i Odense. Circa 100 Tdr. godt Malt bekommes til billige Priser hos M. Weber, Bestergade. Sæbe-Oplag. Hos Undertegnede haves Oplag af grøn Olie=Sæbe fra Hr. Agent og Ridder Jacob Holmblads Fabrik, hvor samme erP. Petersen jun. holdes til Kjøbenhavns Fabrikpriser. Odense Vestergade. Christiansfeldter Formelys og Sæbe. er fremdeles at erholde anstundende Efteraar, naar BestillinS. P. Sørensen, ger, som sædvanlig, skeer hos Vestergade No. 299. God Bøge=Aske, for hvis Godhed indestaaes, er at faae tilkjøbs for billig Priis hos J. Sander."
95732,aal_010641,1819-09-29,"I Følge Opfordring fra den høie Amts Skole-Direction, atte Undertegnede förstkommende Tirsdag den 5te October, at aabne en Underviisnings-Anstalt for ikke-Studerende, Da blot et indskrænket Antal af Elever er bestemt til Antagelse, saa anmodes de ærede Fædre og Foresatte, den maatte attraae for deres Sönner nogen af de faa endnu vatønte Pladser, derom behageligen inden Ugens Udgang at henvende dem til Undertegnede, Institutets Bestyrere, de hvem Indretningens, af Directionen approberede Plan, ligser til Giennemlæsning. Aalborg den 29de September 1819. T. Fuhr. J. M. Claudi. Til Lettelse for Enhver, der har med Pengevæsenet at bestille, har jeg, efter Fleres Anmodning, udgivet en Tabel over Forholdet af Rigsbankpenge Sølv til Rigsbankpenge Sedler og Tegn, efter den for October, November og December af Nationalbanken den 22de Septbr. 1819 fastsatte Cours af 262 1/2 Rbdlr. Sedler og Tegn, mod 100 Specier, eller 200 Rbdlr. Sølv. Man kan af samme strax erfare Forholdet imellem Sølv og Sedler og Tegn af Capital 40000 Rbdlr. til 1 s. Sølv. Tabellen faaes paa Trykpapiir for 12 s. og Skrivpapiir 16 s. Albert Borch."
19704,lol_019778,1817-04-29,"De vigtigste indenlandske Tildragelser og de mærkeligste Personers Levnetsbeskrivelser, fra de ældste Tider til vore Dage. En Læse- og Lærebog i Fædrelandets Historie, for Begyndere og Ustuderede, ved F. Munthe. Kbh. 1813. 4 Rbd. indb."
458584,thi_015343,1830-06-08,"Avertissements. Auction. Efter Begjering af Skole=Directionen forThisted Amts nordre Amtsprovstie skal nogle af de Degnekaldet i Hørdum tilhørende JorTrykkes, redigeres og udgives i Thisted af J. S. Lund. der i Parceller og til Bebyggelse i Overeensstemmelse med det Kongelige Rentekammers Skrivelse af 22de f. M. offentlig bortsælges."
300597,ode_059555,1821-12-07,"Udi de Huusiske Boeliger er en Plads ledig. Skulde nogen af de Afdødes Familie være dertil trængende, og ønske samme, anmodes de at melde sig skriftlig inden 14 Dage, da Pladsen i anden Fald bliver besat. Odense den 6 Decbr. 1821. Vendz. da Et ungt Menneske af 25 Aars Alder, som har navngivet sig Peder Jensen Horne, har rundt koparret Ansigt, og taler holsteenske dansk, der vor iført en fiin mørkeblaae Klædeskjole, rødstribet Vest, lyseblaae Bombasins Buxer, et graat, eller grønligt Reiseslag eller Chenille, med en grøn opstaaende i høi Krave, der skjuler Ansigtet, har for kort siden paa en bedragelig Maade fravende en Gaardmand i Lunde en 4 Aars brunn, snuppet Hest, med Stribe og Stjørn i Panden, høilænde, dag til og med en tyk Hale, samt en bruun Ridesadel, hvis Forklapper nylig ere paasatte, og et lyseblaat Ridedækken med røde Striber; saa har han ogsaa solgt et Lommeuhr, der er befunden at være stiaalen ved at indslaae en Rude. Bemeldte Person bedes anholdt naar han træffes, og skulde Hest eller Sadel af ham være solgt, bedes Underretning herom til nedennævnte Kontoir, saavelsom og, om nogen Sølvarbeider, der bruger Guldsmedstempel T. A., har forfærdiget enesterydere Kasse til et Sølvuhr med Porcellains Skive og Navnet JmBrandt i Kjøbenhavn, samt en Sølvkjæde og Uhrnøgle med et rødt Glas i Nøglens Midte. Den ovennævnte Person udgiver sig for Koepranger og Hestehandler, og har havt flere Uhrog store Sølvpenge at forevise for at forskaffe sig Tillid, hvilken han paa flette Steder har misbrugt, til om Natten at bestiæle den Godtroende, hvorfore han, som en for det Almindelige farlig Person, bedes eftersøgt, anholdt, og den begiærte Underretning meddeelt Undertegnede. Lunde Scham og Schoubye Herreders Kontoir i Odense den M. Knutzen. 3 Decbr. 1821."
419694,ode_178946,1846-01-07,"Gaarden No. 417 i Nørregade, der i enhver Henseende er godt og solidt bygget, smukt indrettet for 2 Familier, med gibsede, malede og tapetserede Værelser, foruden en Leilighed i Kielderen for en Familie, Staldrum, Vognremisse, Vadskerhuus og Brændehuus; hertil en smuk Hauge. Huset No. 366m udenfor Vesterport, hvilket for 2 Aar siden af mig selv er bygget og indrettet for 2 Familier, med gibsede, malede og tapetserede Værelser i underste Etage drives en fordeelagtig Kjøbmandshandel, foruden Forhuset et Sidehuus, Gaardsplads og en liden Hauge. Om Kjøbet af disse godt beliggende og godt indrettede EienH. T. Frost. domme akkorderes med Til Salg er Avlsgaarden Juulsborg, 1/2 Miil østen Veile, 1 Miil fra dens Fjord og Thyrsbek, altsaa i een af Jyllands frugtbareste og skjønneste Egne, paa c. 130 Tdr. Land g. M., næsten alle muldlerede Jorder, hvoraf 16 Tdr. Land er Skov, 4 Tdr. Eng. Mergelhaves overalt i Overflødighed. Kreaturholdet er forTiden 6 Heste og 30 Køer. Gaardens 6 Bygningen, ere alle nye og Stuehuset af Grundmuur med Tegltag. Af Kjøbesummen kunne omtrent 3 Dele blive indestaaende i Eiendommen og Resten afbetales i Terminer. Man behager at henvende sig enten tilCancellieraad Borch i Veile, eller undertegnede EierN. J. Binderup. Ved Proklama, der er læst inden Hjemtinget og snarest vil vorde læst inden den Kongelige Lands-Over- samt Hof- og Stadsret, ere Alle og Enhver, som maatte have Noget at fordre i Stervboet efter afdøde Dagleier Niels Larsen og dennes senere afdøde Enke, Anne Sophie Jensdatter, indkaldte med 12 Ugers Varsel til under deres Kravs Fortabelse at anmelde og beviisliggjøre deres Tilgodehavende for undertegnede Skifteforvalter, hvilket herved endvidere bekjendtgjøres. Assens Byefogedcontoir den 30 Decbr. 1845. Buchwald. Ved Proklama, der er læst inden Hjemtinget og snarest muligt vil vorde læst inden den Kongelige Lands-Over- samt Hofog Stadsret, ere Alle og Enhver, som maatte have Noget at fordre i Stervboet efter ugift Fruentimmer Anne Poulsdatter heraf Staden, indkaldte med 12 Ugers Varsel til under deres Kravs Fortabelse for undertegnede Skifteforvalter i Boet at anmelde og beviisliggjøre deres Tilgodehavende. Saa ere og ved bemeldte Proklama med Aar og Dags Varselindkaldte fornævnte Afdødes Arvinger til for mig at legitimere deres Slægtskabsforhold til Arveladerinden, hvilket herved endvidere bekjendtgjøres. Assens Byefogedcontoir den 30 Decbr. 1845. Buchwald. Fyens Stiftsavis. Udgives 5 Gange ugentlig. Trykt med Hurtigpresse."
215837,aal_130884,1839-01-23,"Stiltstidende, Aalborg. og Adresse-Avis. No 18. Aar 1839. Onsdagen den 23de Januar. Denne Avis, som udgives af J. Chr. Borch & N. Ph. Reeds Enke og redigeres af Bernhard Ree, udgaaer : Gange ugentlig og kan bestilles paa alle kongelige Postcontoirer i Danmark og Hertugdømmerne samt paa Stiftsbogtrykkeriet i Aalborg, hvor Prisen er 7 Mk. 8 s. qvartaliter."
357169,ode_116297,1835-06-12,"At den af mig hidindtil førte Manufactur=, Galanterieog Glashandel nu er henflyttet til min eiende Gaard paa Hjørnet af Gjerritsgade og Kattesundstrædet, som fører til Torvet, hvor Hr. Doctor Siegler tilforn har boet, derom giver jeg mig herved den Frihed at underrette mine saavel indensom udenbyes ærede Handelsvenner. Jdet jeg har den Ære at bekjendtgjøre dette, anbefaler jeg mig tillige med Urte-, Farve= og Jsenkramvare, samt flere til denne min Handel hørende Varesorter, som alt udsælges til de muligst billigste Priser. Svendborg den 22 Mai 1835. W. B. Wulff. At en lignende Handel, som hidindtil af Hr. W. B. Wulff har været ført i denne Byes Møllergade, fra idag af uforandret fortsættes af Undertegnede, saadant undlader jeg ikke at tilkjendegive for et æret Publikum og Enhver, der for Fremtiden vilde beære det hidindtil besøgte Handelssted med deres Søgning. Svendborg den 22 Mai 1835. B. Wulff. Klæde-Oplag. Mit velassorteerte Klæde=Lager, bestaaende af inden= og udenlandske Klæder og Cassimire, i alle brugelige Couleurer og Fiinheder, som udsælges til Nutidens billigste Priser, anbefales paa det ærbødigste af Chr. Fürgensen jr. Overgade No. 3. 814 Rbdlr. 5 Mk. 10 s. S. og T., Umyndiges Midler, kunne, imod lovlig Sikkerhed, strax erholdes til Laans af Baroniet Lehns Overformynderie, hvorom Vedkommende behageligen ville henvende sig til Undertegnede. Hvidkilde den 5 Juni 1835. J. W. Tornøe. 376. 1 SaUndertegnede tillade sig herved at bekjendtgjøre. at der fra Løverdagen den 13 dennes udsælges Olfra vort nyt anlagte Bryggerie paa denne Byes Nørregade No. 413. Vi benytte denne Leilighed til at anbefale vort Produkt til det ærede Publikum, med den Forsikkring, at der hverken vil blive sparet, Bekostning eller Umage, for at erhverve de Kunders Tilfredshed, der senere maatte beære os med deres Bestillinger."
208170,aal_123200,1837-10-23,"J Stilplivrive og Adresse=Avis. endes med Brevposten, ifølge kongl. allernaadigst Bevilling, og 168. Jacor de 2de Gatafor Udgivet af J. Chr. Barch & R. Ph. Res Enke. - Redigeret af Major v. Bøderberg, Rd. af D."
209946,aal_124978,1838-02-06,"Den danske Hof= og Statscalender for Aaret 1838 er nu udkommen og vil i Provindserne være at erholde for 3 Rbd. 32 s., naar Bestilling desangaaende skeer paa de resp. Postcontoirer. 2de Beboelses=Leiligheder, bestaaende af 4 a 5 Værelser foruden Kjøkken og øvrige Beqvemmeligheder, ere til Paaske Flyttetid at erholde til Leie. Hos hvem, anviser Adresse=Contoiret."
