,text,article_id,clean_category
3137,"Mærkværdig er dog en Beretning, som er uddraget at et Brev fra Constantinopel af 13de Julii, som lyder saaledes: ""Efterat den Beretning var ankommen, som Capudan=Paschaen havde afsendt om Jpsaras Erobring og Tilintetgjørelse og som tillige blev bekræftet ved Paschaen af Smyrna, ligesom og fra Chios og Mitylene, fik det herværende engelske Gesandtskab igaaraftes ved en Expres fra Smyrna af 7de Julii den Efterretning, at alle tyrkiske Tropper, der vare landede i Jpsara, vare tilintetgjorte, at 25 Skibe fra Hydra og Spetza i det Øieblik, da Udskibningen fra Jpsara fandt Sted, kastede sig midt ind i den tyrkiske Flaade og anrettede en frygtelig Ødelæggelse i Samme, borttog en Mængde smaa Skibe eller borede dem i Sænk, erobrede 3 Fregatter, og tilredte Capudan-Paschaens Skib saaledes, at det med Tab af sit Bugspryd og med anden Skade maatte skynde sig bort. J dette Øieblik er her det strængeste Forbud mod at tale noget om Jpsara. En Mængde hemmelige Politieagenter ere i Bevægelse for at holde et vaaget Øie med Alt. Denne Forholdsregel bekræfter Tyrkernes Nederlag, og vi vente med Længsel nærmere Oplysning. Jmidlertid bør Man vel neppe endnu fæste for megen Troe til denne Efterretning, da den let kunde være opdigtet til Trøst for de nedslagne Græker. Ogsaa Øen Kaxos's Ødelæggelse bekræftes. Det første Angreb af den ægyptiske Escadre den 8de Junii blev heldigen slaaet tilbage af Øens Jndvaanere, der havde besatalle for Fjenden tilgjengelige Punkter og besluttet at seire eller døe. Og med et andet Angreb Dagen efter gik det ligesaa heldigt, og Jsmael Gibraltars Escadre bortfjernede sig ganske fra Kysten. Men den 14de Junii, da Manikke meere ventede noget Angreb, kom Fjenden igjen og angreb ikke alene de samme Punkter af Øen, som tilforn, men landede ogsaa paa den anden Side og angreb tillige Grækerne i Ryggen. Ved saaledes at befinde sig mellem en dobbelt Jld, bleve de let overvundne og 4 til 500 faldt med Vaabnene i Hænderne. Resten flygtede til Bjergene, og tildeels til Naboeserne.",aal_41538,-1
3138,"Undertegnede agter om 2 a 3 Dage at afseile til Randers, medtager Fragtgods, naar de melder dem ved Skibet, beliggende ved Toldbod---- J Svindt.",aal_04801,-1
3139,"Naale- og Jagtredskaber forfærdiges af Been. De vurdere Ting efter den Nytte, de ere til; derfor sætte de høiPriis paa smeddede Jernredskaber.",aal_37879,-1
3140,Under General-Toldkammer og CommerceCollegiet: Gouverneurposten paa Establissementerne i Guinea.,aal_12258,-1
3141,"Professor Sander har udgivet en Samling af 300 af Peder Syvs Ordsprog, til Brug ved humoristiske Forelæsninger, første Udvalg. J et Efterskrift til samme indbyder Forf. de Mænd, der ynde Folkets gamle Visdoms Skatkammer, til Forelæsninger og Samtaler, hvorved man giensidigen kunde underholde og belære sig. Kiøbenhavn den 19de Junii. Længe har ikke en saa stor Crisis fundet Sted i Handelen som nu. Næsten alle Varer falde Prisen. Jsær synke Kornpriserne allevegne, og i Tyskland staae de saa lave, at Kongen af Saxen benytter sig af denne Omstændighed til Kornmagaziners Anlæg. Bomulden falder meget i Prisen; deels fordi Nordamerica nu leverer saa meget, deels fordi de Franske stærkt begynde at dyrke den paa deres Colonier i Sennegal. Siden de sydlige Dele af Nordamerica saa meget cultiveres, forøges Colonialvarernes Production. Læder maa ligeledes blive godt Kiøb, da Udførslen af Huder fra de Spanske Colonier, især fra Buenos Ayres, tiltager saa overordentligen. Det store HandelshuusBarandon & Comp. Fallit i London, var en følge af det store Partie Kleverfrø, Bomuld og Talg, som det havde liggende, og som ere faldne saa stærkt i Prisen. Denne Prisernes overordentlige Falden foraarsager en stor Standsning i den engelske Handel. Ogsaa i Hamborgs Handel og Næringskilder er der foregaaet store Forandringer; dets saa vigtige Ølbryggerier staae nu langtfra ikke i den forrige Anseelse; dets Sukkerraffinaderier, som tilforn vare i saa stor Flor, have vel endnu stor Afsætning til Ruslands indere Provindser; men da Raffinaderierne i uhyre Grad tiltage i andre Lande, og de raffinerede Sukkere staae i alt for lavt et Forhold til de raae, saa maa adskillige Fabriker aarligen gaae ind, eller deres Eiere fallere. Derimod ere Assurancer nu meget mere indbringende for Hamborg end de vare førHamborgerne kappes i den Henseende med Englænderne om Fortrinet. Mangel paa Credit og en Bank, der letter Pengeomsætningerne, hindrer andre Stæder paa det faste Land fra at maale sig heri med Hamborg, der nu tæller 70 (?) saadanne Assurance-Compagnier, hver med en Capital af 450 til 500000 Mk. Banko, foruden en stor Deel Privatassurandører. Den nordameri canske Handel er voxen og voxer i den Grad, at man nu istedet for 75 Postamter, som fandtes i Fristaterne, finder 3600, og at der i Handelstæderne ere 350 Banker.",aal_08892,-1
3142,"J Rom er den herlige St. Paulskirke, en af Byens 5 Patriachalkirker, mærkværdig ved dens Alter, der er fra Theodosii Tider, ved dens prægtige Søiler, skjønne GulvMosaiker, kostbare Marmorer, Jndskrivter, Billeder af alle Paverne fra Petrus til Benedict RIV, og skjønne Bronzeturer, ganske bleven fortæret af Luerne. Aarsagen var nogle Kobbersmedsvendes Uforsigtighed, der ved Tagets Reparation brugte et Bækken med gloende Kul, at hvilket Vinden førte Gnisterne hen i de tørre Bielker af Cedertræe. Kirken var opført af Constantin paa den hell. Paulus's Gravsted. Paven har som Benedictinermund henimod 20 Aar tjent ved denne Kirke, endog været Bibliothekal der. Klosteret ved Kirken, hvori Paven levede, før han blev ophøiet, er med Nød og Neppe bleven reddet. - Pavens Befindende synes at være bedre, og Lægerne love sig et godt Udfald. Man er nu bleven nødt til at sige ham Alt om hans Uheld, da han bestandig vilde forandre sin Stilling og staae op af Sengen. Men om Branden i Rom har Man ikke tordet fortælle ham.",aal_34749,-1
3143,"Kiøbenhavn. Blandt Dyrehaugens Mærkværdigheder for i Aar høre Brødrene Dennebergs franske (? Forvandlingstheater, der viser Figurer under alle Slags Forvandlinger, saaledes som man for nogle Aar siden saae adskillige paa det Geisselbrechiske Marionet=Theater to Dverge, den ene et Mandfolk, den anden et Fruentimmer, begge fødte i det Badenske, 4 Mile fra hinanden, den første 46, den sidste 27 Aar gammel; en Albino, der tillige foreviser en ikke uinteressant Naturaliesamling; et konstigt Spilleuhr, og to Løver, som man allerede tilforn har seet. En dansk Familie, bestaaende af 5 Drenge, er denne Gang de eneste, der forevise equilibriske Konster, som nu lade til at blive et indenlandsk Talent. Ellers seer man hverken Linedandser eller Konstberider.",aal_15599,-1
3144,"En Kurv som sidste Løverdag blev efterladt i en Bondes Vogn, kan faaes hos Kjøbmand N. S. Mørch paa Nytorv.",aal_53157,-1
3145,"Governøren paa den svenske Vestindiske Ø St. Barthelem har paadraget sig sin Regie ings Mishag ved den Adgang han har tilstedet Sydamerikanernes Sørøvere. J St. Petersborg har en Tyv borttaget 4500 Dukater paa Toldboden, men har været saa skikkelig at lade to Guldbarrer blive liggende.",aal_04816,-1
3146,"J Anledning af, at Gymnasiasterne i det Preussiske giover til de concessionerede Skuespillerselskaber og bleve antagne som Medlemmer, er det forbudet bemeldte Selskabet. at have nogen Omgang med Gymnasiaster eller Disciple, under Straf af at miste deres Bevilling.",aal_42243,-1
3147,Et smukt meubleret Værelse for 1 a 2 honette Personer er strax at faae til Leie paa en reel Gade her i Byen. AddresseContoiret giver Underretning.,aal_28533,-1
3148,"Den sidste i f. M. døde Etatsraad Frederik Stoud, Deputeret i det Kongelige General Toldkammer- og CommerceCollegium. Han var født den 5te Februar 1759 her i Staden, hvor hans Fader Cort Stoud var Procurator. 1777 deponerede han fra Frue Skole, reiste to Gange udenlands til Tydskland, Holland, Engelland, Schweiz og Jtalien; kom 1797. ind i General-Toldkammeret som Kammersecretair og gik siden frem til Etatsraad, som han blev 1812. Han var og den næstældste Deputerede. Han var Meddirecteur og Bestyrer for de Reiersenske Fonds. Fra Aarene 1799 til 1811 var han beskikket til at være Politiemesterens Medhjelper ved at gjennemlæse de i Kjøbenhavn udkommende Skrifter; og han var Medlem af mange Commissioner. Ligesaa hæderlig bekjendt som Embedsmand var han ogsaa som Forfatter. Hans første Debut i Literaturen 1784 var Digtet Tordenvejret; siden udgav han en Oversættelse af Wielands Oberon; Hans Vigtigste er den ypperlige Omarbeidelse af Says Værk: Lære om almeen Velstand i Forbindelse med Stadshuusholdning, som han tilligemed flere Skrifter udgav under det Psendonyme Navn: Frederik Cortsen.",aal_33438,-1
3149,"Den berømte Sarti, der i sin Tid var Theaterdirecteur, Kiøbenhavn, var saa ubekiendt med vort Sprog, at han satte Musik til Ord, hvis Mening han ikke forstod. Et udseerligt Exempel herpaa havde Man, da han skulde componere Musiken til Tronfølgen i Sidon. Den første Arie i dette Stykke begyndte med de Ord: Hanen galer. Componisten spurgte, hvad det skulde betyde? Paa Svater, at det var en Skildring af Morgenstundens Behage ligheder, raabte han: Comment, Fanken gael, Vest, Omme disent les matelots, est ce que cest la unmage du matin, (Hvorledes, Fanden gael, det et saaledes som Matroserne tale, og det er et Billed paa Borgenen?) En Eleve af Thorvaldsen, den unge Freund, som nu nogle Aar har arbeidet i hans Konstværksted, har forfærdiget en Mercur, som roses meget. Architecten Portoppidan har leveret en Tegning til en stor Bygning, som har vundet meget bifald. Maleren Hillerup opholder sig endnu i Rom, men Jensen var afvigte Sommer i Florents. Dronninggaard, med tilhørende 600 Tdr. Land, skal nu bortforpagtes paa 10 Aar.",aal_25244,-1
3150,"Kiøbenhavn. J Søndags var det den første DagDyrehaugen viste sig i sin fulde Glands; thi Dagen i Forveien, St. Hansdag, var den ikke, som i fordumsTider, synderlig besøgt, da den simpleste Almuesmand, nu finder det for simpelt at komme der uden om Søndagen, naar den galante Verden er samlet her. Vrimmelen var ubeskrivelig. Alt, hvad der kun havde Been at gaae paa, Vogn at kjøre i og Heste at ride paa, maatte derud, og allerede i Fredags vare alle Hyrevogne bortleiede. Paa Bakken, hvor Konstmagernes Fiællehytter, ere opslagne, maatte man trænge sig frem, og de fleste af det smukke Kiøn vare klædte som til Galla. J Charlottenlund vrimlede der ogsaa af Mennesker.",aal_15308,-1
3151,"Tirsdagen den 22de December førstkommende, om Formiddagen Kl. 10, bliver hos Herr Kiøbmand Søren Winkel, holdet 2den Auction over efterskrevne Eiendomme heri Byen, tilhørende Kiøbmand Peter Hansen SødringsOpbudsboe sammesteds, nemlig: a. a) Et Huus 9 Fag, et Loft høit, med Qvist til begge Sider; Muur og Bindingsværk. b) Et Halvtag af Tømmer og Bræder, teglhængt. c) Et Pakhuus, 10 Fag, 2 Loft høi. d) Et Skuur 10 Fag. e) Et Halvtag 7 Fag. c) Et Skuur af 10 Fag. g) Et Halvtag 6 Fag. b) Den derved liggende Haugeplads, circa 1110 a Alen, og f) den indboelede Skibsværfts-Kiølhalings- og Havneplads med Jnventarium og de i Hovedbygningen Litr. A værende Kakkelovne. v. Et Huus beliggende i Katvadgaden, indrettet til 3de Familier, med tilhørende Grund og de i Huset værende 3de Kakkelovne. 3. Et Huus beliggende i Tiendeladen, af 4 Fag, med Grund, og iøvrigt som Eiendommene i disse Tidender, til 1ste Auction findes beskrevne, samt efter de Conditioner som i Auctions Retten fremlægges, hvilket herved bekiendtgiøres saavel i Statstidenden, som i Aalborg Stifts-Aviser, til PanteCreditorernes og andre Vedkommendes Efterretning. Aalborg den 14de November 1818. Wølfferdt, const.",aal_05228,-1
3152,"J Statstidenden læses følgende Avertissement. Den mig ubekiendte Hædersmand, som om Aftenen den 22de dennes i den nye anlagde Alle paa Strandveien saa vel dædigen afbødede et Sabelhug, af en Person til Hest i Husarofficeer-Uniform, der let kunde have berøvet mig en kjær Kone, og mine medværende 4 umyndige Børn en omhyggelig Moder, modtage herved min inderligste Taksigelse, som Opløbet, der fandt Sted ved denne Leilighed, forhindrede mig fra mundtligen at bevidne ham Kiøbenhavn den 23de Mai 1820. M. Schouboe, Borger her i Staden.",aal_14674,-1
3153,"Kyndelmisseknude har i Gaar viist sig med Nordvestvindmed Frost og lidet Snee. - Uagtet den store Frost i Gaarog i Dag, vare dog Aborre fra Fjorden paa Torvet, men bedre Kjøb end de Byens Fiskere sælge til 374 a 5 s. Stykket. Smør kostede 14 a 16 s. Pundet, Rug Tønden 7 Rbd., Kartofler Skpn. 28 s.",aal_58448,-1
3154,"Den 3die Maj. Ved den i Søndags den 30te April opkomne Jld i Tugthuset, var det en Guds Beskjærmelse, at Jlden udbrød ved Dagen, og at det var Blikstille. J modsat Fald havde, foruden Maskineriet og Vævene, været stor Fare for hele Bygningen, naar disse tørre Tingkom i Brand. Den nuværende Entrepreneur for Klædefaberken der, Hr. Kjøbmand P. Guldberg, var fraværende paa en Reise til Aalborg og kom hjem om Aftenen. Denne drivtige Mand, der havde anstrænget sig for at forøge Fabrikens Virksomhed, seer nu ved Arbejdets temporære Standsning et smerteligt Tab imøde. - J Nat og i Dag have vi faaet, med Nordvestvind, den første Majregn - J Gaar vare der Skovmærker til Torv.",aal_53176,-1
3155,"Denne Dags Morgen behagede det Forsynet, ved Døden at bortkalde min inderlig elskede og retskafne Mand, Cancellieraad Claus Holder Green, efter flere Aars Svagelighed, i hans Alders 72 Aar, og efter at vi have levet i et lykkeligt Ægteskab i 33 Aar. Dette bekjendtgjøres herved sørgeligst paa egne og Børns Vegne, for fraværende Familie og Venner, om hvis Deeltagelse jeg, uden Bevidnelse derom, er forvisset. Hiørring den 28de Marts 1825. Regitze Sophie Charlotte Green, født Thomsen.",aal_45743,-1
3156,"Fra St. Petersborg meldes: Den 22de Octbr. døde herden ved sin udbredte Lærdom hæderlige Academiker og Astronom, Statsraad Schubart. Han naaede næsten sit 68de Leveaar og var Æresmedlem af Rigs-Admiralitets Collegiet, de Kgl. Videnskaber og af Akademier i Stokholm, Kjøbenhavn, Boston og mange andre lærde Selskaber. Vort Videnskabs Akademie har i disse Dage for 40000 Rubler tilkjøbt sig en af 1200 Stykker bestaaende Samling af Egyptiske Antiker, som en Milaneser Hr. de Castiglione har bragt hertil. Sir Alexander Cockburn er udnævnt til britisk Gesandt i Columbien med 6000 Pds. Løn.",aal_50199,-1
3157,"Credi= og Debitorerne i Stervboet efter afgangne Gaardmand Niels Hansen, i Worsaae, Albek Sogn, indkaldes herved med 12 Ugers Varsel, de Første for at anmelde og beviisliggjøre deres Fordringer og de Sidste for at betale deres Gjeld, inden fornævnte Tids Forløb, til undertegnede Skifteforvalter. Sæbye den 30te Mai 1825. Boeck.",aal_47133,-1
3158,"Under Generaltoldkammer og Commerce=Collegium: Toldog Consumtions-Casserer Embedet i Nestved. For Oppebørselen stilles Sikkerhed, til Beløb 7000 Rbd. Sølv. Befordringer og Afgang. Under det danske Cancellie: Den 17de November er C. C. Hillemann beskikket til Veier, Maaler og Vrager ved Bandholms Toldsted paa Lolland. Vidse Kloster i Jsland, 28de September.",aal_43450,-1
3159,"Mandagen den 15de Juli næstkommende om Formiddag Kl. 10, bliver i Kiøbmand Hendrich Juuls Fallitboes Gapaa Hiørnet af Bispens- og Marenturisgade, afholdt 4de A. tion over bemeldte Gaard, efter de ved Auctionen bekiendtrende Conditioner. Aalborg den 30te Juni 1822. Schmidt.",aal_27709,-1
3160,"Fra Rom skrives, Medens vi endnu sørge for Canopa, truede et ulykkeligt Tilfælde, ogsaa at berøve os den berømte Thorwaldsen. En Dreng legede med en Pistol, der pludselig gik af, men lykkeligviis kun foraarsagede Kunstneren et ubetydeligt Saar.",aal_32871,-1
3161,"Jfølge Breve fra St. Croix af 17de Februar har Man der, formedelst en langvarig Tørke, intet godt Haaom næste Høst.",aal_46300,-1
3162,"Efter alle de Forsøg, Ruslands og nok en anden Magts ved Porten accrediterede Ministre have gjort paa, at sætte Grændser for de saavel i det tyrkiske Riges Hovedstad som i dets Provindser, daglig forefaldende Rædselsoptrin og Uordener, have været forgiæves, saa at disse tvertimod tage alt mere og mere Overhaand baade i Styrke og Omfang og den giensidige Forbittrelse nu har naaet saa høi en Grad, at Menneskelighedens almindelige Pligter fordrer de kristelige Magters Mellemkomst, saa har Hs. Majestæt Keiseren af Rusland givet sine ved de tyrkiske Grændser, samlede Tropper Ordre til, at overskride dem. General v. Witgenstein er ufortøvet med den under hans Kommando staaende 80000 Mand stærke Hær rykket ind i Moldau, hvilket Fyrstendømme, saavelsom Wallachiet, han besætte i Kraft af Ruslands Protectionsret. Hvad Skjebne FyrYpstlanti under disse Omstændigheder tør see imøde, ve Tiden vise.",aal_21809,-1
3163,"En Bye- og Herredsfoged har til Cancelliet indsendt en Forestilling, hvori han androg, at det under hans SkifteJurisdiction ofte indtræffer, at i Boer efter Aftægts-, Huus- og Tjenestefolk den Afdødes Efterladenskaber ikke beløbe sig til saa meget, at de efter Vurdering kunne afholde Begravelsesomkostningerne, og han har derhos, da det end mere vilde forøge Omkostningerne at realisere slige Boerved Auction, for at udfinde hvad umyndige Børn eller Udarvinger muligen kunde tilkomme, forespurgt, om der i Boer af den angivne Beskaffenhed maa gives Udlæg efter Vurderingssummen, uden Hensyn til hvem den Afdødes Arvinger ere, eller om de ere tilstede eller ikke. J Anledning heraf har Cancelliet under 30te September svaret, at det ikke skjønnede, at der kan være Noget imod i Boer, hvor den Afdødes Efterladenskaber ikke beløbe sig til meere, end Omkostningerne, med Begravelsen, at give Udlægefter Vurderingen.",aal_56698,-1
3164,"Da Borger og Smedemester Niels Christian Holm her af Byen er ved Døden afgaaet, og hans efterlevende Enkes fælleds Boe af os, som Skifteforvaltere, er taget under Behandling, saa bliver dette Boes Creditorer herved indkaldede med 12 Ugers Varsel til, inden saadan Tids Forløb, for os at anmelde og beviisliggiøre deres paa Samme havende Krav. Aalborg den 23de Juli 1822. Gleerup. Schmidt.",aal_28319,-1
3165,"Den 14de forestilledes Hoffolkene Dronningen, der siden modtog Rigstændernes store Deputation, bestaaende af 48 Medlemmer af Adelstanden og 24 af enhver af de andre Stænder. Denne Deputation havde og om Eftermiddagen den Ære at gjøre Kronprindsessen deres Opvartning paa Haga, hun besvarede Landmarschallens Tiltale i det Svenske Sprog. Statstidenden indeholder samtlige ved disse Anledninger holdte Taler, tilligemed de huldrige Svar.",aal_33868,-1
3166,"Fra Gibraltar beretter Man under 25de October, at et næsten ganske nyt svensk eller dansk Skib, ladet med Salt, er strandet ved Esteporia og sønderslaget.",aal_43506,-1
3167,"Lysthavende til denne solide gode Eiendom, vilde behagelig henvende dem til S. T. de Herrer Secretair Leschly i Kjøbenhavn paa det Kongelige Assistence-Huus, og Kjøbmand S. Vinkel i Aalborg, som nærmere meddeler de fornødne Oplysninger og Eiendommen, ligesom og undertegnede Eier. Christianskyst pr. Thisted den 30te October 1823. Langeland, Justitsraad og Toldinspecteur. Ridder af Dannebrogen.",aal_36613,-1
3168,"J disse Dage har forladt Pressen, Bibliothek for Læger, 2det Hæfte, udgivet af Directionen for det classenske Literaturselskab Paa den Wahlske Boghandlings Forlag er udkommen Haandudgaver af Epictet, Herodot og Phædrus.",aal_35999,-1
3169,"Kornspekulanternes Commissionairer her i Egnen ere i disse Dage i største Virksomhed med Opkjøb af Kornvare, især Havre, som de betale med 21 Mark Tønden. J nogle Uger have vi her i Byen med Nød og Neppe kunnet faae det fornødne Smør, der ligeledes kjøbes op paa Landet for at sendes bort; derfor var ogsaa Prisen her den sidste Løverdag egal med den Kjøbenhavnske Torvepriis: 1 Mk. 8 s. Pundet. Randers, den 12te September.",aal_55679,-1
3170,"Den 13de Dennes er fra Teglgaardsbæk igiennem Østerportabt en Dyreskinds Mandshandske, for Tilveiebringelsen loves en passende Douceur. Man melder sig paa AddresseContoiret.",aal_16046,-1
3171,"En Skrivelse fra General-Toldkammer og CommerceCollegiet af 1ste d. M. til samtlige Told- og Konsumtionssteder i Danmark fastsætter iblandt Andet, at Valget imellem at betale med Rigsbankpenge rede Sølv eller med Repræsentativer tilkommer Yderne, og paa alle Formlingssedler, Brændingssedler samt Jndførsels=Konsumtions-Sedler, hvor disse udstædes, bliver udtrykkeligen at anføre, om Afgiften er erlagt med Sølv eller med Repræsentativer. Ligesom Hovedafgiften kan ogsaa Tillægsafgiften erlægges enten med rede Sølv, eller med Repræsentativer. Underbetienternes Lønninger blive at udbetale med Repræsentativer efter Qvartalscoursen. For at sætte Embedsmænd, Pensionister og andre, som oppebære deres Jndtægter i rede Sølv, saalænge det ikke er Landets eneste Nummeraire, istand til uopholdeligen at kunne omsætte dette Sølv i Sedler eller Tegn, efter den Værdie, som Sølvet paa den Tid Omvexlingen skeer maatte have, har Nationalbanken indrettet et Contoir i Bankens Bygning, hvor alle saadanne Personer kunne ombytte deres Sølv mod Rigsbanksedler eller Tegn. Contoiret aabnes den 1ste September næstkommende. Den høieste Sum, som nogen paa engang kan faae omvexlet, er 500 Rbd. Sølv.",aal_03662,-1
3172,"Ved een eneste Auction, som afholdes Fredagen den 31te Dennes, agter jeg at lade bortsælge min eiende og iboende Gaard i Sæbye Kjøbstæd, med de samme vedliggende Tofter og en paa Byens Mark beliggende Jordlod af Hartkorn 5 Skpr. 1/2 Alb. Bygningerne ere vel vedligeholdte og Tofterne og Jordloddene af meget god Bonitet. For Handel og Skibsfart er Gaardens Beliggenhed, tæt ved Byens Havn, saare beqvem. Eiendommen forevises af Undertegnede og Vilkaarene, hvorpaa de agtes bortsolgte, opgiver min Laugværge Forvalter Theilmann paa Sæbyegaard. Sæbye, den 7de Marts 1826. Anne Terp, sal. Hans Søeby's.",aal_52127,-1
3173,"En af Byens veldædige Borgere har, i Anledning af den 18de Dennes, skjænket samtlige Lemmer i Vesterfattighuus, et særdeles godt og nærende Middagsmaaltid, der af dem, som en Lindring i deres ublide Stilling, blev nydt med den inderligste Taknemmelighed. J Commissionen for Aalborg Kjøbstæds Fattigvæsen, den 21de Januar 1823.",aal_31202,-1
3174,"Fra London skrives, at Man der den 25de f. M. havde den Efterretning fra Kjøbenhavn, at den Kongl. danske Regjering har samtykt i det af Ridder Ployen med Dhrr. Th. Wilson & Comp. afsluttede Laan.",aal_45793,-1
